species,oldSpeciesCanonicalName,similarity,prediction,model,threshold
Lichenaula comparella,Lichenaula callisema,0.6497,not synonym,pritamdeka/S-BioBERT-snli-multinli-stsb,0.7
Lichenaula comparella,Oecophora comparella,0.427,not synonym,pritamdeka/S-BioBERT-snli-multinli-stsb,0.7
Lichenaula anthracopsara,Phthonerodes anthracopsara,0.6941,not synonym,pritamdeka/S-BioBERT-snli-multinli-stsb,0.7
Lichenaula phloeochroa,Lichenaula provisa,0.7042,synonym,pritamdeka/S-BioBERT-snli-multinli-stsb,0.7
Lichenaula maculosa,Polynesa maculosa,0.6037,not synonym,pritamdeka/S-BioBERT-snli-multinli-stsb,0.7
Heterochyta aprepta,Heterochyta abrepta,0.8841,synonym,pritamdeka/S-BioBERT-snli-multinli-stsb,0.7
Heterochyta aprepta,Macrobela aprepta,0.6151,not synonym,pritamdeka/S-BioBERT-snli-multinli-stsb,0.7
Heterochyta infesta,Heterobathra infesta,0.6225,not synonym,pritamdeka/S-BioBERT-snli-multinli-stsb,0.7
Catoryctis leucomerata,Phthonerodes leucomerata,0.5186,not synonym,pritamdeka/S-BioBERT-snli-multinli-stsb,0.7
Catoryctis sciastis,Xylorycta sciastis,0.5679,not synonym,pritamdeka/S-BioBERT-snli-multinli-stsb,0.7
Catoryctis subnexella,Oecophora subnexella,0.494,not synonym,pritamdeka/S-BioBERT-snli-multinli-stsb,0.7
Catoryctis subparallela,Oecophora fissulella,0.2864,not synonym,pritamdeka/S-BioBERT-snli-multinli-stsb,0.7
Catoryctis subparallela,Oecophora nexella,0.2072,not synonym,pritamdeka/S-BioBERT-snli-multinli-stsb,0.7
Catoryctis subparallela,Oecophora subparallela,0.448,not synonym,pritamdeka/S-BioBERT-snli-multinli-stsb,0.7
Brachybelistis blackburnii,Cryptophaga blackburnii,0.5562,not synonym,pritamdeka/S-BioBERT-snli-multinli-stsb,0.7
Brachybelistis pentachroa,Xylorycta pentachroa,0.769,synonym,pritamdeka/S-BioBERT-snli-multinli-stsb,0.7
Telecrates desmochrysa,Telecrates nigricansella,0.5537,not synonym,pritamdeka/S-BioBERT-snli-multinli-stsb,0.7
Telecrates laetiorella,Oecophora laetiorella,0.4793,not synonym,pritamdeka/S-BioBERT-snli-multinli-stsb,0.7
Telecrates melanochrysa,Xylorycta melanochrysa,0.4475,not synonym,pritamdeka/S-BioBERT-snli-multinli-stsb,0.7
Gomphoscopa catoryctopsis,Pachycera catoryctopsis,0.6366,not synonym,pritamdeka/S-BioBERT-snli-multinli-stsb,0.7
Thymiatris allocrossa,Lichenaula allocrossa,0.552,not synonym,pritamdeka/S-BioBERT-snli-multinli-stsb,0.7
Thymiatris cephalochra,Xylorycta cephalochra,0.5454,not synonym,pritamdeka/S-BioBERT-snli-multinli-stsb,0.7
Leptobelistis isthmodes,Oegoconia isthmodes,0.4289,not synonym,pritamdeka/S-BioBERT-snli-multinli-stsb,0.7
Plectophila acrochroa,Xylorycta acrochroa,0.7093,synonym,pritamdeka/S-BioBERT-snli-multinli-stsb,0.7
Plectophila discalis,Acontia discalis,0.454,not synonym,pritamdeka/S-BioBERT-snli-multinli-stsb,0.7
Plectophila discalis,Lichenaula inscripta,0.3464,not synonym,pritamdeka/S-BioBERT-snli-multinli-stsb,0.7
Plectophila discalis,Lichenaula ombralota,0.3486,not synonym,pritamdeka/S-BioBERT-snli-multinli-stsb,0.7
Plectophila discalis,Lichenaula oxygona,0.3591,not synonym,pritamdeka/S-BioBERT-snli-multinli-stsb,0.7
Plectophila electella,Oecophora electella,0.6774,not synonym,pritamdeka/S-BioBERT-snli-multinli-stsb,0.7
Plectophila eucrines,Lichenaula eucrines,0.577,not synonym,pritamdeka/S-BioBERT-snli-multinli-stsb,0.7
Plectophila micradelpha,Lichenaula micradelpha,0.6487,not synonym,pritamdeka/S-BioBERT-snli-multinli-stsb,0.7
Plectophila pyrgodes,Plectophila ascripta,0.6253,not synonym,pritamdeka/S-BioBERT-snli-multinli-stsb,0.7
Plectophila thiophanes,Xylorycta thiophanes,0.6429,not synonym,pritamdeka/S-BioBERT-snli-multinli-stsb,0.7
Potniarcha hierastis,Cryptophaga hierastis,0.3669,not synonym,pritamdeka/S-BioBERT-snli-multinli-stsb,0.7
Zaphanaula hemileuca,Antiopala moderata,0.299,not synonym,pritamdeka/S-BioBERT-snli-multinli-stsb,0.7
Zaphanaula hemileuca,Oecophora hemileuca,0.598,not synonym,pritamdeka/S-BioBERT-snli-multinli-stsb,0.7
Zaphanaula hemileuca,Peltophora leucoplaca,0.4554,not synonym,pritamdeka/S-BioBERT-snli-multinli-stsb,0.7
Zaphanaula hemileuca,Zaphanaula diffusa,0.6852,not synonym,pritamdeka/S-BioBERT-snli-multinli-stsb,0.7
Zaphanaula hemileuca,Zaphanaula xenophila,0.7035,synonym,pritamdeka/S-BioBERT-snli-multinli-stsb,0.7
Cophomantella aphanozona,Cophomantis aphanozona,0.841,synonym,pritamdeka/S-BioBERT-snli-multinli-stsb,0.7
Cophomantella artonoma,Cophomantis artonoma,0.8302,synonym,pritamdeka/S-BioBERT-snli-multinli-stsb,0.7
Cophomantella bifrenata,Onebala bifrenata,0.6378,not synonym,pritamdeka/S-BioBERT-snli-multinli-stsb,0.7
Cophomantella bythota,Onebala bythota,0.4403,not synonym,pritamdeka/S-BioBERT-snli-multinli-stsb,0.7
Cophomantella crypsizyga,Onebala crypsizyga,0.6146,not synonym,pritamdeka/S-BioBERT-snli-multinli-stsb,0.7
Cophomantella cubiculata,Onebala cubiculata,0.6897,not synonym,pritamdeka/S-BioBERT-snli-multinli-stsb,0.7
Cophomantella cyclopodes,Onebala cyclopodes,0.612,not synonym,pritamdeka/S-BioBERT-snli-multinli-stsb,0.7
Cophomantella elaphopis,Onebala elaphopis,0.5158,not synonym,pritamdeka/S-BioBERT-snli-multinli-stsb,0.7
Cophomantella ephanozona,Cophomantis ephanozona,0.7439,synonym,pritamdeka/S-BioBERT-snli-multinli-stsb,0.7
Cophomantella eremota,Onebala eremota,0.4607,not synonym,pritamdeka/S-BioBERT-snli-multinli-stsb,0.7
Cophomantella furnaria,Lecithocera furnaria,0.7308,synonym,pritamdeka/S-BioBERT-snli-multinli-stsb,0.7
Cophomantella homogramma,Onebala homogramma,0.5269,not synonym,pritamdeka/S-BioBERT-snli-multinli-stsb,0.7
Cophomantella lychnocentra,Styloceros lychnocentra,0.7291,synonym,pritamdeka/S-BioBERT-snli-multinli-stsb,0.7
Cophomantella myadelpha,Onebala myadelpha,0.4527,not synonym,pritamdeka/S-BioBERT-snli-multinli-stsb,0.7
Cophomantella osphrantica,Cophomantis osphrantica,0.8154,synonym,pritamdeka/S-BioBERT-snli-multinli-stsb,0.7
Cophomantella pumicata,Cophomantis pumicata,0.8236,synonym,pritamdeka/S-BioBERT-snli-multinli-stsb,0.7
Cophomantella syngonarcha,Cophomantis syngonarcha,0.7717,synonym,pritamdeka/S-BioBERT-snli-multinli-stsb,0.7
Hylypnes isosticha,Odites isosticha,0.607,not synonym,pritamdeka/S-BioBERT-snli-multinli-stsb,0.7
Hylypnes leptosticta,Cryptolechia leptosticta,0.6212,not synonym,pritamdeka/S-BioBERT-snli-multinli-stsb,0.7
Hylypnes pudica,Odites pudica,0.6963,not synonym,pritamdeka/S-BioBERT-snli-multinli-stsb,0.7
Eupetochira xystopala,Nephantis xystopala,0.543,not synonym,pritamdeka/S-BioBERT-snli-multinli-stsb,0.7
Xylomimetes trachyptera,Pilostibes trachyptera,0.8065,synonym,pritamdeka/S-BioBERT-snli-multinli-stsb,0.7
Arignota stercorata,Xylorycta stercorata,0.6302,not synonym,pritamdeka/S-BioBERT-snli-multinli-stsb,0.7
Zauclophora metaphaeella,Safra metaphaeella,0.4876,not synonym,pritamdeka/S-BioBERT-snli-multinli-stsb,0.7
Zauclophora muscerdella,Cryptolechia muscerdella,0.4776,not synonym,pritamdeka/S-BioBERT-snli-multinli-stsb,0.7
Zauclophora pelodes,Xylorycta cirrhodes,0.3279,not synonym,pritamdeka/S-BioBERT-snli-multinli-stsb,0.7
Zauclophora procellosa,Clerarcha procellosa,0.561,not synonym,pritamdeka/S-BioBERT-snli-multinli-stsb,0.7
Scieropepla orthosema,Procometis orthosema,0.5886,not synonym,pritamdeka/S-BioBERT-snli-multinli-stsb,0.7
Scieropepla reversella,Cryptolechia abrosella,0.3505,not synonym,pritamdeka/S-BioBERT-snli-multinli-stsb,0.7
Scieropepla reversella,Cryptolechia reversella,0.4679,not synonym,pritamdeka/S-BioBERT-snli-multinli-stsb,0.7
Scieropepla serica,Tanyzancla serica,0.5683,not synonym,pritamdeka/S-BioBERT-snli-multinli-stsb,0.7
Scieropepla serina,Procometis trispora,0.3394,not synonym,pritamdeka/S-BioBERT-snli-multinli-stsb,0.7
Scieropepla typhicola,Scieropepla typicola,0.9329,synonym,pritamdeka/S-BioBERT-snli-multinli-stsb,0.7
Pilostibes basivitta,Marisba basivitta,0.6112,not synonym,pritamdeka/S-BioBERT-snli-multinli-stsb,0.7
Pilostibes basivitta,Pilostibes enchidias,0.5422,not synonym,pritamdeka/S-BioBERT-snli-multinli-stsb,0.7
Thysiarcha ecclesiastis,Cryptophasa ecclesiastis,0.5753,not synonym,pritamdeka/S-BioBERT-snli-multinli-stsb,0.7
Paralypusa chinensis,Pseudatemelia chinensis,0.7049,synonym,pritamdeka/S-BioBERT-snli-multinli-stsb,0.7
Diurnea fagella,Chimabacche fagella,0.5095,not synonym,pritamdeka/S-BioBERT-snli-multinli-stsb,0.7
Diurnea fagella,Chimabacche nolckenella,0.3048,not synonym,pritamdeka/S-BioBERT-snli-multinli-stsb,0.7
Diurnea fagella,Diurnea dormoyella,0.4412,not synonym,pritamdeka/S-BioBERT-snli-multinli-stsb,0.7
Diurnea fagella,Diurnea nolckenella,0.58,not synonym,pritamdeka/S-BioBERT-snli-multinli-stsb,0.7
Diurnea fagella,Tinea fagella,0.4963,not synonym,pritamdeka/S-BioBERT-snli-multinli-stsb,0.7
Diurnea fumida,Dasystoma fumida,0.6481,not synonym,pritamdeka/S-BioBERT-snli-multinli-stsb,0.7
Diurnea fumida,Sciaphila fumida,0.5239,not synonym,pritamdeka/S-BioBERT-snli-multinli-stsb,0.7
Diurnea lipsiella,Chimabacche phryganella,0.2267,not synonym,pritamdeka/S-BioBERT-snli-multinli-stsb,0.7
Diurnea lipsiella,Diurnea lipsiella,1.0,synonym,pritamdeka/S-BioBERT-snli-multinli-stsb,0.7
Diurnea lipsiella,Diurnea novembris,0.4341,not synonym,pritamdeka/S-BioBERT-snli-multinli-stsb,0.7
Diurnea lipsiella,Diurnea phryganella,0.5144,not synonym,pritamdeka/S-BioBERT-snli-multinli-stsb,0.7
Diurnea lipsiella,Lemmatophila phryganella,0.3037,not synonym,pritamdeka/S-BioBERT-snli-multinli-stsb,0.7
Dasystoma kurentzovi,Cheimophila kurentzovi,0.5981,not synonym,pritamdeka/S-BioBERT-snli-multinli-stsb,0.7
Dasystoma salicella,Cheimophila salicella,0.5336,not synonym,pritamdeka/S-BioBERT-snli-multinli-stsb,0.7
Dasystoma salicella,Hercyna rufocrinitalis,0.262,not synonym,pritamdeka/S-BioBERT-snli-multinli-stsb,0.7
Dasystoma salicella,Lemmatophila salicella,0.5218,not synonym,pritamdeka/S-BioBERT-snli-multinli-stsb,0.7
Agnoea aeneella,Borkhausenia aeneella,0.4372,not synonym,pritamdeka/S-BioBERT-snli-multinli-stsb,0.7
Agnoea colurnella,Borkhausenia colurnella,0.3655,not synonym,pritamdeka/S-BioBERT-snli-multinli-stsb,0.7
Agnoea colurnella,Borkhausenia pulverosella,0.2496,not synonym,pritamdeka/S-BioBERT-snli-multinli-stsb,0.7
Agnoea colurnella,Pseudatemelia colurnella,0.6398,not synonym,pritamdeka/S-BioBERT-snli-multinli-stsb,0.7
Agnoea detrimentella,Borkhausenia detrimentella,0.4854,not synonym,pritamdeka/S-BioBERT-snli-multinli-stsb,0.7
Agnoea detrimentella,Pseudatemelia detrimentella,0.7151,synonym,pritamdeka/S-BioBERT-snli-multinli-stsb,0.7
Agnoea elsae,Borkhausenia elsae,0.3511,not synonym,pritamdeka/S-BioBERT-snli-multinli-stsb,0.7
Agnoea elsae,Pseudatemelia elsae,0.6419,not synonym,pritamdeka/S-BioBERT-snli-multinli-stsb,0.7
Agnoea filiella,Borkhausenia filiella,0.3926,not synonym,pritamdeka/S-BioBERT-snli-multinli-stsb,0.7
Agnoea filiella,Pseudatemelia filiella,0.6336,not synonym,pritamdeka/S-BioBERT-snli-multinli-stsb,0.7
Agnoea flavifrontella,Borkhausenia flavifrontella,0.4898,not synonym,pritamdeka/S-BioBERT-snli-multinli-stsb,0.7
Agnoea flavifrontella,Pseudatemelia flavifrontella,0.7322,synonym,pritamdeka/S-BioBERT-snli-multinli-stsb,0.7
Agnoea flavifrontella,Tubuliferola flavifrontella,0.5682,not synonym,pritamdeka/S-BioBERT-snli-multinli-stsb,0.7
Agnoea fuscifrontella,Agnoea evanescens,0.6634,not synonym,pritamdeka/S-BioBERT-snli-multinli-stsb,0.7
Agnoea fuscifrontella,Blastobasis evanescens,0.1504,not synonym,pritamdeka/S-BioBERT-snli-multinli-stsb,0.7
Agnoea fuscifrontella,Borkhausenia fuscifrontella,0.4338,not synonym,pritamdeka/S-BioBERT-snli-multinli-stsb,0.7
Agnoea fuscifrontella,Pseudatemelia fuscifrontella,0.7108,synonym,pritamdeka/S-BioBERT-snli-multinli-stsb,0.7
Agnoea josephinae,Pseudatemelia josephinae,0.7627,synonym,pritamdeka/S-BioBERT-snli-multinli-stsb,0.7
Agnoea langohri,Pseudatemelia langohri,0.6868,not synonym,pritamdeka/S-BioBERT-snli-multinli-stsb,0.7
Agnoea latipennella,Pseudatemelia latipennella,0.7534,synonym,pritamdeka/S-BioBERT-snli-multinli-stsb,0.7
Agnoea lavandulae,Borkhausenia ardosiella,0.195,not synonym,pritamdeka/S-BioBERT-snli-multinli-stsb,0.7
Agnoea lavandulae,Borkhausenia lavandulae,0.4459,not synonym,pritamdeka/S-BioBERT-snli-multinli-stsb,0.7
Agnoea lavandulae,Borkhausenia pulverisquamis,0.2216,not synonym,pritamdeka/S-BioBERT-snli-multinli-stsb,0.7
Agnoea lavandulae,Oecophora ardosiella,0.2698,not synonym,pritamdeka/S-BioBERT-snli-multinli-stsb,0.7
Agnoea lavandulae,Pseudatemelia lavandulae,0.6522,not synonym,pritamdeka/S-BioBERT-snli-multinli-stsb,0.7
Agnoea pallidella,Borkhausenia pallidella,0.5675,not synonym,pritamdeka/S-BioBERT-snli-multinli-stsb,0.7
Agnoea pallidella,Pseudatemelia pallidella,0.7894,synonym,pritamdeka/S-BioBERT-snli-multinli-stsb,0.7
Agnoea semifuscata,Pseudatemelia semifuscata,0.7093,synonym,pritamdeka/S-BioBERT-snli-multinli-stsb,0.7
Agnoea subgilvida,Pseudatemelia subgilvida,0.6609,not synonym,pritamdeka/S-BioBERT-snli-multinli-stsb,0.7
Agnoea subgilvida,Tubuliferola subgilvida,0.4965,not synonym,pritamdeka/S-BioBERT-snli-multinli-stsb,0.7
Agnoea subochreella,Agnoea panzerella,0.6709,not synonym,pritamdeka/S-BioBERT-snli-multinli-stsb,0.7
Agnoea subochreella,Pseudatemelia panzerella,0.3347,not synonym,pritamdeka/S-BioBERT-snli-multinli-stsb,0.7
Agnoea subochreella,Pseudatemelia subochreella,0.6787,not synonym,pritamdeka/S-BioBERT-snli-multinli-stsb,0.7
Agnoea subochreella,Tubuliferola subochreella,0.4441,not synonym,pritamdeka/S-BioBERT-snli-multinli-stsb,0.7
Agnoea synchrozella,Pseudatemelia synchrozella,0.5767,not synonym,pritamdeka/S-BioBERT-snli-multinli-stsb,0.7
Agnoea xanthosoma,Pseudatemelia xanthosoma,0.7982,synonym,pritamdeka/S-BioBERT-snli-multinli-stsb,0.7
Atosia doenia,Parasa doenia,0.6251,not synonym,pritamdeka/S-BioBERT-snli-multinli-stsb,0.7
Eukarschia mitis,Gephyrophora mitis,0.6482,not synonym,pritamdeka/S-BioBERT-snli-multinli-stsb,0.7
Euphlyctina phaeopasta,Araeogyia phaeopasta,0.8672,synonym,pritamdeka/S-BioBERT-snli-multinli-stsb,0.7
Lithacodes fasciola,Limacodes fasciola,0.7815,synonym,pritamdeka/S-BioBERT-snli-multinli-stsb,0.7
Lithacodes fasciola,Lithacodes belfragei,0.5829,not synonym,pritamdeka/S-BioBERT-snli-multinli-stsb,0.7
Lithacodes fasciola,Lithacodes divergens,0.5363,not synonym,pritamdeka/S-BioBERT-snli-multinli-stsb,0.7
Lithacodes fasciola,Lithacodes laticlavia,0.574,not synonym,pritamdeka/S-BioBERT-snli-multinli-stsb,0.7
Lithacodes fiskeana,Tortricidia fiskeana,0.6281,not synonym,pritamdeka/S-BioBERT-snli-multinli-stsb,0.7
Parapluda incincta,Apluda incincta,0.7315,synonym,pritamdeka/S-BioBERT-snli-multinli-stsb,0.7
Parapluda incincta,Apluda schaliphlebia,0.5175,not synonym,pritamdeka/S-BioBERT-snli-multinli-stsb,0.7
Parapluda incincta,Parapluda schaliphlebia,0.7652,synonym,pritamdeka/S-BioBERT-snli-multinli-stsb,0.7
Parapluda invitabilis,Apluda similis,0.3292,not synonym,pritamdeka/S-BioBERT-snli-multinli-stsb,0.7
Parapluda invitabilis,Heterogenea invitabilis,0.4586,not synonym,pritamdeka/S-BioBERT-snli-multinli-stsb,0.7
Parapluda invitabilis,Parapluda similis,0.6175,not synonym,pritamdeka/S-BioBERT-snli-multinli-stsb,0.7
Parapluda monogramma,Apluda monogramma,0.8151,synonym,pritamdeka/S-BioBERT-snli-multinli-stsb,0.7
Parapluda syngrapha,Apluda syngrapha,0.7467,synonym,pritamdeka/S-BioBERT-snli-multinli-stsb,0.7
Euclea aemilia,Bombyx aemilia,0.432,not synonym,pritamdeka/S-BioBERT-snli-multinli-stsb,0.7
Euclea aemilia,Euclea discolor,0.5905,not synonym,pritamdeka/S-BioBERT-snli-multinli-stsb,0.7
Euclea bidiscalis,Miresa doriens,0.2646,not synonym,pritamdeka/S-BioBERT-snli-multinli-stsb,0.7
Euclea byrne,Metraga byrne,0.4681,not synonym,pritamdeka/S-BioBERT-snli-multinli-stsb,0.7
Euclea cippus,Bombyx cippus,0.6193,not synonym,pritamdeka/S-BioBERT-snli-multinli-stsb,0.7
Euclea cippus,Phalaena cippus,0.7932,synonym,pritamdeka/S-BioBERT-snli-multinli-stsb,0.7
Euclea copac,Neomiresa copac,0.4706,not synonym,pritamdeka/S-BioBERT-snli-multinli-stsb,0.7
Euclea delphinii,Empretia paenulata,0.3212,not synonym,pritamdeka/S-BioBERT-snli-multinli-stsb,0.7
Euclea delphinii,Euclea bifida,0.3072,not synonym,pritamdeka/S-BioBERT-snli-multinli-stsb,0.7
Euclea delphinii,Euclea elliotii,0.7084,synonym,pritamdeka/S-BioBERT-snli-multinli-stsb,0.7
Euclea delphinii,Euclea ferruginea,0.4798,not synonym,pritamdeka/S-BioBERT-snli-multinli-stsb,0.7
Euclea delphinii,Euclea interjecta,0.6241,not synonym,pritamdeka/S-BioBERT-snli-multinli-stsb,0.7
Euclea delphinii,Euclea mira,0.5841,not synonym,pritamdeka/S-BioBERT-snli-multinli-stsb,0.7
Euclea delphinii,Euclea monitor,0.4018,not synonym,pritamdeka/S-BioBERT-snli-multinli-stsb,0.7
Euclea delphinii,Euclea strigata,0.5351,not synonym,pritamdeka/S-BioBERT-snli-multinli-stsb,0.7
Euclea delphinii,Euclea viridiclava,0.584,not synonym,pritamdeka/S-BioBERT-snli-multinli-stsb,0.7
Euclea delphinii,Limacodes argentata,0.2494,not synonym,pritamdeka/S-BioBERT-snli-multinli-stsb,0.7
Euclea delphinii,Limacodes delphinii,0.6273,not synonym,pritamdeka/S-BioBERT-snli-multinli-stsb,0.7
Euclea delphinii,Limacodes querceti,0.2192,not synonym,pritamdeka/S-BioBERT-snli-multinli-stsb,0.7
Euclea delphinii,Limacodes quercicola,0.2134,not synonym,pritamdeka/S-BioBERT-snli-multinli-stsb,0.7
Euclea delphinii,Nochelia tardigrada,0.2663,not synonym,pritamdeka/S-BioBERT-snli-multinli-stsb,0.7
Euclea delphinii,Nyssia varia,0.297,not synonym,pritamdeka/S-BioBERT-snli-multinli-stsb,0.7
Euclea delphinii,Parasa excisa,0.2202,not synonym,pritamdeka/S-BioBERT-snli-multinli-stsb,0.7
Euclea delphinii,Parasa incisa,0.1766,not synonym,pritamdeka/S-BioBERT-snli-multinli-stsb,0.7
Euclea delphinii,Sibine varia,0.3,not synonym,pritamdeka/S-BioBERT-snli-multinli-stsb,0.7
Euclea determinata,Metraga costilinea,0.2735,not synonym,pritamdeka/S-BioBERT-snli-multinli-stsb,0.7
Euclea dicolon,Phalaena dicolon,0.6964,not synonym,pritamdeka/S-BioBERT-snli-multinli-stsb,0.7
Euclea diversa,Euclea retroversa,0.591,not synonym,pritamdeka/S-BioBERT-snli-multinli-stsb,0.7
Euclea diversa,Semyra diversa,0.6179,not synonym,pritamdeka/S-BioBERT-snli-multinli-stsb,0.7
Euclea diversa,Teinorhyncha vericrux,0.3121,not synonym,pritamdeka/S-BioBERT-snli-multinli-stsb,0.7
Euclea dolosa,Hydrias dolosa,0.6549,not synonym,pritamdeka/S-BioBERT-snli-multinli-stsb,0.7
Euclea norba,Sibine norba,0.5512,not synonym,pritamdeka/S-BioBERT-snli-multinli-stsb,0.7
Euclea plugma,Euclea chiriquensis,0.4593,not synonym,pritamdeka/S-BioBERT-snli-multinli-stsb,0.7
Euclea plugma,Euclea zygia,0.488,not synonym,pritamdeka/S-BioBERT-snli-multinli-stsb,0.7
Euclea plugma,Metraga colle,0.2538,not synonym,pritamdeka/S-BioBERT-snli-multinli-stsb,0.7
