species,oldSpeciesCanonicalName,similarity,prediction,model,threshold
Thorictodes heydeni,Thaumaphrastus heydeni,0.716,synonym,pritamdeka/S-BioBERT-snli-multinli-stsb,0.7
Thorictodes heydeni,Thorictodes karanisensis,0.5966,not synonym,pritamdeka/S-BioBERT-snli-multinli-stsb,0.7
Megatoma alpina,Globicornis alpina,0.5975,not synonym,pritamdeka/S-BioBERT-snli-multinli-stsb,0.7
Heterocerus crinitus,Augyles crinitus,0.6499,not synonym,pritamdeka/S-BioBERT-snli-multinli-stsb,0.7
Heterocerus fenestratus,Heterocerus pulchellus,0.6613,not synonym,pritamdeka/S-BioBERT-snli-multinli-stsb,0.7
Heterocerus flindersi,Heterocerus caledoniae,0.4665,not synonym,pritamdeka/S-BioBERT-snli-multinli-stsb,0.7
Heterocerus maritimus,Augyles britannicus,0.3057,not synonym,pritamdeka/S-BioBERT-snli-multinli-stsb,0.7
Heterocerus maritimus,Heterocerus basalis,0.4993,not synonym,pritamdeka/S-BioBERT-snli-multinli-stsb,0.7
Heterocerus maritimus,Heterocerus britannicus,0.4799,not synonym,pritamdeka/S-BioBERT-snli-multinli-stsb,0.7
Heterocerus maritimus,Heterocerus burchanensis,0.5048,not synonym,pritamdeka/S-BioBERT-snli-multinli-stsb,0.7
Augyles aureolus,Heterocerus aureolus,0.7437,synonym,pritamdeka/S-BioBERT-snli-multinli-stsb,0.7
Pastillodes areolatus,Cybocephalus areolatus,0.2643,not synonym,pritamdeka/S-BioBERT-snli-multinli-stsb,0.7
Cybocephalus binotatus,Cybocephalus aeneonittens,0.6336,not synonym,pritamdeka/S-BioBERT-snli-multinli-stsb,0.7
Cybocephalus membranaceus,Dissia membranaceus,0.5865,not synonym,pritamdeka/S-BioBERT-snli-multinli-stsb,0.7
Cybocephalus politissimus,Cybocephalus flavicapitus,0.6791,not synonym,pritamdeka/S-BioBERT-snli-multinli-stsb,0.7
Cybocephalus politissimus,Cybocephalus flavocapitis,0.6597,not synonym,pritamdeka/S-BioBERT-snli-multinli-stsb,0.7
Cybocephalus amplus,Dissia ampla,0.2618,not synonym,pritamdeka/S-BioBERT-snli-multinli-stsb,0.7
Cybocephalus sublucidus,Brachypterus sublucidus,0.6473,not synonym,pritamdeka/S-BioBERT-snli-multinli-stsb,0.7
Pacicephalus gressitti,Cybocephalus gressitti,0.7602,synonym,pritamdeka/S-BioBERT-snli-multinli-stsb,0.7
Amedissia argentinus,Pycnocephalus argentinus,0.6073,not synonym,pritamdeka/S-BioBERT-snli-multinli-stsb,0.7
Theticephalus aurocupreus,Cybocephalus aurocupreus,0.8627,synonym,pritamdeka/S-BioBERT-snli-multinli-stsb,0.7
Theticephalus decamerus,Cybocephalus decamerus,0.7412,synonym,pritamdeka/S-BioBERT-snli-multinli-stsb,0.7
Theticephalus mesopotamicus,Cybocephalus mesopatamicus,0.6095,not synonym,pritamdeka/S-BioBERT-snli-multinli-stsb,0.7
Theticephalus mesopotamicus,Cybocephalus mesopotamicus,0.7088,synonym,pritamdeka/S-BioBERT-snli-multinli-stsb,0.7
Theticephalus mesopotamicus,Theticephalus mesopatamicus,0.7145,synonym,pritamdeka/S-BioBERT-snli-multinli-stsb,0.7
Theticephalus nigriceps,Dissia nigriceps,0.7365,synonym,pritamdeka/S-BioBERT-snli-multinli-stsb,0.7
Theticephalus salsus,Cybocephalus salsus,0.7428,synonym,pritamdeka/S-BioBERT-snli-multinli-stsb,0.7
Cycloderma deplanatum,Critoderma deplanatum,0.8826,synonym,pritamdeka/S-BioBERT-snli-multinli-stsb,0.7
Micromalthus debilis,Micromalthus anansi,0.6136,not synonym,pritamdeka/S-BioBERT-snli-multinli-stsb,0.7
Eurymeloe baudueri,Meloe baudueri,0.862,synonym,pritamdeka/S-BioBERT-snli-multinli-stsb,0.7
Eurymeloe ganglbaueri,Meloe ganglbaueri,0.8671,synonym,pritamdeka/S-BioBERT-snli-multinli-stsb,0.7
Eurymeloe mediterraneus,Meloe mediterraneus,0.8878,synonym,pritamdeka/S-BioBERT-snli-multinli-stsb,0.7
Eurymeloe murinus,Meloe murinus,0.9156,synonym,pritamdeka/S-BioBERT-snli-multinli-stsb,0.7
Eurymeloe scabriusculus,Meloe scabriusculus,0.8892,synonym,pritamdeka/S-BioBERT-snli-multinli-stsb,0.7
Palaestra guerini,Telephorus guerinii,0.4795,not synonym,pritamdeka/S-BioBERT-snli-multinli-stsb,0.7
Palaestra guerini,Zonitis guerini,0.3996,not synonym,pritamdeka/S-BioBERT-snli-multinli-stsb,0.7
Hycleus polymorphus,Mylabris polymorpha,0.5983,not synonym,pritamdeka/S-BioBERT-snli-multinli-stsb,0.7
Hycleus phaleratus,Meloe phalerata,0.5253,not synonym,pritamdeka/S-BioBERT-snli-multinli-stsb,0.7
Hycleus phaleratus,Mylabris phalerata,0.6719,not synonym,pritamdeka/S-BioBERT-snli-multinli-stsb,0.7
Hycleus brevetarsalis,Mylabris brevetarsalis,0.7603,synonym,pritamdeka/S-BioBERT-snli-multinli-stsb,0.7
Cantharis lithophilus,Lytta lithophila,0.732,synonym,pritamdeka/S-BioBERT-snli-multinli-stsb,0.7
Zonitis chrysomeloides,Cantharis chrysomeloides,0.5025,not synonym,pritamdeka/S-BioBERT-snli-multinli-stsb,0.7
Zonitis melanoptera,Zonitis nigripennis,0.5411,not synonym,pritamdeka/S-BioBERT-snli-multinli-stsb,0.7
Cerocoma schaefferi,Cerocoma viridis,0.7877,synonym,pritamdeka/S-BioBERT-snli-multinli-stsb,0.7
Meloe brevicollis,Meloe cephalotes,0.6195,not synonym,pritamdeka/S-BioBERT-snli-multinli-stsb,0.7
Meloe brevicollis,Meloe laticollis,0.6306,not synonym,pritamdeka/S-BioBERT-snli-multinli-stsb,0.7
Meloe brevicollis,Meloe puncticollis,0.5679,not synonym,pritamdeka/S-BioBERT-snli-multinli-stsb,0.7
Meloe brevicollis,Meloe splendens,0.5801,not synonym,pritamdeka/S-BioBERT-snli-multinli-stsb,0.7
Meloe cicatricosus,Meloe cicatricosus,1.0,synonym,pritamdeka/S-BioBERT-snli-multinli-stsb,0.7
Meloe cicatricosus,Meloe punctatoradiatus,0.6004,not synonym,pritamdeka/S-BioBERT-snli-multinli-stsb,0.7
Meloe rugosus,Meloe autumnalis,0.5617,not synonym,pritamdeka/S-BioBERT-snli-multinli-stsb,0.7
Meloe rugosus,Meloe punctatus,0.6817,not synonym,pritamdeka/S-BioBERT-snli-multinli-stsb,0.7
Meloe rugosus,Meloe rugulosus,0.9581,synonym,pritamdeka/S-BioBERT-snli-multinli-stsb,0.7
Strongylites stygius,Strongulites stygicus,0.8574,synonym,pritamdeka/S-BioBERT-snli-multinli-stsb,0.7
Trachypachus gibbsii,Trachypachus alticola,0.5656,not synonym,pritamdeka/S-BioBERT-snli-multinli-stsb,0.7
Trachypachus gibbsii,Trachypachus californicus,0.5386,not synonym,pritamdeka/S-BioBERT-snli-multinli-stsb,0.7
Trachypachus inermis,Trachypachus holmbergi,0.5893,not synonym,pritamdeka/S-BioBERT-snli-multinli-stsb,0.7
Trachypachus inermis,Trachypachus oregonus,0.5811,not synonym,pritamdeka/S-BioBERT-snli-multinli-stsb,0.7
Trachypachus inermis,Trachypachus specularis,0.7131,synonym,pritamdeka/S-BioBERT-snli-multinli-stsb,0.7
Trachypachus zetterstedtii,Trachypachus laticollis,0.6453,not synonym,pritamdeka/S-BioBERT-snli-multinli-stsb,0.7
Trachypachus zetterstedtii,Trachypachus transversicollis,0.4677,not synonym,pritamdeka/S-BioBERT-snli-multinli-stsb,0.7
Systolosoma breve,Notioxenus bilunulatus,0.3769,not synonym,pritamdeka/S-BioBERT-snli-multinli-stsb,0.7
Systolosoma breve,Systolosoma bilunulatum,0.7682,synonym,pritamdeka/S-BioBERT-snli-multinli-stsb,0.7
Necronectulus avus,Necronetulus avus,0.9274,synonym,pritamdeka/S-BioBERT-snli-multinli-stsb,0.7
Ademosynoides asiatica,Petrodromeus asiaticus,0.5596,not synonym,pritamdeka/S-BioBERT-snli-multinli-stsb,0.7
Ademosynoides chinatica,Toksunius chinaticus,0.5454,not synonym,pritamdeka/S-BioBERT-snli-multinli-stsb,0.7
Ademosynoides juxta,Dzeregia juxta,0.439,not synonym,pritamdeka/S-BioBERT-snli-multinli-stsb,0.7
Gyrinites minimus,Phaulogyrinus minimus,0.725,synonym,pritamdeka/S-BioBERT-snli-multinli-stsb,0.7
Epicerastes exstans,Epicerastes extans,0.9411,synonym,pritamdeka/S-BioBERT-snli-multinli-stsb,0.7
Epicerastes viridescens,Epicerastes viridanus,0.8629,synonym,pritamdeka/S-BioBERT-snli-multinli-stsb,0.7
Protaedus butoniensis,Protaedus butoniense,0.9303,synonym,pritamdeka/S-BioBERT-snli-multinli-stsb,0.7
Protaedus frontaltus,Protaedus fontaltus,0.6965,not synonym,pritamdeka/S-BioBERT-snli-multinli-stsb,0.7
Protaedus matertera,Protaedus materta,0.776,synonym,pritamdeka/S-BioBERT-snli-multinli-stsb,0.7
Protaedus robusticornis,Protaedus robusticorne,0.9775,synonym,pritamdeka/S-BioBERT-snli-multinli-stsb,0.7
Bothrus taiwanus,Physopterus taiwanus,0.6845,not synonym,pritamdeka/S-BioBERT-snli-multinli-stsb,0.7
Hucus numatus,Hucus numatus,1.0,synonym,pritamdeka/S-BioBERT-snli-multinli-stsb,0.7
Exillis aeruginosus,Exillis aeroginosus,0.6592,not synonym,pritamdeka/S-BioBERT-snli-multinli-stsb,0.7
Dolichocera harmandi,Dolichocera hermandi,0.7416,synonym,pritamdeka/S-BioBERT-snli-multinli-stsb,0.7
Dolichocera schanus,Dolichocera schanus,1.0,synonym,pritamdeka/S-BioBERT-snli-multinli-stsb,0.7
Dolichocera tessellata,Dolichocera tessellatus,0.9802,synonym,pritamdeka/S-BioBERT-snli-multinli-stsb,0.7
Tophoderes depontanus,Syntophoderes depontanus,0.8226,synonym,pritamdeka/S-BioBERT-snli-multinli-stsb,0.7
Tophoderes sinuatocollis,Tophoderes sinuaticollis,0.8454,synonym,pritamdeka/S-BioBERT-snli-multinli-stsb,0.7
Anthribus moussonii,Anthribus moussoni,0.9693,synonym,pritamdeka/S-BioBERT-snli-multinli-stsb,0.7
Anthribus nebulosus,Anthribus minimus,0.4848,not synonym,pritamdeka/S-BioBERT-snli-multinli-stsb,0.7
Anthribus nebulosus,Anthribus tesselatus,0.5446,not synonym,pritamdeka/S-BioBERT-snli-multinli-stsb,0.7
Anthribus nebulosus,Anthribus variegatus,0.6438,not synonym,pritamdeka/S-BioBERT-snli-multinli-stsb,0.7
Anthribus nebulosus,Brachytarsus kusteri,0.3009,not synonym,pritamdeka/S-BioBERT-snli-multinli-stsb,0.7
Anthribus scapularis,Brachytarsus rosae,0.3038,not synonym,pritamdeka/S-BioBERT-snli-multinli-stsb,0.7
Deropygus chaerilus,Deropygus cherilus,0.8722,synonym,pritamdeka/S-BioBERT-snli-multinli-stsb,0.7
Electranthribus zherikhini,Glaesotropis zherikhini,0.79,synonym,pritamdeka/S-BioBERT-snli-multinli-stsb,0.7
Sympaector revocans,Sympaector revocanus,0.8826,synonym,pritamdeka/S-BioBERT-snli-multinli-stsb,0.7
Phytocerum cayennense,Cerophytum cayennense,0.8988,synonym,pritamdeka/S-BioBERT-snli-multinli-stsb,0.7
Idiomerus brevicornis,Necromera brevicornis,0.6885,not synonym,pritamdeka/S-BioBERT-snli-multinli-stsb,0.7
Idiomerus inflatus,Necromera inflata,0.3555,not synonym,pritamdeka/S-BioBERT-snli-multinli-stsb,0.7
Idiomerus intermedius,Necromera intermedia,0.313,not synonym,pritamdeka/S-BioBERT-snli-multinli-stsb,0.7
Idiomerus latissimus,Necromera latissima,0.5105,not synonym,pritamdeka/S-BioBERT-snli-multinli-stsb,0.7
Idiomerus longicornis,Necromera longicornis,0.6117,not synonym,pritamdeka/S-BioBERT-snli-multinli-stsb,0.7
Idiomerus musculus,Necromera muscula,0.3212,not synonym,pritamdeka/S-BioBERT-snli-multinli-stsb,0.7
Leptocnemus longus,Necromera longa,0.5188,not synonym,pritamdeka/S-BioBERT-snli-multinli-stsb,0.7
Baissophytum amplus,Baissopsis amplus,0.8752,synonym,pritamdeka/S-BioBERT-snli-multinli-stsb,0.7
Dolichocis laricinus,Ennearthron laricinum,0.5569,not synonym,pritamdeka/S-BioBERT-snli-multinli-stsb,0.7
Sulcacis bidentulus,Cis alpinus,0.3389,not synonym,pritamdeka/S-BioBERT-snli-multinli-stsb,0.7
Sulcacis curtulus,Cis criddlei,0.5719,not synonym,pritamdeka/S-BioBERT-snli-multinli-stsb,0.7
Sulcacis curtulus,Cis cylindricus,0.5941,not synonym,pritamdeka/S-BioBERT-snli-multinli-stsb,0.7
Sulcacis curtulus,Cis montana,0.4463,not synonym,pritamdeka/S-BioBERT-snli-multinli-stsb,0.7
Sulcacis curtulus,Cis sorror,0.4376,not synonym,pritamdeka/S-BioBERT-snli-multinli-stsb,0.7
Sulcacis curtulus,Sulcacis criddlei,0.8102,synonym,pritamdeka/S-BioBERT-snli-multinli-stsb,0.7
Sulcacis curtulus,Sulcacis cylindricus,0.7969,synonym,pritamdeka/S-BioBERT-snli-multinli-stsb,0.7
Sulcacis curtulus,Sulcacis montana,0.6183,not synonym,pritamdeka/S-BioBERT-snli-multinli-stsb,0.7
Sulcacis curtulus,Sulcacis niger,0.5598,not synonym,pritamdeka/S-BioBERT-snli-multinli-stsb,0.7
Sulcacis curtulus,Sulcacis sorror,0.6988,not synonym,pritamdeka/S-BioBERT-snli-multinli-stsb,0.7
Sulcacis fronticornis,Cis fronticornis,0.7564,synonym,pritamdeka/S-BioBERT-snli-multinli-stsb,0.7
Sulcacis fronticornis,Rhopalodontus fronticornis,0.6464,not synonym,pritamdeka/S-BioBERT-snli-multinli-stsb,0.7
Sulcacis nitidus,Cis nitidus,0.7443,synonym,pritamdeka/S-BioBERT-snli-multinli-stsb,0.7
Sulcacis nitidus,Ennearthron affine,0.1106,not synonym,pritamdeka/S-BioBERT-snli-multinli-stsb,0.7
Sulcacis nitidus,Ennearthron affinis,0.19,not synonym,pritamdeka/S-BioBERT-snli-multinli-stsb,0.7
Sulcacis nitidus,Entypus affinis,0.2785,not synonym,pritamdeka/S-BioBERT-snli-multinli-stsb,0.7
Sulcacis nitidus,Sulcacis affinis,0.6492,not synonym,pritamdeka/S-BioBERT-snli-multinli-stsb,0.7
Strigocis bicornis,Entypus bicornis,0.6011,not synonym,pritamdeka/S-BioBERT-snli-multinli-stsb,0.7
Strigocis bicornis,Strigocis fronticornis,0.5886,not synonym,pritamdeka/S-BioBERT-snli-multinli-stsb,0.7
Strigocis bilimeki,Cis bilimeka,0.5245,not synonym,pritamdeka/S-BioBERT-snli-multinli-stsb,0.7
Strigocis opalescens,Strigocis davisi,0.6616,not synonym,pritamdeka/S-BioBERT-snli-multinli-stsb,0.7
Strigocis opalescens,Xestocis davisi,0.3564,not synonym,pritamdeka/S-BioBERT-snli-multinli-stsb,0.7
Strigocis opalescens,Xestocis opalescens,0.6507,not synonym,pritamdeka/S-BioBERT-snli-multinli-stsb,0.7
Wagaicis wagae,Wagaicis wagai,0.9549,synonym,pritamdeka/S-BioBERT-snli-multinli-stsb,0.7
Malacocis brevicollis,Brachycis brevicollis,0.7103,synonym,pritamdeka/S-BioBERT-snli-multinli-stsb,0.7
Cis miles,Xestocis miles,0.6194,not synonym,pritamdeka/S-BioBERT-snli-multinli-stsb,0.7
Cis krausi,Cis bicolor,0.3734,not synonym,pritamdeka/S-BioBERT-snli-multinli-stsb,0.7
Cis krausi,Cis bimaculatus,0.3905,not synonym,pritamdeka/S-BioBERT-snli-multinli-stsb,0.7
Cis krausi,Cis duryi,0.5496,not synonym,pritamdeka/S-BioBERT-snli-multinli-stsb,0.7
Cis striatulus,Hadraule striatulus,0.5613,not synonym,pritamdeka/S-BioBERT-snli-multinli-stsb,0.7
Cis tetracentrum,Cis arizonae,0.4374,not synonym,pritamdeka/S-BioBERT-snli-multinli-stsb,0.7
Cis maritimus,Xestocis maritimus,0.6594,not synonym,pritamdeka/S-BioBERT-snli-multinli-stsb,0.7
Cis ephippiatus,Cis ephippium,0.9239,synonym,pritamdeka/S-BioBERT-snli-multinli-stsb,0.7
Cis ephippiatus,Cis moznettei,0.5216,not synonym,pritamdeka/S-BioBERT-snli-multinli-stsb,0.7
Cis ephippiatus,Xestocis moznettei,0.3431,not synonym,pritamdeka/S-BioBERT-snli-multinli-stsb,0.7
Cis castaneus,Cis alter,0.4388,not synonym,pritamdeka/S-BioBERT-snli-multinli-stsb,0.7
Cis castaneus,Kateretes castaneus,0.729,synonym,pritamdeka/S-BioBERT-snli-multinli-stsb,0.7
Cis tristis,Cis falli,0.5176,not synonym,pritamdeka/S-BioBERT-snli-multinli-stsb,0.7
Cis tristis,Cis setulosus,0.6238,not synonym,pritamdeka/S-BioBERT-snli-multinli-stsb,0.7
Cis festivus,Orthocis festivus,0.6966,not synonym,pritamdeka/S-BioBERT-snli-multinli-stsb,0.7
Cis levettei,Cis levellei,0.6718,not synonym,pritamdeka/S-BioBERT-snli-multinli-stsb,0.7
Cis levettei,Xestocis levettei,0.6401,not synonym,pritamdeka/S-BioBERT-snli-multinli-stsb,0.7
Cis castlei,Xestocis castlei,0.7383,synonym,pritamdeka/S-BioBERT-snli-multinli-stsb,0.7
Octotemnus laevis,Octotemnus denudatus,0.6408,not synonym,pritamdeka/S-BioBERT-snli-multinli-stsb,0.7
Hadraule elongatula,Ennearthron striata,0.3559,not synonym,pritamdeka/S-BioBERT-snli-multinli-stsb,0.7
Hadraule elongatula,Hadraule coarctata,0.6364,not synonym,pritamdeka/S-BioBERT-snli-multinli-stsb,0.7
Hadraule elongatula,Hadraule striata,0.5688,not synonym,pritamdeka/S-BioBERT-snli-multinli-stsb,0.7
Hadraule elongatula,Pityocis coarctata,0.2333,not synonym,pritamdeka/S-BioBERT-snli-multinli-stsb,0.7
Porculus dufaui,Cis dufaui,0.5551,not synonym,pritamdeka/S-BioBERT-snli-multinli-stsb,0.7
Ceracis bicornis,Ennearthron bicornis,0.7044,synonym,pritamdeka/S-BioBERT-snli-multinli-stsb,0.7
Ceracis californicus,Ceracis coloradensis,0.5579,not synonym,pritamdeka/S-BioBERT-snli-multinli-stsb,0.7
Ceracis californicus,Ceracis convergens,0.5402,not synonym,pritamdeka/S-BioBERT-snli-multinli-stsb,0.7
Ceracis californicus,Ceracis discolor,0.5838,not synonym,pritamdeka/S-BioBERT-snli-multinli-stsb,0.7
Ceracis californicus,Ceracis grossulus,0.639,not synonym,pritamdeka/S-BioBERT-snli-multinli-stsb,0.7
Ceracis californicus,Ceracis oregonus,0.4984,not synonym,pritamdeka/S-BioBERT-snli-multinli-stsb,0.7
Ceracis californicus,Ennearthron californicus,0.7569,synonym,pritamdeka/S-BioBERT-snli-multinli-stsb,0.7
Ceracis californicus,Ennearthron coloradensis,0.3589,not synonym,pritamdeka/S-BioBERT-snli-multinli-stsb,0.7
Ceracis californicus,Ennearthron convergens,0.1658,not synonym,pritamdeka/S-BioBERT-snli-multinli-stsb,0.7
Ceracis californicus,Ennearthron discolor,0.2487,not synonym,pritamdeka/S-BioBERT-snli-multinli-stsb,0.7
Ceracis californicus,Ennearthron grossulus,0.2658,not synonym,pritamdeka/S-BioBERT-snli-multinli-stsb,0.7
Ceracis californicus,Ennearthron oregonus,0.2203,not synonym,pritamdeka/S-BioBERT-snli-multinli-stsb,0.7
Ceracis castaneipennis,Ceracis ater,0.4942,not synonym,pritamdeka/S-BioBERT-snli-multinli-stsb,0.7
Ceracis castaneipennis,Ceracis rufipes,0.6595,not synonym,pritamdeka/S-BioBERT-snli-multinli-stsb,0.7
Ceracis cornifer,Ceracis cylindricus,0.5771,not synonym,pritamdeka/S-BioBERT-snli-multinli-stsb,0.7
Ceracis cornifer,Ceracis simplicicornis,0.4755,not synonym,pritamdeka/S-BioBERT-snli-multinli-stsb,0.7
Ceracis cornifer,Ennearthron corniferum,0.7296,synonym,pritamdeka/S-BioBERT-snli-multinli-stsb,0.7
Ceracis cornifer,Ennearthron cylindricum,0.464,not synonym,pritamdeka/S-BioBERT-snli-multinli-stsb,0.7
Ceracis cornifer,Ennearthron simplicicorne,0.2333,not synonym,pritamdeka/S-BioBERT-snli-multinli-stsb,0.7
Ceracis cucullatus,Ennearthron cucullatum,0.6562,not synonym,pritamdeka/S-BioBERT-snli-multinli-stsb,0.7
Ceracis curtus,Ceracis compactus,0.7843,synonym,pritamdeka/S-BioBERT-snli-multinli-stsb,0.7
Ceracis curtus,Ceracis obesus,0.4755,not synonym,pritamdeka/S-BioBERT-snli-multinli-stsb,0.7
Ceracis curtus,Cis obesus,0.4588,not synonym,pritamdeka/S-BioBERT-snli-multinli-stsb,0.7
Ceracis curtus,Ennearthron compactus,0.4055,not synonym,pritamdeka/S-BioBERT-snli-multinli-stsb,0.7
Ceracis curtus,Ennearthron curtus,0.6341,not synonym,pritamdeka/S-BioBERT-snli-multinli-stsb,0.7
Ceracis dixiensis,Octotemnus dixiensis,0.6216,not synonym,pritamdeka/S-BioBERT-snli-multinli-stsb,0.7
Ceracis furcifer,Ennearthron furcifer,0.6255,not synonym,pritamdeka/S-BioBERT-snli-multinli-stsb,0.7
Ceracis militaris,Ennearthron militaris,0.4663,not synonym,pritamdeka/S-BioBERT-snli-multinli-stsb,0.7
Ceracis minutissimus,Cis minutissimus,0.8918,synonym,pritamdeka/S-BioBERT-snli-multinli-stsb,0.7
Ceracis monocerus,Ceracis unicorne,0.5326,not synonym,pritamdeka/S-BioBERT-snli-multinli-stsb,0.7
Ceracis monocerus,Ceracis unicornis,0.5175,not synonym,pritamdeka/S-BioBERT-snli-multinli-stsb,0.7
Ceracis monocerus,Ennearthron unicorne,0.3334,not synonym,pritamdeka/S-BioBERT-snli-multinli-stsb,0.7
Ceracis monocerus,Ennearthron unicornis,0.3394,not synonym,pritamdeka/S-BioBERT-snli-multinli-stsb,0.7
Ceracis multipunctatus,Ennearthron multipunctatus,0.5475,not synonym,pritamdeka/S-BioBERT-snli-multinli-stsb,0.7
Ceracis nigricans,Ennearthron nigricans,0.7181,synonym,pritamdeka/S-BioBERT-snli-multinli-stsb,0.7
Ceracis pullulus,Ennearthron pullulus,0.5771,not synonym,pritamdeka/S-BioBERT-snli-multinli-stsb,0.7
Ceracis sallei,Ceracis sellei,0.6435,not synonym,pritamdeka/S-BioBERT-snli-multinli-stsb,0.7
Ceracis sallei,Ennearthron sallei,0.5883,not synonym,pritamdeka/S-BioBERT-snli-multinli-stsb,0.7
Ceracis singularis,Xestocis singularis,0.6305,not synonym,pritamdeka/S-BioBERT-snli-multinli-stsb,0.7
Ceracis thoracicornis,Ceracis bifoveatus,0.4236,not synonym,pritamdeka/S-BioBERT-snli-multinli-stsb,0.7
Ceracis thoracicornis,Ceracis laminifrons,0.5801,not synonym,pritamdeka/S-BioBERT-snli-multinli-stsb,0.7
Ceracis thoracicornis,Ceracis mellyi,0.4132,not synonym,pritamdeka/S-BioBERT-snli-multinli-stsb,0.7
