species,oldSpeciesCanonicalName,similarity,prediction,label,model,threshold
Sasaella ramosa,Nipponocalamus sadoensis,0.25,not synonym,not synonym,Levenshtein,0.7
Leymus racemosus,Triticum sabulosum,0.3333,not synonym,synonym,Levenshtein,0.7
Bulbostylis asperula,Scirpus asperulus,0.4,not synonym,synonym,Levenshtein,0.7
Fimbristylis vahlii,Dichostylis congesta,0.35,not synonym,synonym,Levenshtein,0.7
Schizachyrium microstachyum,Xyris aemula,0.1852,not synonym,not synonym,Levenshtein,0.7
Leptochloa mucronata,Costularia nervosa,0.25,not synonym,not synonym,Levenshtein,0.7
Sasaella sadoensis,Pleioblastus sadoensis,0.5455,not synonym,synonym,Levenshtein,0.7
Lasiacis maculata,Panicum megacarpum,0.3333,not synonym,synonym,Levenshtein,0.7
Abildgaardia triflora,Sasa hubeiensis,0.0952,not synonym,not synonym,Levenshtein,0.7
Cleistogenes serotina,Alepyrum pumilio,0.1905,not synonym,not synonym,Levenshtein,0.7
Leymus karelinii,Isolepis bulbosa,0.125,not synonym,not synonym,Levenshtein,0.7
Luzula purpureosplendens,Luzula purpurea,0.5833,not synonym,synonym,Levenshtein,0.7
Gahnia schoenoides,Abildgaardia pallescens,0.2609,not synonym,not synonym,Levenshtein,0.7
Chrysopogon aciculatus,Holcus aciculatus,0.5909,not synonym,synonym,Levenshtein,0.7
Holcus lanatus,Festuca spicata,0.2,not synonym,not synonym,Levenshtein,0.7
Syngonanthus angolensis,Xyris simulans,0.2609,not synonym,not synonym,Levenshtein,0.7
Sasaella hidaensis,Sasaella exsaniosa,0.6111,not synonym,not synonym,Levenshtein,0.7
Tillandsia polystachia,Platystachys polystachia,0.5833,not synonym,synonym,Levenshtein,0.7
Mosdenia leptostachys,Panicum novae-hollandiae,0.125,not synonym,not synonym,Levenshtein,0.7
Scleria martii,Scleria cyperinoides,0.5,not synonym,synonym,Levenshtein,0.7
Guadua trinii,Regelia tristis,0.4,not synonym,not synonym,Levenshtein,0.7
Bromelia scarlatina,Karatas scarlatina,0.5789,not synonym,synonym,Levenshtein,0.7
Oldeania alpina,Restio laxus,0.2667,not synonym,not synonym,Levenshtein,0.7
Ixophorus unisetus,Leymotrix ajanensis,0.2105,not synonym,not synonym,Levenshtein,0.7
Arundo donax,Arundo mediterranea,0.4737,not synonym,not synonym,Levenshtein,0.7
Luzula brunnea,Luzula brunnea,1.0,synonym,synonym,Levenshtein,0.7
Carex dacica,Carex anguillata,0.5,not synonym,synonym,Levenshtein,0.7
Fosterella rojasii,Lindmania rojasii,0.5,not synonym,synonym,Levenshtein,0.7
Festuca abortiva,Festuca abortiva,1.0,synonym,synonym,Levenshtein,0.7
Colanthelia rhizantha,Oplismenus foliaceus,0.1905,not synonym,not synonym,Levenshtein,0.7
Cortaderia egmontiana,Cortaderia minima,0.7143,synonym,synonym,Levenshtein,0.7
Carex phacota,Poa chinensis,0.0,not synonym,not synonym,Levenshtein,0.7
Comanthera reflexa,Leiothrix amazonica,0.1579,not synonym,synonym,Levenshtein,0.7
Catopsis sessiliflora,Catopsis aloides,0.4762,not synonym,synonym,Levenshtein,0.7
Vriesea dissitiflora,Tillandsia dissitiflora,0.6522,not synonym,synonym,Levenshtein,0.7
Rhynchospora hassleri,Rhynchospora viridilutea,0.5833,not synonym,synonym,Levenshtein,0.7
Machaerina glomerata,Brizula muelleri,0.15,not synonym,not synonym,Levenshtein,0.7
Puya ferruginea,Arctagrostis calamagrostidiformis,0.1212,not synonym,not synonym,Levenshtein,0.7
Rhynchospora vulcani,Rhynchospora ecuadorensis,0.64,not synonym,synonym,Levenshtein,0.7
Aechmea carvalhoi,Leiothrix araxaensis,0.3,not synonym,not synonym,Levenshtein,0.7
Scleria cyperina,Scleria cyperiana,0.9412,synonym,synonym,Levenshtein,0.7
Cytogonidium leptocarpoides,Restio leptocarpoides,0.5926,not synonym,synonym,Levenshtein,0.7
Neoregelia carcharodon,Mnesithea pubescens,0.1818,not synonym,not synonym,Levenshtein,0.7
Puya lehmanniana,Pitcairnia pastoensis,0.1905,not synonym,synonym,Levenshtein,0.7
Cinnagrostis breviaristata,Billbergia breauteana,0.3846,not synonym,not synonym,Levenshtein,0.7
Leymus divaricatus,Elymus regelii,0.3333,not synonym,synonym,Levenshtein,0.7
Billbergia pyramidalis,Vriesea tillii,0.2727,not synonym,not synonym,Levenshtein,0.7
Leiothrix flagellaris,Paepalanthus flagellaris,0.5833,not synonym,synonym,Levenshtein,0.7
Typha glauca,Typha kuzmiczevii,0.4118,not synonym,synonym,Levenshtein,0.7
Werauhia picta,Vriesea picta,0.5714,not synonym,synonym,Levenshtein,0.7
Syngonanthus caulescens,Pitcairnia lindenii,0.1739,not synonym,not synonym,Levenshtein,0.7
Sincoraea rafaelii,Orthophytum rafaelii,0.5,not synonym,synonym,Levenshtein,0.7
Leptocarpus tenax,Donax bifarius,0.1176,not synonym,not synonym,Levenshtein,0.7
Calyptrocarya glomerulata,Dichromena fragifera,0.2,not synonym,synonym,Levenshtein,0.7
Cutandia memphitica,Dactylis memphitica,0.6316,not synonym,synonym,Levenshtein,0.7
Chrysopogon gryllus,Rhaphis echinulata,0.1053,not synonym,synonym,Levenshtein,0.7
Carex brunnescens,Carex persoonii,0.4118,not synonym,synonym,Levenshtein,0.7
Bulbostylis warei,Isolepis sieberi,0.2353,not synonym,not synonym,Levenshtein,0.7
Lutheria glutinosa,Tillandsia glutinosa,0.65,not synonym,synonym,Levenshtein,0.7
Bulbostylis scabra,Polypogon rioplatensis,0.1364,not synonym,not synonym,Levenshtein,0.7
Neoregelia pineliana,Billbergia mooreana,0.3,not synonym,synonym,Levenshtein,0.7
Schoenus tendo,Mapania tumida,0.2143,not synonym,not synonym,Levenshtein,0.7
Eriachne mucronata,Cyathochaeta teretifolia,0.2083,not synonym,not synonym,Levenshtein,0.7
Paepalanthus engleri,Lepironia macrocephala,0.1364,not synonym,not synonym,Levenshtein,0.7
Ficinia radiata,Isolepis radiata,0.5625,not synonym,synonym,Levenshtein,0.7
Schoenus lucidus,Epischoenus lucidus,0.8421,synonym,synonym,Levenshtein,0.7
Polypogon viridis,Polypogon subverticillatus,0.5769,not synonym,synonym,Levenshtein,0.7
Desmocladus virgatus,Hypolaena vestita,0.3,not synonym,synonym,Levenshtein,0.7
Juncus capensis,Scirpus chamissonis,0.4211,not synonym,not synonym,Levenshtein,0.7
Polypogon magellanicus,Guadua glaziowii,0.1818,not synonym,not synonym,Levenshtein,0.7
Holcus notarisii,Juncus luzulinus,0.3125,not synonym,not synonym,Levenshtein,0.7
Leiothrix mucronata,Dupatya lingulata,0.2632,not synonym,not synonym,Levenshtein,0.7
Cortaderia selloana,Everardia erectolaxa,0.35,not synonym,not synonym,Levenshtein,0.7
Syngonanthus verticillatus,Dupatya verticillata,0.5385,not synonym,synonym,Levenshtein,0.7
Bulbostylis argenteobrunea,Abildgaardia argenteobrunea,0.6667,not synonym,synonym,Levenshtein,0.7
Restio saroclados,Sasa hozuensis,0.1765,not synonym,not synonym,Levenshtein,0.7
Carex dacica,Bulbostylis albescens,0.0952,not synonym,not synonym,Levenshtein,0.7
Greigia berteroi,Melancranis trigyna,0.1053,not synonym,not synonym,Levenshtein,0.7
Ichnanthus ephemeroblepharis,Ichnanthus serratus,0.5357,not synonym,synonym,Levenshtein,0.7
Sasa palmata,Dichromena fragifera,0.2,not synonym,not synonym,Levenshtein,0.7
Chloris rufescens,Chloris peregrina,0.5882,not synonym,synonym,Levenshtein,0.7
Elegia axillaris,Elegia axillaris,1.0,synonym,synonym,Levenshtein,0.7
Ananas comosus,Juncoides macusaniensis,0.2609,not synonym,not synonym,Levenshtein,0.7
Paracolpodium colchicum,Bromelia blanda,0.2174,not synonym,not synonym,Levenshtein,0.7
Comanthera centauroides,Comanthera glabra,0.5652,not synonym,synonym,Levenshtein,0.7
Danthoniopsis petiolata,Aechmea limae,0.2174,not synonym,not synonym,Levenshtein,0.7
Arctagrostis arundinacea,Arctagrostis calamagrostidiformis,0.5152,not synonym,synonym,Levenshtein,0.7
Aechmea fasciata,Billbergia rufa,0.1875,not synonym,not synonym,Levenshtein,0.7
Rhynchospora nivea,Leersia australis,0.1111,not synonym,not synonym,Levenshtein,0.7
Restio festuciformis,Caraguata virescens,0.05,not synonym,not synonym,Levenshtein,0.7
Cannomois robusta,Thamnochortus robustus,0.5455,not synonym,synonym,Levenshtein,0.7
Lagenocarpus parvulus,Cryptangium parvulum,0.4286,not synonym,synonym,Levenshtein,0.7
Luzula pilosa,Syngonanthus hatschbachii,0.12,not synonym,not synonym,Levenshtein,0.7
Bromelia redoutei,Bromelia lasiantha,0.5556,not synonym,not synonym,Levenshtein,0.7
Bolboschoenus capensis,Scirpus capensis,0.5909,not synonym,synonym,Levenshtein,0.7
Deuterocohnia brevifolia,Gahnia arthrophylla,0.25,not synonym,not synonym,Levenshtein,0.7
Paramapania rostrata,Uralepis alopecuroides,0.1818,not synonym,not synonym,Levenshtein,0.7
Mapania pacifica,Lamprothyrsus hieronymi,0.1304,not synonym,not synonym,Levenshtein,0.7
Luzula purpureosplendens,Luzula elegans,0.5,not synonym,synonym,Levenshtein,0.7
Ficinia gracilis,Isolepis commutata,0.1111,not synonym,synonym,Levenshtein,0.7
Oropetium roxburghianum,Sasa inexpectans,0.1739,not synonym,not synonym,Levenshtein,0.7
Schoenoplectus litoralis,Scirpus thermalis,0.4167,not synonym,synonym,Levenshtein,0.7
Typha lugdunensis,Malacochaete riparia,0.1,not synonym,not synonym,Levenshtein,0.7
Amphibromus quadridentulus,Avena quadridentula,0.5385,not synonym,synonym,Levenshtein,0.7
Corynephorus articulatus,Mariscus aristatus,0.4583,not synonym,not synonym,Levenshtein,0.7
Blysmus rufus,Holcus elongatus,0.25,not synonym,not synonym,Levenshtein,0.7
Bulbostylis juncoides,Rhynchospora stelligera,0.1739,not synonym,not synonym,Levenshtein,0.7
Luzula sudetica,Gymnodes sudetica,0.5294,not synonym,synonym,Levenshtein,0.7
Comanthera elegans,Paepalanthus elegans,0.55,not synonym,synonym,Levenshtein,0.7
Duckea flava,Rapatea flava,0.6154,not synonym,synonym,Levenshtein,0.7
Bulbostylis schoenoides,Pepinia sprucei,0.1739,not synonym,not synonym,Levenshtein,0.7
Paepalanthus incanus,Eriophorum angustifolium,0.25,not synonym,not synonym,Levenshtein,0.7
Dyckia selloana,Dyckia myriostachya,0.5263,not synonym,synonym,Levenshtein,0.7
Carex pellita,Carex pellita,1.0,synonym,synonym,Levenshtein,0.7
Vriesea drewii,Tillandsia drewii,0.5294,not synonym,synonym,Levenshtein,0.7
Schoenoplectus etuberculatus,Schoenoplectus etuberculatus,1.0,synonym,synonym,Levenshtein,0.7
Carex esenbeckii,Hemicarex hookeri,0.2941,not synonym,synonym,Levenshtein,0.7
Tillandsia discolor,Sasaella otayana,0.1579,not synonym,not synonym,Levenshtein,0.7
Chloris pumilio,Juncus flavescens,0.0588,not synonym,not synonym,Levenshtein,0.7
Festuca chrysophylla,Festuca meyenii,0.45,not synonym,synonym,Levenshtein,0.7
Bonia saxatilis,Indocalamus solidus,0.2632,not synonym,synonym,Levenshtein,0.7
Schoenoplectus triqueter,Pandanophyllum zeylanicum,0.2,not synonym,not synonym,Levenshtein,0.7
Eduandrea selloana,Latipes inermis,0.1667,not synonym,not synonym,Levenshtein,0.7
Pitcairnia moritziana,Scleria setosoasperula,0.1818,not synonym,not synonym,Levenshtein,0.7
Chrysopogon nodulibarbis,Scirpus buchenaui,0.2083,not synonym,not synonym,Levenshtein,0.7
Werauhia hygrometrica,Sasaella iwabuchii,0.1905,not synonym,not synonym,Levenshtein,0.7
Diplacrum guianense,Heleogiton lejeunei,0.1053,not synonym,not synonym,Levenshtein,0.7
Leymus angustus,Elymus angustatus,0.7647,synonym,synonym,Levenshtein,0.7
Mapania pycnostachya,Orthopogon aemulus,0.05,not synonym,not synonym,Levenshtein,0.7
Ichnanthus hirtus,Navicularia hirta,0.2941,not synonym,synonym,Levenshtein,0.7
Ehrhartia uniglumis,Pothuava roberto-anselmoi,0.2,not synonym,not synonym,Levenshtein,0.7
Scleria rugosa,Schmidtia utricularia,0.381,not synonym,not synonym,Levenshtein,0.7
Juncus niger,Agrostis filiformis,0.2105,not synonym,not synonym,Levenshtein,0.7
Schoenus nigricans,Guzmania cerifera,0.2222,not synonym,not synonym,Levenshtein,0.7
Bulbostylis microrotundata,Fosterella latifolia,0.1923,not synonym,not synonym,Levenshtein,0.7
Arundo fax,Cymbopogon diplandrus,0.1429,not synonym,not synonym,Levenshtein,0.7
Hechtia liebmannii,Hechtia tehuacana,0.5556,not synonym,synonym,Levenshtein,0.7
Chloris radiata,Chondrosum ciliatum,0.4211,not synonym,synonym,Levenshtein,0.7
Ananas comosus,Ananas bracteatus,0.5882,not synonym,synonym,Levenshtein,0.7
Paepalanthus divaricatus,Lachnocaulon floridanum,0.25,not synonym,not synonym,Levenshtein,0.7
Ficinia tristachya,Kengyilia longiaristata,0.3478,not synonym,not synonym,Levenshtein,0.7
Kengyilia grandiglumis,Sasaella hashimotoi,0.2727,not synonym,not synonym,Levenshtein,0.7
Neololeba atra,Arundarbor picta,0.1875,not synonym,synonym,Levenshtein,0.7
Scleria rugosa,Scleria pubigera,0.6875,not synonym,synonym,Levenshtein,0.7
Typha latifolia,Vriesea viminalis,0.2941,not synonym,not synonym,Levenshtein,0.7
Eriophorum vaginatum,Quesnelia columbiana,0.15,not synonym,not synonym,Levenshtein,0.7
Ficinia sylvatica,Melancranis sylvatica,0.619,not synonym,synonym,Levenshtein,0.7
Polypogon linearis,Sasa rotundissima,0.1111,not synonym,not synonym,Levenshtein,0.7
Juncus liebmannii,Rapatea viscosa,0.0588,not synonym,not synonym,Levenshtein,0.7
Guzmania lingulata,Dupatya ligulata,0.6667,not synonym,not synonym,Levenshtein,0.7
Carex esenbeckii,Schoenus lacustris,0.1667,not synonym,not synonym,Levenshtein,0.7
Restio helenae,Andropogon yucatanus,0.2,not synonym,not synonym,Levenshtein,0.7
Pitcairnia recurvata,Puya recurvata,0.6,not synonym,synonym,Levenshtein,0.7
Sasaella ramosa,Scleria grata,0.4,not synonym,not synonym,Levenshtein,0.7
Chordifex laxus,Pepinia insignis,0.125,not synonym,not synonym,Levenshtein,0.7
Cinnagrostis rigescens,Tillandsia tetrantha,0.2273,not synonym,not synonym,Levenshtein,0.7
Chloris submutica,Chloris pratensis,0.4706,not synonym,synonym,Levenshtein,0.7
Hypolaena fastigiata,Anthosachne australasica,0.3333,not synonym,not synonym,Levenshtein,0.7
Chrysopogon zizanioides,Bulbostylis warmingii,0.087,not synonym,not synonym,Levenshtein,0.7
Chrysopogon fulvibarbis,Guzmania lellingeri,0.1739,not synonym,not synonym,Levenshtein,0.7
Neololeba atra,Fimbristylis pinetorum,0.1364,not synonym,not synonym,Levenshtein,0.7
Guzmania scherzeriana,Guzmania herthae,0.619,not synonym,synonym,Levenshtein,0.7
Cinnagrostis deserticola,Hohenbergia penduliflora,0.25,not synonym,not synonym,Levenshtein,0.7
Bulbostylis sellowiana,Isolepis selloviana,0.5909,not synonym,synonym,Levenshtein,0.7
Sparganium natans,Sparganium flaccidum,0.6,not synonym,synonym,Levenshtein,0.7
Vriesea procera,Tillandsia procera,0.5556,not synonym,synonym,Levenshtein,0.7
Pseudoroegneria reflexiaristata,Triticum biflorum,0.1613,not synonym,synonym,Levenshtein,0.7
Krenakia subaphylla,Echinochloa polystachya,0.2174,not synonym,not synonym,Levenshtein,0.7
Paepalanthus cubensis,Lachnocaulon cubense,0.381,not synonym,synonym,Levenshtein,0.7
Polypogon magellanicus,Arundinaria pubescens,0.0909,not synonym,not synonym,Levenshtein,0.7
Polypogon viridis,Agrostis viridis,0.4706,not synonym,synonym,Levenshtein,0.7
Holcus mollis,Miscanthidium teretifolium,0.1923,not synonym,not synonym,Levenshtein,0.7
Cryptanthus zonatus,Eriocaulon tenue,0.2632,not synonym,not synonym,Levenshtein,0.7
Ophiuros exaltatus,Restio ambiguus,0.2222,not synonym,not synonym,Levenshtein,0.7
Pseudoroegneria stipifolia,Elytrigia stipifolia,0.6154,not synonym,synonym,Levenshtein,0.7
Scleria mucronata,Scleria catalinae,0.5294,not synonym,synonym,Levenshtein,0.7
Dyckia mezii,Arundinaria kiboensis,0.2857,not synonym,not synonym,Levenshtein,0.7
Syngonanthus davidsei,Flagellaria minor,0.1429,not synonym,not synonym,Levenshtein,0.7
Paepalanthus langsdorffii,Boeckeleria nigrovaginata,0.08,not synonym,not synonym,Levenshtein,0.7
Juncus polycephalos,Schoenus surinamensis,0.1905,not synonym,not synonym,Levenshtein,0.7
Dimeria ornithopoda,Kobresia glaucifolia,0.25,not synonym,not synonym,Levenshtein,0.7
Dyckia leptostachya,Sasa tanzawana,0.2632,not synonym,not synonym,Levenshtein,0.7
Machaerina scirpoidea,Eleusine verticillata,0.1429,not synonym,not synonym,Levenshtein,0.7
Vriesea andreettae,Tillandsia andreettae,0.619,not synonym,synonym,Levenshtein,0.7
Diplasia karatifolia,Nidularium triste,0.25,not synonym,not synonym,Levenshtein,0.7
Fimbristylis ferruginea,Fimbristylis stans,0.6087,not synonym,synonym,Levenshtein,0.7
Bulbostylis conifera,Bambusa verticillata,0.2,not synonym,not synonym,Levenshtein,0.7
Rhytachne rottboellioides,Coelorachis loricata,0.16,not synonym,synonym,Levenshtein,0.7
Rhynchospora plumosa,Bulbostylis sphaerocephala,0.1538,not synonym,not synonym,Levenshtein,0.7
Chionochloa conspicua,Danthonia cunninghamii,0.1818,not synonym,synonym,Levenshtein,0.7
Rhynchospora glomerata,Scirpus conifer,0.1818,not synonym,not synonym,Levenshtein,0.7
Werauhia williamsii,Andropogon aristulatus,0.1364,not synonym,not synonym,Levenshtein,0.7
Carex dioica,Carex dioica,1.0,synonym,synonym,Levenshtein,0.7
Guzmania graminifolia,Sodiroa graminifolia,0.6667,not synonym,synonym,Levenshtein,0.7
Sasa chartacea,Koeleria caerulea,0.2941,not synonym,not synonym,Levenshtein,0.7
Ficinia bulbosa,Trilepis pilosa,0.4,not synonym,not synonym,Levenshtein,0.7
Kinabaluchloa wrayi,Agropyron thoroldianum,0.0909,not synonym,not synonym,Levenshtein,0.7
