oldSpeciesCanonicalName,species,key,label
Poecilanthe amazonica,Echinospartum lusitanicum,2959225,0
Indigofera microcharoides,Microcharis microcharoides,2963314,1
Collaea pedicellatum,Camptosema pedicellatum,2963253,1
Millettia wrightiana,Polygala japonica,7293443,0
Senega grazielae,Polygala crucianelloides,3191444,0
Dioclea glycinoides,Millettia fruticosa,5355849,0
Ononis purpurea,Ononis fruticosa,2977293,1
Dimorphandra vernicosa,Carpolobia goetzei,4049490,0
Comesperma uncinatum,Securidaca diversifolia,5421445,0
Spartium amoenum,Genista linifolia,5347599,1
Lotus melilotoides,Lotus jacobaeus,5356916,1
Anneslia simulans,Monnina cacumina,7293620,0
Polygala trinervata,Salomonia cantoniensis,5421447,1
Albizia vaillantii,Archidendron vaillantii,2941381,1
Pithecellobium scutiferum,Genista anatolica,5347594,0
Polygala heteroptera,Inga capitata,5358094,0
Berlinia eminii,Julbernardia globiflora,2981760,1
Moghania helferiana,Monnina pterocarpa,7293304,0
Notospartium torulosum,Carmichaelia torulosa,5628927,1
Polygala echinosperma,Lotus cytisoides,5356937,0
Hippocrepis monticola,Hippocrepis monticola,5353689,1
Polygala heribaudii,Securidaca longepedunculata,5658133,0
Muraltia reticulata,Muraltia origanoides,4050129,1
Adenanthera ossea,Genista michelii,5347734,0
Maughania helferiana,Gastrolobium obovatum,7999234,0
Psoralea douglasii,Muraltia aspalatha,4051201,0
Genista radiata,Muraltia aspalatha,4051201,0
Xanthophyllum cordatum,Xanthophyllum adenotus,7293480,1
Lupinus indigoticus,Calliandra sessilis,2981978,0
Elsota lophosoma,Securidaca lophosoma,5658131,1
Genista polyanthos,Glycine max,5359660,0
Mimosa flagelliformis,Inga flagelliformis,5357633,1
Humularia purpureo-caerulea,Ononis variegata,2977099,0
Rigiostachys connaroides,Lotus hirsutus,5354799,0
Anneslia myriophylla,Calliandra parvifolia,2981824,1
Polygala hebeclada,Asemeia hebeclada,7548566,1
Polygala bangiana,Bossiaea ornata,2968307,0
Corniola tenella,Ononis tridentata,2977272,0
Platylobium obcordatum,Bossiaea obcordata,2968327,1
Apios perennis,Lotus jacobaeus,5356916,0
Lupinus tricolor,Archidendron grandiflorum,2941212,0
Feuilleea alata,Calliandra selloi,2981788,0
Gastrolobium bidens,Flemingia fruticulosa,5359849,0
Inga mertensioides,Delonix elata,2956174,0
Inga splendens,Inga stenoptera,5357558,1
Monnina trichoptera,Monnina marginata,9392468,1
Pithecellobium conspicuum,Archidendron conspicuum,2941415,1
Chorizema manglesii,Chorizema cordatum,2968203,1
Polygala lindheimeri,Hoffmannseggia prostrata,5347537,0
Polygala juniperifolia,Muraltia juniperifolia,4050483,1
Teline tribracteolata,Genista tribracteolata,5354550,1
Telinaria congesta,Acacia echinula,2978370,0
Acacia glaucophylla,Acacia cultriformis,2979559,1
Glycine brachybotria,Inga sellowiana,5358124,0
Monnina phillyreoides,Inga inicuil,7592050,0
Feuilleea nuda,Inga nuda,5358050,1
Genista heterocantha,Genista germanica,5347824,1
Polygala graebiana,Mora excelsa,5355414,0
Feuilleea maritima,Inga laevigata,5629065,0
Xanthophyllum robustum,Xanthophyllum vitellinum,7293493,1
Muraltia ciliaris,Muraltia aspalatha,4051201,1
Lotodes testariae,Inga cookii,5357801,0
Avornela candicans,Hoffmannseggia glauca,5347492,0
Phaseoloides sericeum,Millettia dura,5355670,0
Securidaca scandens,Polygala sinaica,7293610,0
Abarema utile,Archidendron utile,2941583,1
Pteromonnina retusa,Monnina cuneata,8216450,1
Monnina elliptica,Monnina padifolia,7891141,1
Genista humifusa,Genista humifusa,7808795,1
Racosperma pelophilum,Acacia pelophila,2980353,1
Calophaca ferganensis,Chesneya ferganensis,5353619,1
Gastrolobium cordatum,Gastrolobium spectabile,5350214,1
Camptosema paraguariense,Caetangil paraguariensis,11006920,1
Bredemeyera moritziana,Bredemeyera moritziana,4049883,1
Indigofera gillettii,Archidendron novoguineense,3960951,0
Sclerothamnus microphyllus,Calliandra belizensis,2981850,0
Angylocalyx zeucheri,Angylocalyx pynaertii,11267336,1
Inga endlichii,Inga xalapensis,5357693,1
Genista gymnoptera,Inga heterophylla,5357852,0
Inga suturalis,Calophaca crassicaulis,2965068,0
Ononis barrelieri,Ononis tridentata,2977272,1
Asemeia carnea,Asemeia grandiflora,5658192,1
Robinia thonningii,Millettia thonningii,5355788,1
Racosperma polyadenium,Muraltia depressa,7792747,0
Polygala acerosa,Humularia apiculata,5349880,0
Hansemannia brevipes,Archidendron alternifoliolatum,2941540,0
Vigna pilosa,Asemeia lindmaniana,7905432,0
Calophaca polystichoides,Archidendron glabrum,2941437,0
Caesalpinia velutina,Machaerium nigrum,5355066,0
Abarema bigemina,Calobota cuspidosa,4929858,0
Feuilleea pavoniana,Inga sapindoides,5357706,1
Polygala galmeri,Muraltia empetroides,4050715,0
Machaerium jacarandifolium,Machaerium hirtum,5354979,1
Mundulea hysterantha,Millettia richardiana,5355937,1
Ononis mauritanica,Ononis ramosissima,2977250,1
Mimosa reversa,Machaerium lunatum,5355075,1
Monnina mexicana,Monnina ciliolata,7977161,1
Glycine cylindriflora,Amphicarpaea ferruginea,2960203,1
Pedrosia leptophylla,Lotus tenellus,5613289,1
Calliandra conoensis,Muraltia satureioides,7851822,0
Derris pseudinvoluta,Calliandra asplenioides,7524304,0
Inga subvestita,Inga cookii,5357801,1
Heistera macroceras,Muraltia macroceras,4050318,1
Indigofera contorta,Acacia cultriformis,2979559,0
Comesperma longibracteatum,Comesperma virgatum,7293549,1
Myroxylon pubescens,Hebecarpa americana,7364474,0
Calliandra speciosa,Quillaja brasiliensis,3029372,0
Jakkia vitellina,Carmichaelia juncea,5628964,0
Crotalaria caerulea,Lupinus velutinus,2964509,1
Feuilleea rubiginosa,Inga rubiginosa,5357814,1
Heisteria juniperifolia,Muraltia juniperifolia,4050483,1
Hippocrepis annua,Hippocrepis ciliata,5353690,1
Onobrychis sororia,Genista ramosissima,5347699,0
Monnina lorentensis,Acacia bakeri,2980723,0
Heistera pappeana,Julbernardia globiflora,2981760,0
Lupinus glaziouanus,Errazurizia multifoliolata,2967046,0
Carmichaelia orbiculata,Carmichaelia nana,8639774,1
Drepanocarpus macrophyllus,Machaerium macrophyllum,5354902,1
Millettia platyphylla,Millettia platyphylla,5355868,1
Mimosa jiringa,Genista stenopetala,5347701,0
Bossiaea rhombifolia,Bossiaea rhombifolia,2968314,1
Maughania sarmentosa,Kotschya aeschynomenoides,2949004,0
Nemcia dilatata,Gastrolobium dilatatum,5627951,1
Tetragonolobus maritimus,Lotus maritimus,5356973,1
Racosperma coriaceum,Nissolia tomentosa,10879914,0
Polygala orthostigma,Polygala garcini,4049364,1
Lotus albus,Calliandra bombycina,2981874,0
Calliandra microphylla,Calliandra parvifolia,2981824,1
Dorycnium sericeum,Lotus germanicus,7450947,1
Polygala arenicola,Discolobium paucijugum,2962225,0
Maughania paniculata,Flemingia paniculata,5359909,1
Securidaca coriacea,Caamembeca oxyphylla,7868452,0
Poinciana boiviniana,Delonix boiviniana,2956180,1
Carmichaelia odorata,Carmichaelia odorata,5348460,1
Polygala stricta,Neoapaloxylon tuberosum,2944232,0
Pontania celsiana,Gastrolobium celsianum,5628000,1
Drepanocarpus microphyllus,Coulteria platyloba,7545558,0
Macrolobium diphyllum,Myroxylon peruiferum,5357189,0
Tetragonolobus bivonaeus,Lotus biflorus,5356877,1
Genista rhodopnoa,Brachypterum scandens,10779326,0
Machaerium arboreum,Calpurnia intrusa,2956419,0
Genista parviflora,Polygala amboniensis,4051695,0
Glycine tuberosa,Nissolia platycarpa,5358622,0
Muraltia ciliaris,Gastrolobium sericeum,5627827,0
Polygala heterorhyncha,Rhinotropis heterorhyncha,7733390,1
Sesbania thurberi,Diphysa thurberi,5357259,1
Pterocarpus lunulatus,Machaerium robiniifolium,5355034,1
Polygala floribunda,Polygala major,7372627,1
Centrolobium orenocense,Centrolobium paraense,2945579,1
Maughania racemosa,Flemingia parviflora,5359905,1
Amburana claudiae,Amburana cearensis,2945821,1
Rhynchosia faginea,Hoffmannseggia humilis,5347512,0
Calophaca hispida,Inga vulpina,5357563,0
Monnina multicomata,Acacia ampliata,2980618,0
Racosperma bakeri,Acacia bakeri,2980723,1
Bionia pedicellata,Camptosema pedicellatum,2963253,1
Abarema mottleyana,Archidendron oppositum,2941543,1
Albizia jiringa,Kartalinia acaulis,10744511,0
Polygala distans,Collaea stenophylla,5352529,0
Anonis scariosa,Ononis mitissima,2977292,1
Millettia vanderystii,Millettia vankerckhovenii,5355922,1
Camoensia maxima,Calliandra belizensis,2981850,0
Diclidanthera breviflora,Barnhartia floribunda,4050439,1
Ammopiptanthus kamelinii,Inga stipulacea,5358071,0
Rhinotropis cowellii,Phlebotaenia cowellii,3191460,1
Ononis rosifolia,Camptosema rubicundum,2963247,0
Phaseoloides sericeum,Millettia sericea,7807253,1
Derris philippinensis,Brachypterum philippinense,11371659,1
Mundia capensis,Muraltia spinosa,7225532,1
Crotalaria pulchella,Hebecarpa robinsonii,9292314,0
Derris scandens,Brachypterum scandens,10779326,1
Lissera hispanica,Polygala gracilenta,4052053,0
Dorycnium parviflorum,Calliandra purpurea,2981994,0
Poinciana placida,Securidaca virgata,5421446,0
Securidaca corytholobium,Securidaca calophylla,5658175,1
Spongiocarpella nubigena,Millettia fruticosa,5355849,0
Lotus eriosolen,Lotus herbaceus,7815140,0
Poinciana hirsuta,Acacia burdekensis,3979076,0
Monnina nigrescens,Monnina weddelliana,4051663,1
Polygala prostrata,Polygala serpyllifolia,3191414,1
Pithecellobium lateriflorum,Archidendron pachycarpum,8270523,0
Polygala arvensis,Xanthophyllum vitellinum,7293493,0
Pterocarpus glaber,Brya ebenus,5348895,1
Annesleya parvifolia,Caamembeca salicifolia,9335158,0
Monnina celastroides,Muraltia spinosa,7225532,0
Phaseolus max,Glycine max,5359660,1
Cadia arabica,Monnina pterocarpa,7293304,0
Monnina insignis,Badiera oblongata,4050599,0
Pterocarpus cumingii,Brachypterum cumingii,11370604,1
Calliandra resupina,Acacia paradoxa,2981159,0
Comesperma paucifolium,Monnina rusbyi,4049176,0
Acacia aurea,Acacia flavipila,2979881,1
Leptocyamus microphyllus,Kotschya speciosa,2949011,0
Monnina involuta,Polygala wettsteinii,4052066,0
Calliandra crugerii,Gastrolobium ilicifolium,5360164,0
Trichlisperma paucifolium,Inga laevigata,5629065,0
Inga bubalina,Acacia peruviana,3974930,0
Polygala purpusii,Calliandra haematomma,2982219,0
Gastrolobium obovatum,Erythrostemon mexicanus,9619402,0
Pueraria strobilifera,Amphicarpaea ferruginea,2960203,1
Feuilleea vestita,Inga vestita,5357833,1
Drepanocarpus cuyabensis,Machaerium amplum,5355170,1
Xanthophyllum palembanicum,Flemingia lineata,5359831,0
Heterostemon impar,Gastrolobium spathulatum,7410335,0
Ononis occidentalis,Ononis arvensis,2977171,1
Cytisus hispanicus,Genista hispanica,5347761,1
Phaseolus pitcheri,Amphicarpaea bracteata,2960161,1
Polygala pavonii,Muraltia rubeacea,4049898,0
Banisterodes affine,Xanthophyllum flavescens,7580773,1
Calliandra matisiana,Calliandra tolimensis,7999567,1
Lepidocoma nilgheriensis,Flemingia nilgheriensis,5359828,1
Machaerium setulosum,Caamembeca oxyphylla,7868452,0
Dimorphandra parviflora,Polygala gayii,4049331,0
Machaerium angustifolium,Machaerium eriocarpum,5355061,1
Phaseoloides splendens,Millettia splendens,5355930,1
Chorizema ovatum,Gastrolobium melanopetalum,5627879,0
Heisteria serpylloides,Xanthophyllum obscurum,4051314,0
Genista spathulata,Daniellia klainei,2948729,0
Acacia selloi,Calliandra selloi,2981788,1
Inga salicifoliola,Calliandra laxa,2982019,0
Polygala monticola,Archidendron lucidum,2941456,0
Lotus bollei,Genista virgata,7953000,0
Geissaspis bakeriana,Flemingia trifoliata,5628704,0
Ebenus erinacea,Ebenus stellata,5354890,1
Lebeckia decutiens,Calobota angustifolia,4929861,1
Cyclopia genistoides,Machaerium ruddianum,5612928,0
Lupinus littoralis,Calliandra rigida,2982337,0
Phaseolodes pulchrum,Millettia sericea,7807253,0
Maughania prostrata,Flemingia prostrata,5359865,1
Derris microphylla,Brachypterum microphyllum,2947577,1
Indigofera welwitschii,Ononis ramosissima,2977250,0
Machaerium villosulum,Microcharis cana,2963310,0
Securidaca erecta,Securidaca diversifolia,5421445,1
Toluifera pubescens,Monnina parviflora,4049871,0
Pithecellobium pachycarpum,Archidendron pachycarpum,8270523,1
Dorycnium diffusum,Monnina xalapensis,4051592,0
Polygala ponsii,Polygala alpina,7481031,1
Piptadenia patens,Acacia genistifolia,2978740,0
Drepanocarpus microphyllus,Machaerium isadelphum,7932857,1
Pterospartum sagittale,Genista sagittalis,5347702,1
Cytisus osmariensis,Monnina wrightii,3191469,0
Pithecellobium papuanum,Angylocalyx pynaertii,11267336,0
Carmichaelia hookeri,Microcharis tisserantii,2963334,0
Genista tejedensis,Dicraeopetalum mahafaliense,2974574,0
Polygala neglecta,Polygala major,7372627,1
Nemcia retusa,Calliandra parvifolia,2981824,0
Cytisus platycarpos,Hesperolaburnum platycarpum,2941705,1
Larrea gladiata,Hoffmannseggia humilis,5347512,1
Nemcia plicata,Gastrolobium plicatum,5360162,1
Epirixanthes aphylla,Epirixanthes elongata,4050415,1
Dorycnium sericeum,Lotus jordanii,9567879,1
Ononis barrelieri,Dialium englerianum,2970943,0
Nissolia hirsuta,Nissolia microptera,5358641,1
Pterocarpus glaber,Securidaca coriacea,7499347,0
Giganthemum scandens,Camoensia scandens,5358230,1
Hedysarum bracteatum,Machaerium hirtum,5354979,0
Dorycnium jordanianum,Lotus jordanii,9567879,1
Cytisus candicans,Genista monspessulana,5347796,1
Polygala vauthieri,Lupinus andinus,3912812,0
Lotus sericeus,Lotus jordanii,9567879,1
Polygala hayesii,Calliandra rubescens,2982006,0
Inga guilleminiana,Inga vulpina,5357563,1
Solori involuta,Chesneya acaulis,5353617,0
Racosperma manipulare,Padbruggea dasyphylla,2952312,0
Oxylobium ovalifolium,Gastrolobium coriaceum,5627987,1
Camptosema pentaphyllum,Comesperma lhotzkyanum,4051895,0
Comesperma varians,Acacia dealbata,2979474,0
Inga monticola,Inga densiflora,5357837,1
Inga tenuirama,Inga laevigata,5629065,1
Chaetocalyx retusus,Millettia splendens,5355930,0
Senega abreui,Nissolia chacoensis,10736045,0
Genista spinosa,Dialium guineense,2971007,0
Senega franchetii,Polygala franchetii,7468984,1
Lotus lugubris,Muraltia spinosa,7225532,0
Gastrolobium sagittulatum,Gastrolobium calycinum,5350209,1
Lotus hispidus,Lotus parviflorus,5356892,1
Amphicarpaea sarmentosa,Eutaxia myrtifolia,7275616,0
Chesneya spinosa,Chesneya macrantha,5357273,1
Polygala insularis,Polygala wuzhishanensis,4051908,1
Pteromonnina philippiana,Monnina philippiana,4049723,1
Lupinus ione-walkerae,Ononis biflora,2977198,0
Andaca arabica,Polygala mexicana,4051609,0
Genista cuspidosa,Calobota psiloloba,4929862,1
Racosperma hamiltonianum,Acacia hamiltoniana,2978560,1
Aspalathus ebenus,Brya ebenus,5348895,1
Polygala stipulaceae,Archidendron jiringa,2941605,0
Dialium excelsum,Dialium excelsum,2970947,1
Derris pseudorobusta,Brachypterum pseudorobustum,11377408,1
Ononis vulgaris,Muraltia dumosa,4050736,0
Coronilla depressa,Hippocrepis comosa,5353750,1
Huttonella juncea,Ononis pubescens,2977281,0
Leucoxyla saponaria,Ononis alopecuroides,2977222,0
Macrolobium quadrifolium,Gilbertiodendron dewevrei,2941659,1
Salomonia oblongifolia,Inga sapindoides,5357706,0
Millettia siwalika,Adenopodia rotundifolia,2952376,0
Macrolobium limosum,Gilbertiodendron limosum,2941665,1
Carmichaelia paludosa,Lupinus andersonii,2964568,0
Albizia hausemanii,Archidendron glabrum,2941437,1
Onobrychis sororia,Eleiotis sororia,2968282,1
Leptolobium tomentosum,Glycine tomentella,5359655,1
Nemcia vestita,Calobota cytisoides,3968567,0
Feuilleea stenoptera,Brachypterum involutum,11375815,0
Calophaca depressa,Chesneya depressa,5353653,1
Neodunnia atrocyanea,Archidendron lovelliae,2941581,0
Collaea paraguariensis,Collaea speciosa,5352530,1
Acacia sieberi,Lotus berthelotii,5356822,0
Poinciana baccal,Delonix baccal,2956173,1
Pedrosia arenaria,Lotus arenarius,5356814,1
Lovanafia capuroniana,Dicraeopetalum capuronianum,2974570,1
Lotus aurantiacus,Lotus arenarius,5356814,1
Gastrolobium pauciflorum,Lotus berthelotii,5356822,0
Dialium praetermissum,Dialium hydnocarpoides,2970980,1
Polygala guatemalensis,Hebecarpa costaricensis,9482034,1
Anonis rotundifolia,Ononis rotundifolia,2977131,1
Spartium cuspidosum,Calobota cuspidosa,4929858,1
Feuilleea ceacana,Acacia echinula,2978370,0
Elsota welwitschii,Securidaca welwitschii,5658068,1
Securidaca volubilis,Polygala rosea,7989450,0
Eysenhardtia amorphoides,Eysenhardtia polystachya,2964737,1
Xanthophyllum adenopodum,Xanthophyllum flavescens,7580773,1
Genista cytisoides,Calobota cytisoides,3968567,1
Acosmium stipulare,Dicraeopetalum stipulare,2974572,1
Desmodium rottleri,Eleiotis rottleri,2968278,1
Senega telephium,Polygala telephium,7293472,1
Oxylobium linearis,Coulteria cubensis,10786450,0
Caesalpinia placida,Erythrostemon placidus,9265867,1
Acacia lasiopus,Erythrostemon pannosus,9336761,0
Monnina vitellina,Acanthocladus scleroxylon,5658216,0
Millettia pulchra,Millettia pulchra,5355677,1
Sommerfeldtia obovata,Genista tricuspidata,5347804,0
Ortholobium balansae,Ebenus laguroides,7302164,0
Indigofera annua,Securidaca virgata,5421446,0
Dorycnium libanoticum,Lotus herbaceus,7815140,1
Cadia pendula,Calliandra surinamensis,2982188,0
Maughania hockii,Flemingia grahamiana,5359839,1
Bonaga mitis,Ononis arvensis,2977171,1
Heistera stipulacea,Genista tridentata,5347807,0
Moghania semialata,Flemingia semialata,5359883,1
Polygala microlopha,Angylocalyx pynaertii,2952340,0
Flemingia kweichowensis,Flemingia kweichowensis,5359838,1
Elsota longipedunculata,Calliandra depauperata,2981989,0
Bredemeyera cuneata,Betencourtia scarlatina,10926174,0
Salomonia uncinata,Hebecarpa rivinifolia,9516978,0
Bredemeyera mansonii,Bredemeyera lucida,4049939,1
Calliandra suberifera,Xanthophyllum flavescens,7580773,0
Bonaga hircina,Carmichaelia australis,5348429,0
Racosperma improcerum,Polygala appressa,7293532,0
Muraltia poiretii,Muraltia ericoides,8345157,1
Pithecellobium kinabaluense,Archidendron kinabaluense,3961038,1
Dialium eurysepalum,Dialium bipindense,2970949,1
Humularia bakeriana,Humularia apiculata,5349880,1
Maughania teysmanniana,Polygaloides paucifolia,7346080,0
Callistachys acuta,Gastrolobium acutum,5612331,1
Dolichovigna rhombifolia,Microcharis galpinii,2963300,0
Catocoma brevifolia,Cadia commersoniana,2968350,0
Dolichos pilosus,Xanthophyllum ellipticum,4051861,0
Ononis zschackei,Monnina bracteata,4051938,0
Mundia albiflora,Lotus taitungensis,7998210,0
Polygala mucronata,Monnina crassifolia,4051573,1
Securidaca gardneri,Securidaca divaricata,5658161,1
Moutabea silvatica,Calliandra hirsuta,2982255,0
Monnina calophylla,Polygala serpyllifolia,3191414,0
Polygala americana,Genista stenopetala,5347701,0
Calpurnia aurea,Epirixanthes cylindrica,4050424,0
Racosperma bynoeanum,Acacia bynoeana,2978924,1
Platylobium obcordatum,Lotus arabicus,5356903,0
Moghania racemosa,Errazurizia benthamii,2967037,0
Polygala quadrangula,Polygala mexicana,4051609,1
Geissaspis chevalieri,Humularia chevalieri,5349891,1
Mimosa capitata,Inga capitata,5358094,1
Feuilleea virescens,Inga virescens,5357751,1
Errazurizia glandulifera,Errazurizia multifoliolata,2967046,1
Xanthophyllum heteropleurum,Berlinia bracteosa,2971336,0
Millettia dehiscens,Monnina polystachya,4049556,0
Pseudoentada rotundifolia,Acacia leptoclada,2980143,0
Pultenaea ericoides,Muraltia divaricata,4050776,0
Feuilleea jiringa,Archidendron jiringa,2941605,1
Bugranopsis stricta,Calliandra asplenioides,7524304,0
Meliniella micrantha,Melliniella micrantha,2945123,1
Polygala spinosa,Muraltia spinosa,7225532,1
Hippocrepis confusa,Erythrostemon pannosus,9336761,0
Dimorphandra polystachya,Millettia weizhii,10733473,0
Maughania fruticulosa,Flemingia fruticulosa,5359849,1
Muraltia alopecuroides,Muraltia squarrosa,4049689,1
Poincianella yucatanensis,Erythrostemon yucatanensis,9270348,1
Phaseolus dolichoides,Polygala serpyllifolia,3191414,0
Mundia glauca,Muraltia spinosa,7225532,1
Caesalpinia prostrata,Hoffmannseggia prostrata,5347537,1
Polygala myrtilloides,Hebecarpa myrtilloides,9499510,1
Poincianella standleyi,Daniellia klainei,2948729,0
Lotus angustifolius,Polygala leucantha,4049624,0
Cyclopia cordifolia,Cyclopia latifolia,5341857,1
Calliandra stricta,Calliandra angustifolia,2982331,1
Calliandra sericea,Calliandra lanata,2982271,1
Vulneraria sericea,Carmichaelia australis,5348429,0
Lupinus lindenianus,Millettia fruticosa,5355849,0
Lonchocarpus castaneifolius,Asemeia lindmaniana,7905432,0
Mimosa laurina,Inga laurina,5358039,1
Heistera macrocarpa,Muraltia macrocarpa,4050325,1
Passaea ornithopodioides,Millettia vatkei,11884640,0
Nemcia leakeana,Flemingia cumingiana,5359872,0
Vigna lucens,Gastrolobium coriaceum,5627987,0
Polygala ignatii,Asemeia ignatii,7980473,1
Acacia flexifolia,Acacia flexifolia,2981023,1
Banisteroides insigne,Xanthophyllum obscurum,4051314,1
Banisterodes excelsum,Nissolia vincentina,10745779,0
Racosperma pachyphyllum,Gonocytisus angulatus,2952409,0
Dialium turbinatum,Camptosema rubicundum,2963247,0
