species,oldSpeciesCanonicalName,similarity,prediction,model,threshold
Parapluda invitabilis,Heterogenea invitabilis,0.8973,synonym,malteos/scincl,0.7
Parapluda invitabilis,Parapluda similis,0.8825,synonym,malteos/scincl,0.7
Parapluda monogramma,Apluda monogramma,0.9166,synonym,malteos/scincl,0.7
Parapluda syngrapha,Apluda syngrapha,0.9182,synonym,malteos/scincl,0.7
Euclea aemilia,Bombyx aemilia,0.9073,synonym,malteos/scincl,0.7
Euclea aemilia,Euclea discolor,0.8696,synonym,malteos/scincl,0.7
Euclea bidiscalis,Miresa doriens,0.7239,synonym,malteos/scincl,0.7
Euclea byrne,Metraga byrne,0.8993,synonym,malteos/scincl,0.7
Euclea cippus,Bombyx cippus,0.9291,synonym,malteos/scincl,0.7
Euclea cippus,Phalaena cippus,0.9377,synonym,malteos/scincl,0.7
Euclea copac,Neomiresa copac,0.8228,synonym,malteos/scincl,0.7
Euclea delphinii,Empretia paenulata,0.8236,synonym,malteos/scincl,0.7
Euclea delphinii,Euclea bifida,0.7812,synonym,malteos/scincl,0.7
Euclea delphinii,Euclea elliotii,0.8513,synonym,malteos/scincl,0.7
Euclea delphinii,Euclea ferruginea,0.7912,synonym,malteos/scincl,0.7
Euclea delphinii,Euclea interjecta,0.8157,synonym,malteos/scincl,0.7
Euclea delphinii,Euclea mira,0.8206,synonym,malteos/scincl,0.7
Euclea delphinii,Euclea monitor,0.7641,synonym,malteos/scincl,0.7
Euclea delphinii,Euclea strigata,0.8268,synonym,malteos/scincl,0.7
Euclea delphinii,Euclea viridiclava,0.8355,synonym,malteos/scincl,0.7
Euclea delphinii,Limacodes argentata,0.8413,synonym,malteos/scincl,0.7
Euclea delphinii,Limacodes delphinii,0.9134,synonym,malteos/scincl,0.7
Euclea delphinii,Limacodes querceti,0.7748,synonym,malteos/scincl,0.7
Euclea delphinii,Limacodes quercicola,0.7727,synonym,malteos/scincl,0.7
Euclea delphinii,Nochelia tardigrada,0.8229,synonym,malteos/scincl,0.7
Euclea delphinii,Nyssia varia,0.7742,synonym,malteos/scincl,0.7
Euclea delphinii,Parasa excisa,0.8407,synonym,malteos/scincl,0.7
Euclea delphinii,Parasa incisa,0.8369,synonym,malteos/scincl,0.7
Euclea delphinii,Sibine varia,0.8174,synonym,malteos/scincl,0.7
Euclea determinata,Metraga costilinea,0.8012,synonym,malteos/scincl,0.7
Euclea dicolon,Phalaena dicolon,0.897,synonym,malteos/scincl,0.7
Euclea diversa,Euclea retroversa,0.8699,synonym,malteos/scincl,0.7
Euclea diversa,Semyra diversa,0.9014,synonym,malteos/scincl,0.7
Euclea diversa,Teinorhyncha vericrux,0.7387,synonym,malteos/scincl,0.7
Euclea dolosa,Hydrias dolosa,0.8941,synonym,malteos/scincl,0.7
Euclea norba,Sibine norba,0.9225,synonym,malteos/scincl,0.7
Euclea plugma,Euclea chiriquensis,0.7037,synonym,malteos/scincl,0.7
Euclea plugma,Euclea zygia,0.7922,synonym,malteos/scincl,0.7
Euclea plugma,Metraga colle,0.7827,synonym,malteos/scincl,0.7
Euclea plugma,Metraga hoboa,0.7504,synonym,malteos/scincl,0.7
Euclea plugma,Metraga perplexa,0.7539,synonym,malteos/scincl,0.7
Euclea plugma,Phalaena plugma,0.9192,synonym,malteos/scincl,0.7
Euclea rufa,Neomires rufa,0.8236,synonym,malteos/scincl,0.7
Euclea spadicis,Monoleuca spadicis,0.8851,synonym,malteos/scincl,0.7
Pectinarosa alastor,Altha alastor,0.7539,synonym,malteos/scincl,0.7
Melinaria campagnei,Parasa campagnei,0.9485,synonym,malteos/scincl,0.7
Melinaria repanda,Neaera repanda,0.8979,synonym,malteos/scincl,0.7
Melinaria repanda,Parasa repanda,0.9527,synonym,malteos/scincl,0.7
Caffricola cloeckneria,Bombyx cloeckneria,0.8342,synonym,malteos/scincl,0.7
Heringocena andobo,Pseudomocena andobo,0.8724,synonym,malteos/scincl,0.7
Heringocena difficilis,Pseudomocena difficilis,0.8719,synonym,malteos/scincl,0.7
Vipsania melanois,Pseudovipsania melanois,0.9383,synonym,malteos/scincl,0.7
Vipsania schevi,Lithacodes schevi,0.8553,synonym,malteos/scincl,0.7
Narosoideus flavidorsalis,Heterogena flavidorsalis,0.9465,synonym,malteos/scincl,0.7
Narosoideus flavidorsalis,Narosoideus flavissima,0.9627,synonym,malteos/scincl,0.7
Narosoideus flavidorsalis,Narosoideus micans,0.9046,synonym,malteos/scincl,0.7
Narosoideus fuscicostalis,Miresa fuscicostalis,0.9471,synonym,malteos/scincl,0.7
Narosoideus vulpina,Narosoideus apicipennis,0.8685,synonym,malteos/scincl,0.7
Narosoideus vulpina,Narosoideus aurisoma,0.9425,synonym,malteos/scincl,0.7
Narosoideus vulpina,Narosoideus formosanus,0.9083,synonym,malteos/scincl,0.7
Narosoideus vulpina,Narosoideus formosicola,0.8957,synonym,malteos/scincl,0.7
Narosoideus vulpina,Vipsania vulpina,0.928,synonym,malteos/scincl,0.7
Cyclopterana reducta,Cycloptera reducta,0.9794,synonym,malteos/scincl,0.7
Altha peralbida,Thosea peralbida,0.963,synonym,malteos/scincl,0.7
Narosopsis leucospila,Narosopsis vynia,0.8278,synonym,malteos/scincl,0.7
Ctenolita auribasalis,Miresa auribasalis,0.8929,synonym,malteos/scincl,0.7
Ctenolita auribasalis,Teinorhyncha auribasalis,0.886,synonym,malteos/scincl,0.7
Ctenolita epargyra,Ctenolita cerdo,0.8871,synonym,malteos/scincl,0.7
Ctenolita epargyra,Teinorhyncha cerdo,0.7643,synonym,malteos/scincl,0.7
Ctenolita nobilior,Miresa nobilior,0.9024,synonym,malteos/scincl,0.7
Ctenolita nobilior,Teinorhyncha nobilior,0.835,synonym,malteos/scincl,0.7
Ctenolita pyrosomoides,Miresa pyrosomoides,0.9584,synonym,malteos/scincl,0.7
Ctenolita pyrosomoides,Teinorhyncha pyrosomoides,0.9027,synonym,malteos/scincl,0.7
Comanula uniformis,Comanula bipunctata,0.8963,synonym,malteos/scincl,0.7
Comanula uniformis,Hildala uniformis,0.8505,synonym,malteos/scincl,0.7
Narosa argentipuncta,Narosa narcha,0.8931,synonym,malteos/scincl,0.7
Narosa corusca,Narosa baibarana,0.8795,synonym,malteos/scincl,0.7
Narosa corusca,Narosa ishidae,0.8313,synonym,malteos/scincl,0.7
Narosa corusca,Narosa shinshana,0.8682,synonym,malteos/scincl,0.7
Narosa corusca,Narosa takamukui,0.8479,synonym,malteos/scincl,0.7
Narosa nigrisigna,Heterogenea formosana,0.8353,synonym,malteos/scincl,0.7
Narosa nigrisigna,Narosa ochracea,0.9287,synonym,malteos/scincl,0.7
Narosa nigrisigna,Narosa penicillata,0.9219,synonym,malteos/scincl,0.7
Sansarea alenae,Euphlyctina alenae,0.7528,synonym,malteos/scincl,0.7
Sansarea circulifera,Trichogyia circulifera,0.8006,synonym,malteos/scincl,0.7
Macroplectrina apicalis,Macroplectra apicalis,0.9624,synonym,malteos/scincl,0.7
Macroplectrina semiaurantia,Macroplectra semiaurantia,0.9515,synonym,malteos/scincl,0.7
Brachiopsis vicina,Caffricola vicina,0.842,synonym,malteos/scincl,0.7
Vipaka niveipennis,Narosa niveipennis,0.9112,synonym,malteos/scincl,0.7
Zinara ploetzi,Heterolepis ploetzi,0.886,synonym,malteos/scincl,0.7
Magos xanthopus,Bietia xanthopus,0.9597,synonym,malteos/scincl,0.7
Anilina nubilata,Paryphanta nubilata,0.8903,synonym,malteos/scincl,0.7
Anilina personata,Paryphanta personata,0.9317,synonym,malteos/scincl,0.7
Anilina plebeia,Paryphanta plebeia,0.8715,synonym,malteos/scincl,0.7
Anilina tessmanni,Paryphanta tessmanni,0.9125,synonym,malteos/scincl,0.7
Mambara andamanensis,Hypoblechra andamanensis,0.9523,synonym,malteos/scincl,0.7
Mambara delocrossa,Birthama delocrossa,0.8737,synonym,malteos/scincl,0.7
Mambara haplopis,Birthama haplopis,0.8884,synonym,malteos/scincl,0.7
Mambara minimalis,Setora minimalis,0.9041,synonym,malteos/scincl,0.7
Chalcocelis albiguttatus,Altha pulchrimacula,0.8722,synonym,malteos/scincl,0.7
Chalcocelis albiguttatus,Doratifera hemistaura,0.7877,synonym,malteos/scincl,0.7
Chalcocelis albiguttatus,Doratifera nephrochrysa,0.8078,synonym,malteos/scincl,0.7
Chalcocelis albiguttatus,Limacodes albiguttatus,0.9211,synonym,malteos/scincl,0.7
Chalcocelis albiguttatus,Miresa fumifera,0.8307,synonym,malteos/scincl,0.7
Chalcocelis albiguttatus,Miresa nigriplaga,0.8897,synonym,malteos/scincl,0.7
Chalcocelis albiguttatus,Miresa sanguineomaculata,0.8589,synonym,malteos/scincl,0.7
Chalcocelis castanica,Chalcoscelis castanica,0.9877,synonym,malteos/scincl,0.7
Chrysopolomides nivea,Chrysopoloma nivea,0.8122,synonym,malteos/scincl,0.7
Soteira altilis,Parasa altilis,0.938,synonym,malteos/scincl,0.7
Soteira grandis,Parasa grandis,0.8986,synonym,malteos/scincl,0.7
Soteira ostia,Latoia pseudostia,0.8607,synonym,malteos/scincl,0.7
Soteira ostia,Parasa ostia,0.9187,synonym,malteos/scincl,0.7
Soteira prasina,Parasa prasina,0.9341,synonym,malteos/scincl,0.7
Soteira shaanxiensis,Latoia shaanxiensis,0.9699,synonym,malteos/scincl,0.7
Soteira shaanxiensis,Parasa shaanxiensis,0.9603,synonym,malteos/scincl,0.7
Soteira vadimi,Parasa vadimi,0.959,synonym,malteos/scincl,0.7
Quasinarosa fulgens,Microcampa fulgens,0.8513,synonym,malteos/scincl,0.7
Quasinarosa fulgens,Narosa kanshireana,0.8142,synonym,malteos/scincl,0.7
Quasinarosa fulgens,Narosa pseudochracea,0.9323,synonym,malteos/scincl,0.7
Quasinarosa fulgens,Narosa tamsi,0.8461,synonym,malteos/scincl,0.7
Circeida argentifascia,Latoia argentifascia,0.9723,synonym,malteos/scincl,0.7
Circeida argentifascia,Parasa argentifascia,0.9652,synonym,malteos/scincl,0.7
Circeida eupuncta,Latoia eupuncta,0.9627,synonym,malteos/scincl,0.7
Circeida eupuncta,Parasa eupuncta,0.945,synonym,malteos/scincl,0.7
Circeida liangdiana,Latoia liangdiana,0.9479,synonym,malteos/scincl,0.7
Circeida liangdiana,Parasa liangdiana,0.9302,synonym,malteos/scincl,0.7
Circeida mutifascia,Latoia mutifascia,0.9479,synonym,malteos/scincl,0.7
Circeida mutifascia,Parasa mutifascia,0.9218,synonym,malteos/scincl,0.7
Circeida parapuncta,Latoia parapuncta,0.9638,synonym,malteos/scincl,0.7
Circeida parapuncta,Parasa parapuncta,0.9473,synonym,malteos/scincl,0.7
Avatara interrupta,Thosea interrupta,0.9454,synonym,malteos/scincl,0.7
Avatara lineofusca,Iragoides lineofusca,0.874,synonym,malteos/scincl,0.7
Avatara plethoneura,Thosea plethoneura,0.8948,synonym,malteos/scincl,0.7
Avatara pseudocana,Aphendala pseudocana,0.8003,synonym,malteos/scincl,0.7
Caissa fasciatum,Ceratonema fasciatum,0.9505,synonym,malteos/scincl,0.7
Aergina fumosa,Parasa fumosa,0.9379,synonym,malteos/scincl,0.7
Aergina gentilis,Latoia gentilis,0.9197,synonym,malteos/scincl,0.7
Aergina gentilis,Parasa gentilis,0.8767,synonym,malteos/scincl,0.7
Aergina hilaris,Limacodes hilaris,0.8427,synonym,malteos/scincl,0.7
Aergina hilaris,Parasa hockingii,0.749,synonym,malteos/scincl,0.7
Aergina laeta,Aergina retracta,0.9239,synonym,malteos/scincl,0.7
Aergina laeta,Parasa laeta,0.9484,synonym,malteos/scincl,0.7
