species,oldSpeciesCanonicalName,similarity,prediction,model,threshold
Vipsania melanois,Pseudovipsania melanois,0.8032,synonym,AI-Growth-Lab/PatentSBERTa,0.7
Vipsania schevi,Lithacodes schevi,0.604,not synonym,AI-Growth-Lab/PatentSBERTa,0.7
Narosoideus flavidorsalis,Heterogena flavidorsalis,0.7013,synonym,AI-Growth-Lab/PatentSBERTa,0.7
Narosoideus flavidorsalis,Narosoideus flavissima,0.9324,synonym,AI-Growth-Lab/PatentSBERTa,0.7
Narosoideus flavidorsalis,Narosoideus micans,0.7593,synonym,AI-Growth-Lab/PatentSBERTa,0.7
Narosoideus fuscicostalis,Miresa fuscicostalis,0.6894,not synonym,AI-Growth-Lab/PatentSBERTa,0.7
Narosoideus vulpina,Narosoideus apicipennis,0.7768,synonym,AI-Growth-Lab/PatentSBERTa,0.7
Narosoideus vulpina,Narosoideus aurisoma,0.7755,synonym,AI-Growth-Lab/PatentSBERTa,0.7
Narosoideus vulpina,Narosoideus formosanus,0.7875,synonym,AI-Growth-Lab/PatentSBERTa,0.7
Narosoideus vulpina,Narosoideus formosicola,0.7678,synonym,AI-Growth-Lab/PatentSBERTa,0.7
Narosoideus vulpina,Vipsania vulpina,0.7289,synonym,AI-Growth-Lab/PatentSBERTa,0.7
Cyclopterana reducta,Cycloptera reducta,0.9769,synonym,AI-Growth-Lab/PatentSBERTa,0.7
Altha peralbida,Thosea peralbida,0.6914,not synonym,AI-Growth-Lab/PatentSBERTa,0.7
Narosopsis leucospila,Narosopsis vynia,0.7709,synonym,AI-Growth-Lab/PatentSBERTa,0.7
