species,oldSpeciesCanonicalName,similarity,prediction,model,threshold
Theticephalus mesopotamicus,Cybocephalus mesopatamicus,0.7553,synonym,AI-Growth-Lab/PatentSBERTa,0.7
Theticephalus mesopotamicus,Cybocephalus mesopotamicus,0.7704,synonym,AI-Growth-Lab/PatentSBERTa,0.7
Theticephalus mesopotamicus,Theticephalus mesopatamicus,0.9728,synonym,AI-Growth-Lab/PatentSBERTa,0.7
Theticephalus nigriceps,Dissia nigriceps,0.711,synonym,AI-Growth-Lab/PatentSBERTa,0.7
Theticephalus salsus,Cybocephalus salsus,0.691,not synonym,AI-Growth-Lab/PatentSBERTa,0.7
Cycloderma deplanatum,Critoderma deplanatum,0.8176,synonym,AI-Growth-Lab/PatentSBERTa,0.7
Micromalthus debilis,Micromalthus anansi,0.7851,synonym,AI-Growth-Lab/PatentSBERTa,0.7
Eurymeloe baudueri,Meloe baudueri,0.8531,synonym,AI-Growth-Lab/PatentSBERTa,0.7
Eurymeloe ganglbaueri,Meloe ganglbaueri,0.8484,synonym,AI-Growth-Lab/PatentSBERTa,0.7
Eurymeloe mediterraneus,Meloe mediterraneus,0.8585,synonym,AI-Growth-Lab/PatentSBERTa,0.7
Eurymeloe murinus,Meloe murinus,0.8366,synonym,AI-Growth-Lab/PatentSBERTa,0.7
Eurymeloe scabriusculus,Meloe scabriusculus,0.8591,synonym,AI-Growth-Lab/PatentSBERTa,0.7
Palaestra guerini,Telephorus guerinii,0.6369,not synonym,AI-Growth-Lab/PatentSBERTa,0.7
Palaestra guerini,Zonitis guerini,0.6438,not synonym,AI-Growth-Lab/PatentSBERTa,0.7
Hycleus polymorphus,Mylabris polymorpha,0.689,not synonym,AI-Growth-Lab/PatentSBERTa,0.7
Hycleus phaleratus,Meloe phalerata,0.6126,not synonym,AI-Growth-Lab/PatentSBERTa,0.7
Hycleus phaleratus,Mylabris phalerata,0.6204,not synonym,AI-Growth-Lab/PatentSBERTa,0.7
Hycleus brevetarsalis,Mylabris brevetarsalis,0.7275,synonym,AI-Growth-Lab/PatentSBERTa,0.7
Cantharis lithophilus,Lytta lithophila,0.6291,not synonym,AI-Growth-Lab/PatentSBERTa,0.7
Zonitis chrysomeloides,Cantharis chrysomeloides,0.7404,synonym,AI-Growth-Lab/PatentSBERTa,0.7
Zonitis melanoptera,Zonitis nigripennis,0.7339,synonym,AI-Growth-Lab/PatentSBERTa,0.7
Cerocoma schaefferi,Cerocoma viridis,0.7754,synonym,AI-Growth-Lab/PatentSBERTa,0.7
Meloe brevicollis,Meloe cephalotes,0.7395,synonym,AI-Growth-Lab/PatentSBERTa,0.7
Meloe brevicollis,Meloe laticollis,0.8562,synonym,AI-Growth-Lab/PatentSBERTa,0.7
Meloe brevicollis,Meloe puncticollis,0.8244,synonym,AI-Growth-Lab/PatentSBERTa,0.7
Meloe brevicollis,Meloe splendens,0.7207,synonym,AI-Growth-Lab/PatentSBERTa,0.7
Meloe cicatricosus,Meloe cicatricosus,1.0,synonym,AI-Growth-Lab/PatentSBERTa,0.7
Meloe cicatricosus,Meloe punctatoradiatus,0.7473,synonym,AI-Growth-Lab/PatentSBERTa,0.7
Meloe rugosus,Meloe autumnalis,0.7381,synonym,AI-Growth-Lab/PatentSBERTa,0.7
Meloe rugosus,Meloe punctatus,0.7398,synonym,AI-Growth-Lab/PatentSBERTa,0.7
Meloe rugosus,Meloe rugulosus,0.9287,synonym,AI-Growth-Lab/PatentSBERTa,0.7
Strongylites stygius,Strongulites stygicus,0.8427,synonym,AI-Growth-Lab/PatentSBERTa,0.7
Trachypachus gibbsii,Trachypachus alticola,0.7831,synonym,AI-Growth-Lab/PatentSBERTa,0.7
Trachypachus gibbsii,Trachypachus californicus,0.7525,synonym,AI-Growth-Lab/PatentSBERTa,0.7
Trachypachus inermis,Trachypachus holmbergi,0.7416,synonym,AI-Growth-Lab/PatentSBERTa,0.7
Trachypachus inermis,Trachypachus oregonus,0.7863,synonym,AI-Growth-Lab/PatentSBERTa,0.7
Trachypachus inermis,Trachypachus specularis,0.7853,synonym,AI-Growth-Lab/PatentSBERTa,0.7
Trachypachus zetterstedtii,Trachypachus laticollis,0.7594,synonym,AI-Growth-Lab/PatentSBERTa,0.7
Trachypachus zetterstedtii,Trachypachus transversicollis,0.7692,synonym,AI-Growth-Lab/PatentSBERTa,0.7
Systolosoma breve,Notioxenus bilunulatus,0.4176,not synonym,AI-Growth-Lab/PatentSBERTa,0.7
Systolosoma breve,Systolosoma bilunulatum,0.7896,synonym,AI-Growth-Lab/PatentSBERTa,0.7
Necronectulus avus,Necronetulus avus,0.8822,synonym,AI-Growth-Lab/PatentSBERTa,0.7
Ademosynoides asiatica,Petrodromeus asiaticus,0.6643,not synonym,AI-Growth-Lab/PatentSBERTa,0.7
Ademosynoides chinatica,Toksunius chinaticus,0.584,not synonym,AI-Growth-Lab/PatentSBERTa,0.7
Ademosynoides juxta,Dzeregia juxta,0.666,not synonym,AI-Growth-Lab/PatentSBERTa,0.7
Gyrinites minimus,Phaulogyrinus minimus,0.6231,not synonym,AI-Growth-Lab/PatentSBERTa,0.7
Epicerastes exstans,Epicerastes extans,0.9581,synonym,AI-Growth-Lab/PatentSBERTa,0.7
Epicerastes viridescens,Epicerastes viridanus,0.8409,synonym,AI-Growth-Lab/PatentSBERTa,0.7
Protaedus butoniensis,Protaedus butoniense,0.9202,synonym,AI-Growth-Lab/PatentSBERTa,0.7
Protaedus frontaltus,Protaedus fontaltus,0.8275,synonym,AI-Growth-Lab/PatentSBERTa,0.7
Protaedus matertera,Protaedus materta,0.9638,synonym,AI-Growth-Lab/PatentSBERTa,0.7
Protaedus robusticornis,Protaedus robusticorne,0.9608,synonym,AI-Growth-Lab/PatentSBERTa,0.7
Bothrus taiwanus,Physopterus taiwanus,0.6883,not synonym,AI-Growth-Lab/PatentSBERTa,0.7
Hucus numatus,Hucus numatus,1.0,synonym,AI-Growth-Lab/PatentSBERTa,0.7
Exillis aeruginosus,Exillis aeroginosus,0.8678,synonym,AI-Growth-Lab/PatentSBERTa,0.7
Dolichocera harmandi,Dolichocera hermandi,0.8056,synonym,AI-Growth-Lab/PatentSBERTa,0.7
Dolichocera schanus,Dolichocera schanus,1.0,synonym,AI-Growth-Lab/PatentSBERTa,0.7
Dolichocera tessellata,Dolichocera tessellatus,0.9724,synonym,AI-Growth-Lab/PatentSBERTa,0.7
Tophoderes depontanus,Syntophoderes depontanus,0.8118,synonym,AI-Growth-Lab/PatentSBERTa,0.7
Tophoderes sinuatocollis,Tophoderes sinuaticollis,0.8658,synonym,AI-Growth-Lab/PatentSBERTa,0.7
Anthribus moussonii,Anthribus moussoni,0.9777,synonym,AI-Growth-Lab/PatentSBERTa,0.7
Anthribus nebulosus,Anthribus minimus,0.78,synonym,AI-Growth-Lab/PatentSBERTa,0.7
Anthribus nebulosus,Anthribus tesselatus,0.8051,synonym,AI-Growth-Lab/PatentSBERTa,0.7
Anthribus nebulosus,Anthribus variegatus,0.6999,not synonym,AI-Growth-Lab/PatentSBERTa,0.7
Anthribus nebulosus,Brachytarsus kusteri,0.4922,not synonym,AI-Growth-Lab/PatentSBERTa,0.7
Anthribus scapularis,Brachytarsus rosae,0.5747,not synonym,AI-Growth-Lab/PatentSBERTa,0.7
Deropygus chaerilus,Deropygus cherilus,0.8511,synonym,AI-Growth-Lab/PatentSBERTa,0.7
Electranthribus zherikhini,Glaesotropis zherikhini,0.6704,not synonym,AI-Growth-Lab/PatentSBERTa,0.7
Sympaector revocans,Sympaector revocanus,0.889,synonym,AI-Growth-Lab/PatentSBERTa,0.7
Phytocerum cayennense,Cerophytum cayennense,0.7583,synonym,AI-Growth-Lab/PatentSBERTa,0.7
Idiomerus brevicornis,Necromera brevicornis,0.668,not synonym,AI-Growth-Lab/PatentSBERTa,0.7
Idiomerus inflatus,Necromera inflata,0.5661,not synonym,AI-Growth-Lab/PatentSBERTa,0.7
Idiomerus intermedius,Necromera intermedia,0.5284,not synonym,AI-Growth-Lab/PatentSBERTa,0.7
Idiomerus latissimus,Necromera latissima,0.6271,not synonym,AI-Growth-Lab/PatentSBERTa,0.7
Idiomerus longicornis,Necromera longicornis,0.6859,not synonym,AI-Growth-Lab/PatentSBERTa,0.7
Idiomerus musculus,Necromera muscula,0.6663,not synonym,AI-Growth-Lab/PatentSBERTa,0.7
Leptocnemus longus,Necromera longa,0.6355,not synonym,AI-Growth-Lab/PatentSBERTa,0.7
Baissophytum amplus,Baissopsis amplus,0.9095,synonym,AI-Growth-Lab/PatentSBERTa,0.7
Dolichocis laricinus,Ennearthron laricinum,0.5822,not synonym,AI-Growth-Lab/PatentSBERTa,0.7
Sulcacis bidentulus,Cis alpinus,0.5751,not synonym,AI-Growth-Lab/PatentSBERTa,0.7
Sulcacis curtulus,Cis criddlei,0.4718,not synonym,AI-Growth-Lab/PatentSBERTa,0.7
Sulcacis curtulus,Cis cylindricus,0.5532,not synonym,AI-Growth-Lab/PatentSBERTa,0.7
Sulcacis curtulus,Cis montana,0.4486,not synonym,AI-Growth-Lab/PatentSBERTa,0.7
Sulcacis curtulus,Cis sorror,0.4856,not synonym,AI-Growth-Lab/PatentSBERTa,0.7
Sulcacis curtulus,Sulcacis criddlei,0.8218,synonym,AI-Growth-Lab/PatentSBERTa,0.7
Sulcacis curtulus,Sulcacis cylindricus,0.852,synonym,AI-Growth-Lab/PatentSBERTa,0.7
Sulcacis curtulus,Sulcacis montana,0.7961,synonym,AI-Growth-Lab/PatentSBERTa,0.7
Sulcacis curtulus,Sulcacis niger,0.7178,synonym,AI-Growth-Lab/PatentSBERTa,0.7
Sulcacis curtulus,Sulcacis sorror,0.8061,synonym,AI-Growth-Lab/PatentSBERTa,0.7
Sulcacis fronticornis,Cis fronticornis,0.6929,not synonym,AI-Growth-Lab/PatentSBERTa,0.7
Sulcacis fronticornis,Rhopalodontus fronticornis,0.7607,synonym,AI-Growth-Lab/PatentSBERTa,0.7
Sulcacis nitidus,Cis nitidus,0.7174,synonym,AI-Growth-Lab/PatentSBERTa,0.7
Sulcacis nitidus,Ennearthron affine,0.3864,not synonym,AI-Growth-Lab/PatentSBERTa,0.7
Sulcacis nitidus,Ennearthron affinis,0.4361,not synonym,AI-Growth-Lab/PatentSBERTa,0.7
Sulcacis nitidus,Entypus affinis,0.5144,not synonym,AI-Growth-Lab/PatentSBERTa,0.7
Sulcacis nitidus,Sulcacis affinis,0.8034,synonym,AI-Growth-Lab/PatentSBERTa,0.7
Strigocis bicornis,Entypus bicornis,0.727,synonym,AI-Growth-Lab/PatentSBERTa,0.7
Strigocis bicornis,Strigocis fronticornis,0.8206,synonym,AI-Growth-Lab/PatentSBERTa,0.7
Strigocis bilimeki,Cis bilimeka,0.6165,not synonym,AI-Growth-Lab/PatentSBERTa,0.7
Strigocis opalescens,Strigocis davisi,0.7685,synonym,AI-Growth-Lab/PatentSBERTa,0.7
Strigocis opalescens,Xestocis davisi,0.5557,not synonym,AI-Growth-Lab/PatentSBERTa,0.7
Strigocis opalescens,Xestocis opalescens,0.7098,synonym,AI-Growth-Lab/PatentSBERTa,0.7
Wagaicis wagae,Wagaicis wagai,0.9301,synonym,AI-Growth-Lab/PatentSBERTa,0.7
Malacocis brevicollis,Brachycis brevicollis,0.8508,synonym,AI-Growth-Lab/PatentSBERTa,0.7
Cis miles,Xestocis miles,0.6636,not synonym,AI-Growth-Lab/PatentSBERTa,0.7
Cis krausi,Cis bicolor,0.6485,not synonym,AI-Growth-Lab/PatentSBERTa,0.7
Cis krausi,Cis bimaculatus,0.6556,not synonym,AI-Growth-Lab/PatentSBERTa,0.7
Cis krausi,Cis duryi,0.7153,synonym,AI-Growth-Lab/PatentSBERTa,0.7
Cis striatulus,Hadraule striatulus,0.6798,not synonym,AI-Growth-Lab/PatentSBERTa,0.7
Cis tetracentrum,Cis arizonae,0.6505,not synonym,AI-Growth-Lab/PatentSBERTa,0.7
Cis maritimus,Xestocis maritimus,0.7598,synonym,AI-Growth-Lab/PatentSBERTa,0.7
Cis ephippiatus,Cis ephippium,0.9396,synonym,AI-Growth-Lab/PatentSBERTa,0.7
Cis ephippiatus,Cis moznettei,0.6424,not synonym,AI-Growth-Lab/PatentSBERTa,0.7
Cis ephippiatus,Xestocis moznettei,0.5134,not synonym,AI-Growth-Lab/PatentSBERTa,0.7
Cis castaneus,Cis alter,0.6736,not synonym,AI-Growth-Lab/PatentSBERTa,0.7
Cis castaneus,Kateretes castaneus,0.6303,not synonym,AI-Growth-Lab/PatentSBERTa,0.7
Cis tristis,Cis falli,0.6805,not synonym,AI-Growth-Lab/PatentSBERTa,0.7
Cis tristis,Cis setulosus,0.7588,synonym,AI-Growth-Lab/PatentSBERTa,0.7
Cis festivus,Orthocis festivus,0.6771,not synonym,AI-Growth-Lab/PatentSBERTa,0.7
Cis levettei,Cis levellei,0.7476,synonym,AI-Growth-Lab/PatentSBERTa,0.7
Cis levettei,Xestocis levettei,0.7047,synonym,AI-Growth-Lab/PatentSBERTa,0.7
Cis castlei,Xestocis castlei,0.7364,synonym,AI-Growth-Lab/PatentSBERTa,0.7
Octotemnus laevis,Octotemnus denudatus,0.8239,synonym,AI-Growth-Lab/PatentSBERTa,0.7
Hadraule elongatula,Ennearthron striata,0.5034,not synonym,AI-Growth-Lab/PatentSBERTa,0.7
Hadraule elongatula,Hadraule coarctata,0.6847,not synonym,AI-Growth-Lab/PatentSBERTa,0.7
Hadraule elongatula,Hadraule striata,0.7175,synonym,AI-Growth-Lab/PatentSBERTa,0.7
Hadraule elongatula,Pityocis coarctata,0.4401,not synonym,AI-Growth-Lab/PatentSBERTa,0.7
Porculus dufaui,Cis dufaui,0.6453,not synonym,AI-Growth-Lab/PatentSBERTa,0.7
Ceracis bicornis,Ennearthron bicornis,0.7055,synonym,AI-Growth-Lab/PatentSBERTa,0.7
Ceracis californicus,Ceracis coloradensis,0.8189,synonym,AI-Growth-Lab/PatentSBERTa,0.7
Ceracis californicus,Ceracis convergens,0.7159,synonym,AI-Growth-Lab/PatentSBERTa,0.7
Ceracis californicus,Ceracis discolor,0.7165,synonym,AI-Growth-Lab/PatentSBERTa,0.7
Ceracis californicus,Ceracis grossulus,0.7906,synonym,AI-Growth-Lab/PatentSBERTa,0.7
Ceracis californicus,Ceracis oregonus,0.8151,synonym,AI-Growth-Lab/PatentSBERTa,0.7
Ceracis californicus,Ennearthron californicus,0.8004,synonym,AI-Growth-Lab/PatentSBERTa,0.7
Ceracis californicus,Ennearthron coloradensis,0.5616,not synonym,AI-Growth-Lab/PatentSBERTa,0.7
Ceracis californicus,Ennearthron convergens,0.4059,not synonym,AI-Growth-Lab/PatentSBERTa,0.7
Ceracis californicus,Ennearthron discolor,0.4321,not synonym,AI-Growth-Lab/PatentSBERTa,0.7
Ceracis californicus,Ennearthron grossulus,0.5042,not synonym,AI-Growth-Lab/PatentSBERTa,0.7
Ceracis californicus,Ennearthron oregonus,0.4967,not synonym,AI-Growth-Lab/PatentSBERTa,0.7
Ceracis castaneipennis,Ceracis ater,0.75,synonym,AI-Growth-Lab/PatentSBERTa,0.7
Ceracis castaneipennis,Ceracis rufipes,0.6653,not synonym,AI-Growth-Lab/PatentSBERTa,0.7
Ceracis cornifer,Ceracis cylindricus,0.7765,synonym,AI-Growth-Lab/PatentSBERTa,0.7
Ceracis cornifer,Ceracis simplicicornis,0.7237,synonym,AI-Growth-Lab/PatentSBERTa,0.7
Ceracis cornifer,Ennearthron corniferum,0.6546,not synonym,AI-Growth-Lab/PatentSBERTa,0.7
Ceracis cornifer,Ennearthron cylindricum,0.4554,not synonym,AI-Growth-Lab/PatentSBERTa,0.7
Ceracis cornifer,Ennearthron simplicicorne,0.4495,not synonym,AI-Growth-Lab/PatentSBERTa,0.7
Ceracis cucullatus,Ennearthron cucullatum,0.6944,not synonym,AI-Growth-Lab/PatentSBERTa,0.7
Ceracis curtus,Ceracis compactus,0.8308,synonym,AI-Growth-Lab/PatentSBERTa,0.7
Ceracis curtus,Ceracis obesus,0.8359,synonym,AI-Growth-Lab/PatentSBERTa,0.7
Ceracis curtus,Cis obesus,0.4947,not synonym,AI-Growth-Lab/PatentSBERTa,0.7
Ceracis curtus,Ennearthron compactus,0.5417,not synonym,AI-Growth-Lab/PatentSBERTa,0.7
Ceracis curtus,Ennearthron curtus,0.7341,synonym,AI-Growth-Lab/PatentSBERTa,0.7
Ceracis dixiensis,Octotemnus dixiensis,0.7496,synonym,AI-Growth-Lab/PatentSBERTa,0.7
Ceracis furcifer,Ennearthron furcifer,0.6741,not synonym,AI-Growth-Lab/PatentSBERTa,0.7
Ceracis militaris,Ennearthron militaris,0.7108,synonym,AI-Growth-Lab/PatentSBERTa,0.7
Ceracis minutissimus,Cis minutissimus,0.7676,synonym,AI-Growth-Lab/PatentSBERTa,0.7
Ceracis monocerus,Ceracis unicorne,0.7531,synonym,AI-Growth-Lab/PatentSBERTa,0.7
Ceracis monocerus,Ceracis unicornis,0.7996,synonym,AI-Growth-Lab/PatentSBERTa,0.7
Ceracis monocerus,Ennearthron unicorne,0.4602,not synonym,AI-Growth-Lab/PatentSBERTa,0.7
Ceracis monocerus,Ennearthron unicornis,0.5302,not synonym,AI-Growth-Lab/PatentSBERTa,0.7
Ceracis multipunctatus,Ennearthron multipunctatus,0.7608,synonym,AI-Growth-Lab/PatentSBERTa,0.7
Ceracis nigricans,Ennearthron nigricans,0.7132,synonym,AI-Growth-Lab/PatentSBERTa,0.7
Ceracis pullulus,Ennearthron pullulus,0.6926,not synonym,AI-Growth-Lab/PatentSBERTa,0.7
Ceracis sallei,Ceracis sellei,0.7915,synonym,AI-Growth-Lab/PatentSBERTa,0.7
Ceracis sallei,Ennearthron sallei,0.738,synonym,AI-Growth-Lab/PatentSBERTa,0.7
Ceracis singularis,Xestocis singularis,0.7895,synonym,AI-Growth-Lab/PatentSBERTa,0.7
Ceracis thoracicornis,Ceracis bifoveatus,0.6903,not synonym,AI-Growth-Lab/PatentSBERTa,0.7
Ceracis thoracicornis,Ceracis laminifrons,0.7169,synonym,AI-Growth-Lab/PatentSBERTa,0.7
Ceracis thoracicornis,Ceracis mellyi,0.7344,synonym,AI-Growth-Lab/PatentSBERTa,0.7
Ceracis thoracicornis,Ceracis oblongus,0.7272,synonym,AI-Growth-Lab/PatentSBERTa,0.7
Ceracis thoracicornis,Ceracis piceus,0.7421,synonym,AI-Growth-Lab/PatentSBERTa,0.7
Ceracis thoracicornis,Ceracis pumicatus,0.6827,not synonym,AI-Growth-Lab/PatentSBERTa,0.7
Ceracis thoracicornis,Ceracis thoracicinus,0.9514,synonym,AI-Growth-Lab/PatentSBERTa,0.7
Ceracis thoracicornis,Ceracis thoracicus,0.9406,synonym,AI-Growth-Lab/PatentSBERTa,0.7
Ceracis thoracicornis,Ceracis unicolor,0.6913,not synonym,AI-Growth-Lab/PatentSBERTa,0.7
Ceracis thoracicornis,Cis thoracicornis,0.8346,synonym,AI-Growth-Lab/PatentSBERTa,0.7
Ceracis thoracicornis,Ennearthron laminifrons,0.5172,not synonym,AI-Growth-Lab/PatentSBERTa,0.7
Ceracis thoracicornis,Ennearthron mellyi,0.5494,not synonym,AI-Growth-Lab/PatentSBERTa,0.7
Ceracis thoracicornis,Ennearthron oblongus,0.5088,not synonym,AI-Growth-Lab/PatentSBERTa,0.7
Ceracis thoracicornis,Ennearthron piceus,0.5231,not synonym,AI-Growth-Lab/PatentSBERTa,0.7
Ceracis thoracicornis,Ennearthron unicolor,0.4722,not synonym,AI-Growth-Lab/PatentSBERTa,0.7
Rhopalodontus baudueri,Ropalodontus baudueri,0.831,synonym,AI-Growth-Lab/PatentSBERTa,0.7
Rhopalodontus perforatus,Ropalodontus perforatus,0.8149,synonym,AI-Growth-Lab/PatentSBERTa,0.7
Rhopalodontus strandi,Ropalodontus strandi,0.8196,synonym,AI-Growth-Lab/PatentSBERTa,0.7
Orthocis coluber,Orthocis latifrons,0.7476,synonym,AI-Growth-Lab/PatentSBERTa,0.7
Orthocis linearis,Cis perrisi,0.4465,not synonym,AI-Growth-Lab/PatentSBERTa,0.7
Orthocis linearis,Orthocis perrisi,0.8313,synonym,AI-Growth-Lab/PatentSBERTa,0.7
Orthocis punctatus,Cis punctatus,0.6727,not synonym,AI-Growth-Lab/PatentSBERTa,0.7
Orthocis punctatus,Orthocis aterrimus,0.8027,synonym,AI-Growth-Lab/PatentSBERTa,0.7
Orthocis testaceofasciatus,Cis testaceofasciatus,0.7464,synonym,AI-Growth-Lab/PatentSBERTa,0.7
Orthocis transversatus,Ennearthron pallidus,0.5119,not synonym,AI-Growth-Lab/PatentSBERTa,0.7
Orthocis transversatus,Ennearthron transversatus,0.7024,synonym,AI-Growth-Lab/PatentSBERTa,0.7
Orthocis transversatus,Orthocis pallidus,0.7722,synonym,AI-Growth-Lab/PatentSBERTa,0.7
Ennearthron cornutum,Cis cornutus,0.4589,not synonym,AI-Growth-Lab/PatentSBERTa,0.7
Ennearthron cornutum,Ennearthron concinnum,0.7576,synonym,AI-Growth-Lab/PatentSBERTa,0.7
Ennearthron palmi,Cis filum,0.3485,not synonym,AI-Growth-Lab/PatentSBERTa,0.7
