species,oldSpeciesCanonicalName,similarity,prediction,model,threshold
Philarista porphyrinella,Brunia intersecta,0.6931,not synonym,allenai/scibert_scivocab_cased,0.7
Philarista porphyrinella,Cryptolechia porphyrinella,0.8627,synonym,allenai/scibert_scivocab_cased,0.7
Cyanocrates grandis,Cyanocrates signata,0.8985,synonym,allenai/scibert_scivocab_cased,0.7
Cyanocrates grandis,Ommatothelxis grandis,0.7934,synonym,allenai/scibert_scivocab_cased,0.7
Lichenaula afflictella,Cryptolechia afflictella,0.8716,synonym,allenai/scibert_scivocab_cased,0.7
Lichenaula lichenea,Lichenaula lichenaea,0.9604,synonym,allenai/scibert_scivocab_cased,0.7
Lichenaula cryptoleuca,Phthonerodes cryptoleuca,0.9124,synonym,allenai/scibert_scivocab_cased,0.7
Lichenaula laniata,Lichenaula sternoides,0.9383,synonym,allenai/scibert_scivocab_cased,0.7
Lichenaula comparella,Lichenaula callisema,0.8814,synonym,allenai/scibert_scivocab_cased,0.7
Lichenaula comparella,Oecophora comparella,0.9083,synonym,allenai/scibert_scivocab_cased,0.7
Lichenaula anthracopsara,Phthonerodes anthracopsara,0.8951,synonym,allenai/scibert_scivocab_cased,0.7
Lichenaula phloeochroa,Lichenaula provisa,0.8118,synonym,allenai/scibert_scivocab_cased,0.7
Lichenaula maculosa,Polynesa maculosa,0.8722,synonym,allenai/scibert_scivocab_cased,0.7
Heterochyta aprepta,Heterochyta abrepta,0.9721,synonym,allenai/scibert_scivocab_cased,0.7
Heterochyta aprepta,Macrobela aprepta,0.7942,synonym,allenai/scibert_scivocab_cased,0.7
Heterochyta infesta,Heterobathra infesta,0.9285,synonym,allenai/scibert_scivocab_cased,0.7
Catoryctis leucomerata,Phthonerodes leucomerata,0.8841,synonym,allenai/scibert_scivocab_cased,0.7
Catoryctis sciastis,Xylorycta sciastis,0.9389,synonym,allenai/scibert_scivocab_cased,0.7
Catoryctis subnexella,Oecophora subnexella,0.896,synonym,allenai/scibert_scivocab_cased,0.7
Catoryctis subparallela,Oecophora fissulella,0.8221,synonym,allenai/scibert_scivocab_cased,0.7
Catoryctis subparallela,Oecophora nexella,0.8324,synonym,allenai/scibert_scivocab_cased,0.7
Catoryctis subparallela,Oecophora subparallela,0.9136,synonym,allenai/scibert_scivocab_cased,0.7
Brachybelistis blackburnii,Cryptophaga blackburnii,0.8782,synonym,allenai/scibert_scivocab_cased,0.7
Brachybelistis pentachroa,Xylorycta pentachroa,0.9019,synonym,allenai/scibert_scivocab_cased,0.7
Telecrates desmochrysa,Telecrates nigricansella,0.8743,synonym,allenai/scibert_scivocab_cased,0.7
Telecrates laetiorella,Oecophora laetiorella,0.8759,synonym,allenai/scibert_scivocab_cased,0.7
Telecrates melanochrysa,Xylorycta melanochrysa,0.893,synonym,allenai/scibert_scivocab_cased,0.7
Gomphoscopa catoryctopsis,Pachycera catoryctopsis,0.9338,synonym,allenai/scibert_scivocab_cased,0.7
Thymiatris allocrossa,Lichenaula allocrossa,0.6838,not synonym,allenai/scibert_scivocab_cased,0.7
Thymiatris cephalochra,Xylorycta cephalochra,0.8415,synonym,allenai/scibert_scivocab_cased,0.7
Leptobelistis isthmodes,Oegoconia isthmodes,0.8474,synonym,allenai/scibert_scivocab_cased,0.7
Plectophila acrochroa,Xylorycta acrochroa,0.9189,synonym,allenai/scibert_scivocab_cased,0.7
Plectophila discalis,Acontia discalis,0.7062,synonym,allenai/scibert_scivocab_cased,0.7
Plectophila discalis,Lichenaula inscripta,0.7311,synonym,allenai/scibert_scivocab_cased,0.7
Plectophila discalis,Lichenaula ombralota,0.6774,not synonym,allenai/scibert_scivocab_cased,0.7
Plectophila discalis,Lichenaula oxygona,0.811,synonym,allenai/scibert_scivocab_cased,0.7
Plectophila electella,Oecophora electella,0.832,synonym,allenai/scibert_scivocab_cased,0.7
Plectophila eucrines,Lichenaula eucrines,0.8903,synonym,allenai/scibert_scivocab_cased,0.7
Plectophila micradelpha,Lichenaula micradelpha,0.8132,synonym,allenai/scibert_scivocab_cased,0.7
Plectophila pyrgodes,Plectophila ascripta,0.8848,synonym,allenai/scibert_scivocab_cased,0.7
Plectophila thiophanes,Xylorycta thiophanes,0.9122,synonym,allenai/scibert_scivocab_cased,0.7
Potniarcha hierastis,Cryptophaga hierastis,0.8339,synonym,allenai/scibert_scivocab_cased,0.7
Zaphanaula hemileuca,Antiopala moderata,0.8099,synonym,allenai/scibert_scivocab_cased,0.7
Zaphanaula hemileuca,Oecophora hemileuca,0.847,synonym,allenai/scibert_scivocab_cased,0.7
Zaphanaula hemileuca,Peltophora leucoplaca,0.8089,synonym,allenai/scibert_scivocab_cased,0.7
Zaphanaula hemileuca,Zaphanaula diffusa,0.9224,synonym,allenai/scibert_scivocab_cased,0.7
Zaphanaula hemileuca,Zaphanaula xenophila,0.8799,synonym,allenai/scibert_scivocab_cased,0.7
Cophomantella aphanozona,Cophomantis aphanozona,0.9691,synonym,allenai/scibert_scivocab_cased,0.7
Cophomantella artonoma,Cophomantis artonoma,0.9435,synonym,allenai/scibert_scivocab_cased,0.7
Cophomantella bifrenata,Onebala bifrenata,0.8517,synonym,allenai/scibert_scivocab_cased,0.7
Cophomantella bythota,Onebala bythota,0.8423,synonym,allenai/scibert_scivocab_cased,0.7
Cophomantella crypsizyga,Onebala crypsizyga,0.8134,synonym,allenai/scibert_scivocab_cased,0.7
Cophomantella cubiculata,Onebala cubiculata,0.8674,synonym,allenai/scibert_scivocab_cased,0.7
Cophomantella cyclopodes,Onebala cyclopodes,0.8301,synonym,allenai/scibert_scivocab_cased,0.7
Cophomantella elaphopis,Onebala elaphopis,0.9322,synonym,allenai/scibert_scivocab_cased,0.7
Cophomantella ephanozona,Cophomantis ephanozona,0.9422,synonym,allenai/scibert_scivocab_cased,0.7
Cophomantella eremota,Onebala eremota,0.8416,synonym,allenai/scibert_scivocab_cased,0.7
Cophomantella furnaria,Lecithocera furnaria,0.886,synonym,allenai/scibert_scivocab_cased,0.7
Cophomantella homogramma,Onebala homogramma,0.8592,synonym,allenai/scibert_scivocab_cased,0.7
Cophomantella lychnocentra,Styloceros lychnocentra,0.9005,synonym,allenai/scibert_scivocab_cased,0.7
Cophomantella myadelpha,Onebala myadelpha,0.8579,synonym,allenai/scibert_scivocab_cased,0.7
Cophomantella osphrantica,Cophomantis osphrantica,0.971,synonym,allenai/scibert_scivocab_cased,0.7
Cophomantella pumicata,Cophomantis pumicata,0.9542,synonym,allenai/scibert_scivocab_cased,0.7
Cophomantella syngonarcha,Cophomantis syngonarcha,0.9028,synonym,allenai/scibert_scivocab_cased,0.7
Hylypnes isosticha,Odites isosticha,0.9239,synonym,allenai/scibert_scivocab_cased,0.7
Hylypnes leptosticta,Cryptolechia leptosticta,0.9148,synonym,allenai/scibert_scivocab_cased,0.7
Hylypnes pudica,Odites pudica,0.8234,synonym,allenai/scibert_scivocab_cased,0.7
Eupetochira xystopala,Nephantis xystopala,0.8736,synonym,allenai/scibert_scivocab_cased,0.7
Xylomimetes trachyptera,Pilostibes trachyptera,0.8953,synonym,allenai/scibert_scivocab_cased,0.7
Arignota stercorata,Xylorycta stercorata,0.9206,synonym,allenai/scibert_scivocab_cased,0.7
Zauclophora metaphaeella,Safra metaphaeella,0.8818,synonym,allenai/scibert_scivocab_cased,0.7
Zauclophora muscerdella,Cryptolechia muscerdella,0.8951,synonym,allenai/scibert_scivocab_cased,0.7
Zauclophora pelodes,Xylorycta cirrhodes,0.891,synonym,allenai/scibert_scivocab_cased,0.7
Zauclophora procellosa,Clerarcha procellosa,0.7991,synonym,allenai/scibert_scivocab_cased,0.7
Scieropepla orthosema,Procometis orthosema,0.906,synonym,allenai/scibert_scivocab_cased,0.7
Scieropepla reversella,Cryptolechia abrosella,0.7503,synonym,allenai/scibert_scivocab_cased,0.7
Scieropepla reversella,Cryptolechia reversella,0.8005,synonym,allenai/scibert_scivocab_cased,0.7
Scieropepla serica,Tanyzancla serica,0.8652,synonym,allenai/scibert_scivocab_cased,0.7
Scieropepla serina,Procometis trispora,0.6895,not synonym,allenai/scibert_scivocab_cased,0.7
Scieropepla typhicola,Scieropepla typicola,0.9321,synonym,allenai/scibert_scivocab_cased,0.7
Pilostibes basivitta,Marisba basivitta,0.8719,synonym,allenai/scibert_scivocab_cased,0.7
Pilostibes basivitta,Pilostibes enchidias,0.7721,synonym,allenai/scibert_scivocab_cased,0.7
Thysiarcha ecclesiastis,Cryptophasa ecclesiastis,0.8306,synonym,allenai/scibert_scivocab_cased,0.7
Paralypusa chinensis,Pseudatemelia chinensis,0.8999,synonym,allenai/scibert_scivocab_cased,0.7
Diurnea fagella,Chimabacche fagella,0.8935,synonym,allenai/scibert_scivocab_cased,0.7
Diurnea fagella,Chimabacche nolckenella,0.7425,synonym,allenai/scibert_scivocab_cased,0.7
Diurnea fagella,Diurnea dormoyella,0.895,synonym,allenai/scibert_scivocab_cased,0.7
Diurnea fagella,Diurnea nolckenella,0.8862,synonym,allenai/scibert_scivocab_cased,0.7
Diurnea fagella,Tinea fagella,0.8756,synonym,allenai/scibert_scivocab_cased,0.7
Diurnea fumida,Dasystoma fumida,0.809,synonym,allenai/scibert_scivocab_cased,0.7
Diurnea fumida,Sciaphila fumida,0.7496,synonym,allenai/scibert_scivocab_cased,0.7
Diurnea lipsiella,Chimabacche phryganella,0.8031,synonym,allenai/scibert_scivocab_cased,0.7
Diurnea lipsiella,Diurnea lipsiella,1.0,synonym,allenai/scibert_scivocab_cased,0.7
Diurnea lipsiella,Diurnea novembris,0.8116,synonym,allenai/scibert_scivocab_cased,0.7
Diurnea lipsiella,Diurnea phryganella,0.8547,synonym,allenai/scibert_scivocab_cased,0.7
Diurnea lipsiella,Lemmatophila phryganella,0.6506,not synonym,allenai/scibert_scivocab_cased,0.7
Dasystoma kurentzovi,Cheimophila kurentzovi,0.7427,synonym,allenai/scibert_scivocab_cased,0.7
Dasystoma salicella,Cheimophila salicella,0.8235,synonym,allenai/scibert_scivocab_cased,0.7
Dasystoma salicella,Hercyna rufocrinitalis,0.7822,synonym,allenai/scibert_scivocab_cased,0.7
Dasystoma salicella,Lemmatophila salicella,0.8464,synonym,allenai/scibert_scivocab_cased,0.7
Agnoea aeneella,Borkhausenia aeneella,0.9114,synonym,allenai/scibert_scivocab_cased,0.7
Agnoea colurnella,Borkhausenia colurnella,0.8876,synonym,allenai/scibert_scivocab_cased,0.7
Agnoea colurnella,Borkhausenia pulverosella,0.8193,synonym,allenai/scibert_scivocab_cased,0.7
Agnoea colurnella,Pseudatemelia colurnella,0.9236,synonym,allenai/scibert_scivocab_cased,0.7
Agnoea detrimentella,Borkhausenia detrimentella,0.8159,synonym,allenai/scibert_scivocab_cased,0.7
Agnoea detrimentella,Pseudatemelia detrimentella,0.8746,synonym,allenai/scibert_scivocab_cased,0.7
Agnoea elsae,Borkhausenia elsae,0.7356,synonym,allenai/scibert_scivocab_cased,0.7
Agnoea elsae,Pseudatemelia elsae,0.7947,synonym,allenai/scibert_scivocab_cased,0.7
Agnoea filiella,Borkhausenia filiella,0.859,synonym,allenai/scibert_scivocab_cased,0.7
Agnoea filiella,Pseudatemelia filiella,0.8994,synonym,allenai/scibert_scivocab_cased,0.7
Agnoea flavifrontella,Borkhausenia flavifrontella,0.89,synonym,allenai/scibert_scivocab_cased,0.7
Agnoea flavifrontella,Pseudatemelia flavifrontella,0.9045,synonym,allenai/scibert_scivocab_cased,0.7
Agnoea flavifrontella,Tubuliferola flavifrontella,0.8723,synonym,allenai/scibert_scivocab_cased,0.7
Agnoea fuscifrontella,Agnoea evanescens,0.8128,synonym,allenai/scibert_scivocab_cased,0.7
Agnoea fuscifrontella,Blastobasis evanescens,0.7835,synonym,allenai/scibert_scivocab_cased,0.7
Agnoea fuscifrontella,Borkhausenia fuscifrontella,0.9025,synonym,allenai/scibert_scivocab_cased,0.7
Agnoea fuscifrontella,Pseudatemelia fuscifrontella,0.9375,synonym,allenai/scibert_scivocab_cased,0.7
Agnoea josephinae,Pseudatemelia josephinae,0.9002,synonym,allenai/scibert_scivocab_cased,0.7
Agnoea langohri,Pseudatemelia langohri,0.8248,synonym,allenai/scibert_scivocab_cased,0.7
Agnoea latipennella,Pseudatemelia latipennella,0.9303,synonym,allenai/scibert_scivocab_cased,0.7
Agnoea lavandulae,Borkhausenia ardosiella,0.7581,synonym,allenai/scibert_scivocab_cased,0.7
Agnoea lavandulae,Borkhausenia lavandulae,0.8152,synonym,allenai/scibert_scivocab_cased,0.7
Agnoea lavandulae,Borkhausenia pulverisquamis,0.7399,synonym,allenai/scibert_scivocab_cased,0.7
Agnoea lavandulae,Oecophora ardosiella,0.686,not synonym,allenai/scibert_scivocab_cased,0.7
Agnoea lavandulae,Pseudatemelia lavandulae,0.783,synonym,allenai/scibert_scivocab_cased,0.7
Agnoea pallidella,Borkhausenia pallidella,0.76,synonym,allenai/scibert_scivocab_cased,0.7
Agnoea pallidella,Pseudatemelia pallidella,0.7857,synonym,allenai/scibert_scivocab_cased,0.7
Agnoea semifuscata,Pseudatemelia semifuscata,0.9094,synonym,allenai/scibert_scivocab_cased,0.7
Agnoea subgilvida,Pseudatemelia subgilvida,0.8818,synonym,allenai/scibert_scivocab_cased,0.7
Agnoea subgilvida,Tubuliferola subgilvida,0.8378,synonym,allenai/scibert_scivocab_cased,0.7
Agnoea subochreella,Agnoea panzerella,0.9162,synonym,allenai/scibert_scivocab_cased,0.7
Agnoea subochreella,Pseudatemelia panzerella,0.8371,synonym,allenai/scibert_scivocab_cased,0.7
Agnoea subochreella,Pseudatemelia subochreella,0.9285,synonym,allenai/scibert_scivocab_cased,0.7
Agnoea subochreella,Tubuliferola subochreella,0.8586,synonym,allenai/scibert_scivocab_cased,0.7
Agnoea synchrozella,Pseudatemelia synchrozella,0.8661,synonym,allenai/scibert_scivocab_cased,0.7
Agnoea xanthosoma,Pseudatemelia xanthosoma,0.9235,synonym,allenai/scibert_scivocab_cased,0.7
Atosia doenia,Parasa doenia,0.8861,synonym,allenai/scibert_scivocab_cased,0.7
Eukarschia mitis,Gephyrophora mitis,0.8906,synonym,allenai/scibert_scivocab_cased,0.7
Euphlyctina phaeopasta,Araeogyia phaeopasta,0.9292,synonym,allenai/scibert_scivocab_cased,0.7
Lithacodes fasciola,Limacodes fasciola,0.9356,synonym,allenai/scibert_scivocab_cased,0.7
Lithacodes fasciola,Lithacodes belfragei,0.7707,synonym,allenai/scibert_scivocab_cased,0.7
Lithacodes fasciola,Lithacodes divergens,0.8721,synonym,allenai/scibert_scivocab_cased,0.7
Lithacodes fasciola,Lithacodes laticlavia,0.8693,synonym,allenai/scibert_scivocab_cased,0.7
Lithacodes fiskeana,Tortricidia fiskeana,0.9195,synonym,allenai/scibert_scivocab_cased,0.7
Parapluda incincta,Apluda incincta,0.8587,synonym,allenai/scibert_scivocab_cased,0.7
Parapluda incincta,Apluda schaliphlebia,0.7623,synonym,allenai/scibert_scivocab_cased,0.7
Parapluda incincta,Parapluda schaliphlebia,0.8221,synonym,allenai/scibert_scivocab_cased,0.7
Parapluda invitabilis,Apluda similis,0.8391,synonym,allenai/scibert_scivocab_cased,0.7
Parapluda invitabilis,Heterogenea invitabilis,0.8188,synonym,allenai/scibert_scivocab_cased,0.7
Parapluda invitabilis,Parapluda similis,0.8936,synonym,allenai/scibert_scivocab_cased,0.7
Parapluda monogramma,Apluda monogramma,0.9027,synonym,allenai/scibert_scivocab_cased,0.7
Parapluda syngrapha,Apluda syngrapha,0.8741,synonym,allenai/scibert_scivocab_cased,0.7
Euclea aemilia,Bombyx aemilia,0.9004,synonym,allenai/scibert_scivocab_cased,0.7
Euclea aemilia,Euclea discolor,0.9064,synonym,allenai/scibert_scivocab_cased,0.7
Euclea bidiscalis,Miresa doriens,0.7748,synonym,allenai/scibert_scivocab_cased,0.7
Euclea byrne,Metraga byrne,0.8896,synonym,allenai/scibert_scivocab_cased,0.7
Euclea cippus,Bombyx cippus,0.8922,synonym,allenai/scibert_scivocab_cased,0.7
Euclea cippus,Phalaena cippus,0.9105,synonym,allenai/scibert_scivocab_cased,0.7
Euclea copac,Neomiresa copac,0.8948,synonym,allenai/scibert_scivocab_cased,0.7
Euclea delphinii,Empretia paenulata,0.6369,not synonym,allenai/scibert_scivocab_cased,0.7
Euclea delphinii,Euclea bifida,0.7123,synonym,allenai/scibert_scivocab_cased,0.7
Euclea delphinii,Euclea elliotii,0.9175,synonym,allenai/scibert_scivocab_cased,0.7
Euclea delphinii,Euclea ferruginea,0.8644,synonym,allenai/scibert_scivocab_cased,0.7
Euclea delphinii,Euclea interjecta,0.6707,not synonym,allenai/scibert_scivocab_cased,0.7
Euclea delphinii,Euclea mira,0.7708,synonym,allenai/scibert_scivocab_cased,0.7
Euclea delphinii,Euclea monitor,0.6067,not synonym,allenai/scibert_scivocab_cased,0.7
Euclea delphinii,Euclea strigata,0.8427,synonym,allenai/scibert_scivocab_cased,0.7
Euclea delphinii,Euclea viridiclava,0.8611,synonym,allenai/scibert_scivocab_cased,0.7
Euclea delphinii,Limacodes argentata,0.7948,synonym,allenai/scibert_scivocab_cased,0.7
Euclea delphinii,Limacodes delphinii,0.9301,synonym,allenai/scibert_scivocab_cased,0.7
Euclea delphinii,Limacodes querceti,0.6883,not synonym,allenai/scibert_scivocab_cased,0.7
Euclea delphinii,Limacodes quercicola,0.6893,not synonym,allenai/scibert_scivocab_cased,0.7
Euclea delphinii,Nochelia tardigrada,0.7777,synonym,allenai/scibert_scivocab_cased,0.7
Euclea delphinii,Nyssia varia,0.665,not synonym,allenai/scibert_scivocab_cased,0.7
Euclea delphinii,Parasa excisa,0.6494,not synonym,allenai/scibert_scivocab_cased,0.7
Euclea delphinii,Parasa incisa,0.5894,not synonym,allenai/scibert_scivocab_cased,0.7
Euclea delphinii,Sibine varia,0.6686,not synonym,allenai/scibert_scivocab_cased,0.7
Euclea determinata,Metraga costilinea,0.7044,synonym,allenai/scibert_scivocab_cased,0.7
Euclea dicolon,Phalaena dicolon,0.8062,synonym,allenai/scibert_scivocab_cased,0.7
Euclea diversa,Euclea retroversa,0.8837,synonym,allenai/scibert_scivocab_cased,0.7
Euclea diversa,Semyra diversa,0.9233,synonym,allenai/scibert_scivocab_cased,0.7
Euclea diversa,Teinorhyncha vericrux,0.7005,synonym,allenai/scibert_scivocab_cased,0.7
Euclea dolosa,Hydrias dolosa,0.892,synonym,allenai/scibert_scivocab_cased,0.7
Euclea norba,Sibine norba,0.8505,synonym,allenai/scibert_scivocab_cased,0.7
Euclea plugma,Euclea chiriquensis,0.7933,synonym,allenai/scibert_scivocab_cased,0.7
Euclea plugma,Euclea zygia,0.8891,synonym,allenai/scibert_scivocab_cased,0.7
Euclea plugma,Metraga colle,0.783,synonym,allenai/scibert_scivocab_cased,0.7
Euclea plugma,Metraga hoboa,0.8202,synonym,allenai/scibert_scivocab_cased,0.7
Euclea plugma,Metraga perplexa,0.777,synonym,allenai/scibert_scivocab_cased,0.7
Euclea plugma,Phalaena plugma,0.741,synonym,allenai/scibert_scivocab_cased,0.7
Euclea rufa,Neomires rufa,0.818,synonym,allenai/scibert_scivocab_cased,0.7
Euclea spadicis,Monoleuca spadicis,0.9203,synonym,allenai/scibert_scivocab_cased,0.7
Pectinarosa alastor,Altha alastor,0.8072,synonym,allenai/scibert_scivocab_cased,0.7
Melinaria campagnei,Parasa campagnei,0.8893,synonym,allenai/scibert_scivocab_cased,0.7
Melinaria repanda,Neaera repanda,0.8809,synonym,allenai/scibert_scivocab_cased,0.7
Melinaria repanda,Parasa repanda,0.8938,synonym,allenai/scibert_scivocab_cased,0.7
Caffricola cloeckneria,Bombyx cloeckneria,0.9049,synonym,allenai/scibert_scivocab_cased,0.7
Heringocena andobo,Pseudomocena andobo,0.8407,synonym,allenai/scibert_scivocab_cased,0.7
Heringocena difficilis,Pseudomocena difficilis,0.9029,synonym,allenai/scibert_scivocab_cased,0.7
Vipsania melanois,Pseudovipsania melanois,0.8599,synonym,allenai/scibert_scivocab_cased,0.7
Vipsania schevi,Lithacodes schevi,0.8364,synonym,allenai/scibert_scivocab_cased,0.7
Narosoideus flavidorsalis,Heterogena flavidorsalis,0.8636,synonym,allenai/scibert_scivocab_cased,0.7
Narosoideus flavidorsalis,Narosoideus flavissima,0.9514,synonym,allenai/scibert_scivocab_cased,0.7
Narosoideus flavidorsalis,Narosoideus micans,0.9026,synonym,allenai/scibert_scivocab_cased,0.7
Narosoideus fuscicostalis,Miresa fuscicostalis,0.919,synonym,allenai/scibert_scivocab_cased,0.7
Narosoideus vulpina,Narosoideus apicipennis,0.904,synonym,allenai/scibert_scivocab_cased,0.7
Narosoideus vulpina,Narosoideus aurisoma,0.9344,synonym,allenai/scibert_scivocab_cased,0.7
Narosoideus vulpina,Narosoideus formosanus,0.9447,synonym,allenai/scibert_scivocab_cased,0.7
Narosoideus vulpina,Narosoideus formosicola,0.9177,synonym,allenai/scibert_scivocab_cased,0.7
Narosoideus vulpina,Vipsania vulpina,0.8522,synonym,allenai/scibert_scivocab_cased,0.7
Cyclopterana reducta,Cycloptera reducta,0.9711,synonym,allenai/scibert_scivocab_cased,0.7
Altha peralbida,Thosea peralbida,0.8894,synonym,allenai/scibert_scivocab_cased,0.7
Narosopsis leucospila,Narosopsis vynia,0.8924,synonym,allenai/scibert_scivocab_cased,0.7
Ctenolita auribasalis,Miresa auribasalis,0.8635,synonym,allenai/scibert_scivocab_cased,0.7
Ctenolita auribasalis,Teinorhyncha auribasalis,0.8967,synonym,allenai/scibert_scivocab_cased,0.7
Ctenolita epargyra,Ctenolita cerdo,0.851,synonym,allenai/scibert_scivocab_cased,0.7
Ctenolita epargyra,Teinorhyncha cerdo,0.7423,synonym,allenai/scibert_scivocab_cased,0.7
Ctenolita nobilior,Miresa nobilior,0.8593,synonym,allenai/scibert_scivocab_cased,0.7
Ctenolita nobilior,Teinorhyncha nobilior,0.793,synonym,allenai/scibert_scivocab_cased,0.7
Ctenolita pyrosomoides,Miresa pyrosomoides,0.9265,synonym,allenai/scibert_scivocab_cased,0.7
Ctenolita pyrosomoides,Teinorhyncha pyrosomoides,0.8767,synonym,allenai/scibert_scivocab_cased,0.7
Comanula uniformis,Comanula bipunctata,0.8115,synonym,allenai/scibert_scivocab_cased,0.7
Comanula uniformis,Hildala uniformis,0.8157,synonym,allenai/scibert_scivocab_cased,0.7
Narosa argentipuncta,Narosa narcha,0.8866,synonym,allenai/scibert_scivocab_cased,0.7
Narosa corusca,Narosa baibarana,0.8979,synonym,allenai/scibert_scivocab_cased,0.7
Narosa corusca,Narosa ishidae,0.8439,synonym,allenai/scibert_scivocab_cased,0.7
Narosa corusca,Narosa shinshana,0.7676,synonym,allenai/scibert_scivocab_cased,0.7
Narosa corusca,Narosa takamukui,0.7793,synonym,allenai/scibert_scivocab_cased,0.7
Narosa nigrisigna,Heterogenea formosana,0.7733,synonym,allenai/scibert_scivocab_cased,0.7
Narosa nigrisigna,Narosa ochracea,0.8625,synonym,allenai/scibert_scivocab_cased,0.7
Narosa nigrisigna,Narosa penicillata,0.8149,synonym,allenai/scibert_scivocab_cased,0.7
Sansarea alenae,Euphlyctina alenae,0.5913,not synonym,allenai/scibert_scivocab_cased,0.7
Sansarea circulifera,Trichogyia circulifera,0.6498,not synonym,allenai/scibert_scivocab_cased,0.7
Macroplectrina apicalis,Macroplectra apicalis,0.9785,synonym,allenai/scibert_scivocab_cased,0.7
Macroplectrina semiaurantia,Macroplectra semiaurantia,0.9718,synonym,allenai/scibert_scivocab_cased,0.7
Brachiopsis vicina,Caffricola vicina,0.8114,synonym,allenai/scibert_scivocab_cased,0.7
