oldSpeciesCanonicalName,species,key,label
Spiraea fulvescens,Spiraea martini,3853571,1
Rhamnus angulata,Phylica curvifolia,3876057,0
Laportea subpeltata,Celtis gomphophylla,4159937,0
Maoutia puya,Leucosyke puya,4102185,1
Potentilla davidii,Prunus emarginata,7272137,0
Ulmus superba,Dendrocnide cordata,4098983,0
Berchemiella koreana,Berchemiella berchemiifolia,3875970,1
Spiraea nepalensis,Spiraea bella,3026631,1
Boehmeria arbuscula,Boehmeria celtidifolia,4099945,1
Laportea macrostachya,Laportea cuspidata,7300634,1
Urera gaudichaudeana,Laportea aestuans,2984466,1
Gouania remyi,Fragaria ananassa,3029912,0
Potentilla semidentata,Potentilla semidentata,5368321,1
Urtica ochroneura,Leucosyke ochroneura,4102232,1
Ficus chlorocarpa,Ficus fulva,5571361,1
Pilea subpubera,Achudemia subpubera,11202570,1
Celtis yangquanensis,Celtis bungeana,7141664,1
Maoutia aspera,Poikilospermum suaveolens,4013131,0
Spiraea pauciflora,Physocarpus opulifolius,2988354,1
Dorstenia penduliflora,Obetia carruthersiana,4099842,0
Sorbus heterophylla,Prunus avium,3020791,0
Eriobotrya bengalensis,Rhaphiolepis bengalensis,10869066,1
Colletia infesta,Adolphia infesta,5372476,1
Cecropia digitata,Sageretia filiformis,3876704,0
Elatostema afrikanum,Elatostema goudotianum,4099821,1
Urera gigantea,Dendrocnide sinuata,4098506,1
Pyrus evansii,Aria evansii,9578680,1
Pyrus hookeriana,Colubrina elliptica,5372458,0
Ziziphus sativa,Phylica rigida,3874950,0
Spyridium diffusum,Spyridium vexilliferum,7273942,1
Aronia floribunda,Aronia prunifolia,5363613,1
Tylosperma sericophylla,Argentina sericophylla,7872569,1
Sponia acuminatissima,Trema angustifolium,4159501,1
Oblixilis divaricatus,Paratrophis insignis,11137754,0
Morus alpina,Gonostegia triandra,4100795,0
Crataegus canescens,Pourthiaea benthamiana,3000344,0
Rhamnus rupestris,Frangula rupestris,3877335,1
Trema bracteolatum,Trema orientale,2984508,1
Cerasus incana,Pseudolmedia spuria,2984543,0
Petrophyton acuminatum,Petrophytum acuminatum,3030190,1
Armeniaca malus,Morus celtidifolia,5570117,0
Crataegus brownii,Crataegus pruinosa,7790552,0
Parietaria judaica,Physocarpus monogynus,2988349,0
Ariosorbus hybrida,Pouzolzia zeylanica,2984383,0
Ziziphus urbanii,Sarcomphalus parvifolius,3875883,1
Elaeagnus dactyliformis,Crataegus pruinosa,7790552,0
Rubus microphyllus,Pouzolzia sanguinea,7300542,0
Laportea sinuata,Dendrocnide stimulans,4098487,1
Crataegus sanguinea,Crataegus macracantha,3013570,1
Pyrus eminentoides,Aria eminentoides,9491439,1
Ulmus communis,Ulmus glabra,5361866,1
Urtica praetermissa,Urtica mexicana,8390431,1
Dorstenia debeerstii,Rhamnus japonica,3039482,0
Ceanothus macrocarpus,Colubrina macrocarpa,7273930,1
Crataegus heldebergensis,Trema angustifolium,4159501,0
Ramium asperum,Boehmeria aspera,7417755,1
Spiraea caroliniana,Debregeasia longifolia,4099305,0
Acaena leptophylla,Poikilospermum amboinense,4013310,0
Freirea pensylvanica,Parietaria pensylvanica,5361796,1
Crataegus arbutifolia,Acaena sericea,5370716,0
Rubus weberanus,Rubus vigoi,2997633,1
Colletia doniana,Dendrocnide stimulans,4098487,0
Soulangia orientalis,Phylica oleifolia,3875260,1
Elatostema hirtum,Elatostematoides hirtum,11169218,1
Berchemia omeiensis,Chaenomeles japonica,3000610,0
Cryptandra obcordata,Spyridium obcordatum,3877394,1
Rosa novae-angliae,Elatostematoides vittatum,4098204,0
Conocephalus suaveolens,Holodiscus fissus,2987807,0
Brosimum caloxylon,Discocnide mexicana,4098157,0
Ficus suringarii,Torminalis glaberrima,9410160,0
Boehmeria petiolaris,Boehmeria caudata,7610513,1
Elaeagnus cuprea,Pouzolzia zeylanica,2984383,0
Prunus vana,Trema micranthum,2984501,0
Ulmus rhombifolia,Ulmus hollandica,7141604,1
Eriobotrya philippinensis,Rhaphiolepis philippinensis,5371576,1
Spiraea lucida,Taxotrophis macrophylla,3767188,0
Urtica fruticosa,Elaeagnus conferta,7293128,0
Boehmeria nana,Pouzolzia zeylanica,2984383,1
Ulmus latifolia,Cecropia peltata,2984476,0
Sorbus meierottii,Karpatiosorbus meierottii,9517201,1
Phylica thymifolia,Phylica polifolia,3875106,1
Dorstenia maculata,Dorstenia contrajerva,2984541,1
Rhamnus billardii,Sorbaronia sorbifolia,2987868,0
Trichocephalus callosus,Aruncus dioicus,5362136,0
Pellionia curtisii,Procris curtisii,7398160,1
Rhamnus capensis,Scutia myrtina,8317476,1
Laportea diffusa,Rhaphiolepis crassifolia,5598428,0
Dorstenia bahiensis,Dorstenia bahiensis,3766013,1
Cecropia strigilosa,Urera simplex,4098366,0
Morus tinctoria,Smythea lanceata,3039431,0
Stenodiscus ulicinus,Spyridium ulicinum,3876973,1
Crataegus tomentosa,Karpatiosorbus ratisbonensis,9488887,0
Pyrus vertesica,Pouzolzia zeylanica,2984383,0
Broussonetia cordata,Pyracantha atalantioides,2988212,0
Tylanthus willdenowianus,Atadinus fallax,9581355,0
Saccus peduncularis,Prainea scandens,3764413,0
Colubrina colubrinus,Colubrina arborescens,5372463,1
Aria pseudovestita,Aronia melanocarpa,5363627,0
Fragaria sikkimensis,Fragaria daltoniana,3029918,1
Rhamnus standleyana,Endotropis standleyana,9392442,1
Ambaiba nivea,Photinia integrifolia,5363967,0
Zizyphus floribunda,Spiraea decumbens,3027183,0
Photinia zhejiangensis,Pourthiaea zhejiangensis,3000394,1
Elatostema scriptum,Elaeagnus umbellata,3039267,0
Padus emarginata,Holodiscus argenteus,2987810,0
Poikilospermum tangaum,Serichonus gracilipes,3875238,0
Condaliopsis parryi,Pseudoziziphus parryi,8997716,1
Boehmeria conglobata,Pouzolzia conglobata,4100763,1
Ulmus coreana,Ulmus parvifolia,5361869,1
Urtica bifida,Boehmeria splitgerbera,4101039,1
Rhamnus revoluta,Ficus mollior,7262612,0
Pyrus anglica,Hedlundia anglica,9486316,1
Rhamnus acuminata,Rhamnella martini,3874883,0
Myriocarpa yzabalensis,Myriocarpa longipes,7300750,1
Boehmeria velutina,Olmedia aspera,7954917,0
Cerasus emarginata,Morus alba,5361889,0
Schizonotus discolor,Holodiscus discolor,2987780,1
Drimopogon rosea,Hippophae salicifolia,7293122,0
Pyracantha crenulata,Pyracantha crenulata,2988172,1
Ranunculus hybrida,Heteromeles arbutifolia,5370154,0
Boehmeria hirta,Pouzolzia zeylanica,2984383,1
Cerasus sargentii,Prunus cerasus,3021922,0
Sorbus tauricola,Elatostema rostratum,11066335,0
Ventilago sulphurea,Ventilago denticulata,7273609,1
Artocarpus varians,Celtis laevigata,2984491,0
Urera schimperi,Ziziphus xylopyrus,7524561,0
Pellionia picta,Elatostematoides pictum,4098294,1
Dorstenia gracilis,Holodiscus discolor,2987780,0
Broussonetia tinctoria,Aria obtusifolia,9276845,0
Celtis rhamnoides,Argentina polyphylla,7661473,0
Urostigma leucocarpum,Ficus racemosa,5361904,1
Crataegus crocata,Celtis trinervia,2984493,0
Pyrus maximowicziana,Spyridium vexilliferum,7273942,0
Elaeagnus cyanea,Ochetophila trinervis,3877218,0
Urticastrum vrieseanum,Karwinskia potrerilloana,3874978,0
Ulmus serratifrons,Ulmus hollandica,7141604,1
Spiraea zuccarinii,Trema micranthum,2984501,0
Rhamnus microcarpus,Colletia spinosissima,6371450,0
Boehmeria thailandica,Ceanothus cuneatus,3039404,0
Ficus bulbosa,Gillenia stipulata,7557273,0
Potentilla santalinoides,Morus alba,5361889,0
Ficus mangiferoides,Rhaphiolepis hookeriana,10740939,0
Celtis aspera,Celtis australis,2984492,1
Rhamnus owiakensis,Rhamnus parvifolia,7273851,1
Spyridium scabridum,Spiraea splendens,3026675,0
Boehmeria laevis,Pouzolzia laevis,4100076,1
Crataegus eamesii,Pilea parietaria,5361834,0
Celtis virgata,Trema cannabina,2984507,1
Smythea pacifica,Hedlundia pulchra,9447396,0
Pseudomorus brunoniana,Rhamnidium elaeocarpum,3874704,0
Sorbus salicifolia,Aria rupicola,9415196,1
Urera baccifera,Urera baccifera,7411905,1
Ziziphus orthacantha,Ziziphus mauritiana,3039424,1
Pyrus tsaii,Ficus fulva,5571361,0
Pouzolzia aspera,Pouzolzia poeppigiana,4099219,1
Stephanandra quadrifissa,Procris repens,7916114,0
Notophaena andina,Discaria americana,5602906,1
Rhamnus thea,Sageretia thea,3039516,1
Pilea cuneifolia,Lecanthus petelotii,7300467,0
Rhamnidium ferreum,Artocarpus altilis,2984573,0
Urtica ferox,Aphananthe cuspidata,8293016,0
Celtis caucasica,Gonostegia triandra,4100795,0
Ivesia chandleri,Potentilla ornithopoda,5366556,0
Opa japonica,Rhaphiolepis indica,5371542,1
Trema africanum,Trema orientale,2984508,1
Acaena pectinata,Acaena pinnatifida,5370645,1
Elatostema curtisiae,Rhamnus hybrida,3874812,0
Octarillum fruticosum,Elaeagnus fruticosa,4048191,1
Potentilla leucophylla,Crataegus pallasii,3013600,0
Mespilus sorbifolia,Celtis laevigata,2984491,0
Urera excelsa,Dendrocnide excelsa,4098881,1
Boehmeria lateriflora,Prunus emarginata,7272137,0
Ceanothus multiflorus,Cecropia sciadophylla,7316424,0
Artocarpus integrifolius,Naucleopsis pseudonaga,3764550,0
Physocarpus intermedius,Prunus pseudocerasus,3021437,0
Spiraea crataegifolia,Spiraea trilobata,3026656,1
Elatostema stracheyanum,Elatostema parvum,7300859,1
Spiraea integrifolia,Sibiraea laevigata,3032453,1
Cryptandra obcordata,Margyricarpus alatus,3030140,0
Stenanthemum leucophractum,Cryptandra leucophracta,3877146,1
Anthomeles opaca,Crataegus opaca,3014153,1
Obetia laciniata,Obetia radula,8399299,1
Pouzolzia waitziana,Pouzolzia sanguinea,7300542,1
Celastrus tristis,Rhamnus napalensis,4928522,1
Cerasus griffithii,Ziziphus mauritiana,3039424,0
Fleurya glomerata,Retanilla stricta,3875486,0
Taxotrophis taxoides,Taxotrophis taxoides,11138557,1
Acaena pinnatifida,Zelkova serrata,2984532,0
Laportea gigas,Prunus tomentosa,7380100,0
Artocarpus forbesii,Parartocarpus venenosa,3766049,1
Elaeagnus spinosa,Argentina stenophylla,8033120,0
Phylica mauritiana,Phylica nitida,7568909,1
Lasiodiscus mildbraedii,Ficus punctata,7673670,0
Trymalium subochreatum,Spyridium subochreatum,7273953,1
Lepargyrea rotundifolia,Shepherdia rotundifolia,5372428,1
Pyrus prionophylla,Celtis toka,4160100,0
Gouania eriocarpa,Spyridium spadiceum,7273965,0
Urtica cymosa,Brosimum longifolium,3763078,0
Cerasus decumana,Paliurus ramosissimus,5603062,0
Celtis canescens,Frangula sphaerosperma,3039467,0
Amygdalus spartioides,Morus indica,5569978,0
Urtica inaequalis,Pilea inaequalis,5361845,1
Ziziphus sphaerocarpa,Ziziphus spina-christi,8228089,1
Padus prunifolia,Prunus emarginata,7272137,1
Hovenia merrilliana,Hovenia trichocarpa,7273737,1
Crataegus kellermanii,Crataegus pruinosa,7790552,1
Pyrus cucullifera,Aria cucullifera,9451442,1
Celtis asperula,Crataegus punctata,3014805,0
Rhamnus vitiensis,Maillardia montana,3763943,0
Urticastrum photoniphylla,Dendrocnide photiniphylla,4098637,1
Spiraea zuccarinii,Spiraea japonica,8170635,1
Ceanothus tardivus,Ceanothus tardivus,3875688,1
Horkelia congdonis,Ziziphus xylopyrus,7524561,0
Stephanandra flexuosa,Helinus lanceolatus,7273768,0
Coussapoa oligoneura,Pouzolzia nudiflora,4099693,0
Sponia chichilea,Trema micranthum,2984501,1
Chaydaia wilsonii,Berchemiella wilsonii,7273824,1
Morus hastifolia,Crataegus sanguinea,3013574,0
Sorbus bohemica,Humulus scandens,2984537,0
Rhamnus citrifolia,Pourouma mollis,7316440,0
Ulmus rubra,Ulmus rubra,5361867,1
Broussonetia jiangxiensis,Broussonetia monoica,5569721,1
Adicea grandifolia,Pilea grandifolia,5361822,1
Sorbus rotundifolia,Rhaphiolepis seguinii,10762909,0
Dalibarda cordata,Dalibarda repens,2999946,1
Sorocea klotzschiana,Sorocea guilleminiana,3762938,1
Spiraea chamaedryfolia,Maclura tinctoria,2984583,0
Pouzolzia piscicelliana,Cryptandra dielsii,3877644,0
Cecropia lyratiloba,Cecropia pachystachya,4013385,1
Mystacinus cirrhiferus,Atadinus alpinus,3877063,0
Ficus papyrifera,Ficus benjamina,5361932,1
Pyrus velebilii,Karpatiosorbus omissa,9324451,1
Acaena chubutensis,Acaena caespitosa,7806638,1
Sericotheca pachydisca,Holodiscus pachydiscus,2987808,1
Rhaphiolepis crataegoides,Rhaphiolepis indica,5371542,1
Dorstenia varroniifolia,Dorstenia hirta,3764709,1
Pyrus williamtelliana,Celtis tenuifolia,2984482,0
Potentilla dichotoma,Elatostema volubile,4098780,0
Ulmus angustiformis,Ficus auriculata,5571773,0
Urera humblotii,Fragaria iinumae,3029930,0
Ulmus transbaicalensis,Ulmus pumila,5361877,1
Pyrus sudetica,Majovskya sudetica,9238979,1
Berchemia corollata,Rubus niveus,2989183,0
Coussapoa apoda,Coussapoa duquei,4013632,1
Trema imbricatum,Trema tomentosum,7303576,1
Ziziphus oppositifolia,Sageretia filiformis,3876704,1
Elaeagnus canadensis,Elatostema heterolobum,4099443,0
Neillia torreyi,Prunus cerasus,3021922,0
Cerasus silvestris,Celtis sinensis,4159594,0
Morus expansa,Morus indica,5569978,1
Cardiogyne africana,Maclura africana,3764441,1
Solenandra coronata,Potentilla nitida,5367673,0
Zizyphus undulata,Rhamnella rubrinervis,9039596,0
Berchemia kunitakei,Berchemia floribunda,3876453,1
Pyrus takhtajanii,Boehmeria japonica,7300501,0
Pilea cordifolia,Crataegus punctata,3014805,0
Celtis boliviensis,Batocarpus amazonicus,3763869,0
Ceanothus frankliniae,Ceanothus pauciflorus,3876325,1
Radermachia integra,Artocarpus integer,2984566,1
Ziziphus bidens,Sarcomphalus bidens,3876053,1
Urera gravenreuthii,Pilea parietaria,5361834,0
Rhamnidium jamaicense,Aria porrigentiformis,9448867,0
Eriobotrya tengyuehensis,Achudemia subpubera,11202570,0
Dorstenia sabanensis,Frangula betulifolia,3039465,0
Crataegus columbiana,Crataegus douglasii,3013580,1
Phenax pallida,Aria zolyomii,9456472,0
Boehmeria pilushanensis,Karpatiosorbus subcuneata,9558357,0
Urostigma pseudobenjaminum,Ficus amplissima,5572290,1
Hovenia tomentosa,Hovenia trichocarpa,7273737,1
Aphanes pentamera,Gouania discolor,7273923,0
Rhamnus pinetorum,Frangula pinetorum,3877572,1
Sorbaria millefolium,Chamaebatiaria millefolium,3026352,1
Acaena longearistata,Acaena magellanica,5370832,1
Ziziphus heterogenea,Argentina archboldiana,7734740,0
Rubus saepescandens,Rubus arvensis,2990374,1
Luetkea cinerascens,Dorstenia yambuyaensis,11350118,0
Morus laciniata,Phylica polifolia,3875106,0
Pyrus ratisbonensis,Gouania laxiflora,5602999,0
Crataegus crenulata,Boehmeria japonica,7300501,0
Artocarpus brevisericeus,Artocarpus petelotii,3764312,1
Rubus douglasii,Dorstenia brasiliensis,7262704,0
Celtis patula,Celtis reticulata,6406316,1
Boehmeria puya,Leucosyke puya,4102185,1
Rubus tongtchouanensis,Rubus niveus,2989183,1
Pilea fuscata,Cecropia membranacea,4013609,0
Acaena venulosa,Acaena magellanica,5370832,1
Aria suecica,Scandosorbus intermedia,10071055,1
Ambaiba lyratiflora,Cecropia pachystachya,4013385,1
Cerasus martabanica,Dendrocnide sinuata,4098506,0
Ficus bulbosa,Ficus mauritiana,5571388,1
Rhamnus grandifolia,Rubus niveus,2989183,0
Rhamnus buergeri,Rhamnus japonica,3039482,1
Urtica muricata,Pilea bracteosa,7300933,0
Cecropia bicolor,Cecropia strigosa,4013364,1
Urtica moluccana,Acaena antarctica,5370768,0
Urtica macrophylla,Boehmeria japonica,7300501,1
Pyrus subsimilis,Celtis serratissima,10821460,0
Apteron lanceolatum,Ventilago kurzii,3877716,1
Dendrocnide warburghii,Morus indica,5569978,0
Photinia moiorum,Cecropia peltata,2984476,0
Sorocea houlletianae,Pourthiaea zhejiangensis,3000394,0
Adicea corymbosa,Procris reticulatovenosa,8235414,0
Urera platycarpa,Discocnide mexicana,4098157,1
Mertensia texana,Celtis tala,7141607,1
Eriobotrya angustissima,Rhaphiolepis angustissima,10817764,1
Boehmeria hirta,Maclura tinctoria,2984583,0
Pyrus holubyana,Ziziphus angustifolia,3877032,0
Ficus claoxyloides,Ficus politoria,5572392,1
Ziziphus albens,Ziziphus oenopolia,3875331,1
Sponia glomerata,Trema orientale,2984508,1
Dunniella myriantha,Achudemia myriantha,11208539,1
Cryptandra buxifolia,Spyridium buxifolium,3874588,1
Vanieria tricuspidata,Auerodendron reticulatum,3876830,0
Ziziphus rignonii,Sarcomphalus domingensis,3039421,1
Momisia spinosissima,Dorstenia hildebrandtii,7262592,0
Artocarpus jaca,Artocarpus heterophyllus,2984565,1
Spiraea grandifolia,Maclura cochinchinensis,7262552,0
Potentilla tenella,Potentilla multifida,8416400,1
Ziziphus grisebachiana,Obetia madagascariensis,4099791,0
Momisia pubescens,Celtis iguanaea,2984498,1
Sorbus vagensis,Sageretia hamosa,7273915,0
Gouania domingensis,Gouania striata,7273814,1
Planera carpinifolia,Zelkova carpinifolia,7467231,1
Alphitonia erubescens,Jaffrea erubescens,9612652,1
Ficus mallotoides,Crataegus pruinosa,7790552,0
Pouzolzia discolor,Dendrocnide excelsa,4098881,0
Urtica nicaraguensis,Urtica leptophylla,5669658,1
Pouzolzia indica,Spyridium spathulatum,7273960,0
Ziziphus undulata,Shepherdia argentea,5372429,0
Discaria parviflora,Scutia spicata,7273727,1
Prunus padifolia,Prunus emarginata,7272137,1
Cryptandra gunnii,Spyridium gunnii,3877619,1
Pyrus osteomeles,Osteomeles schweriniae,4938587,1
Photinia taiwanensis,Pourthiaea lucida,3000593,1
Celtis dichotoma,Cecropia pachystachya,4013385,0
Ulmus floridana,Ulmus americana,5361872,1
Cerasus erecta,Prunus emarginata,7272137,1
Ficus reinwardtii,Ficus fulva,5571361,1
Cecropia caucana,Pilea glaberrima,5669878,0
Broussonetia elegans,Broussonetia papyrifera,5361944,1
Urtica articulata,Prunus armeniaca,7818643,0
Persica nucicarpa,Aruncus dioicus,5362136,0
Urtica crenulata,Ficus apiocarpa,5572083,0
Mespilus nigra,Spiraea vacciniifolia,8111204,0
Pyrus arbutifolia,Aronia arbutifolia,5363629,1
Procris integrifolia,Procris pedunculata,5671195,1
Rubus rugosus,Rubus barberi,2999487,1
Helinus arabicus,Helinus integrifolius,3875572,1
Potentilla interrupta,Paliurus spina-christi,5372457,0
Pyrus polgariana,Pilea multiflora,5670242,0
Artocarpus inconstantissimus,Pouzolzia zeylanica,2984383,0
Colletia weddelliana,Colletia spinosissima,6371450,1
Colletia articulata,Boehmeria depauperata,4099464,0
Boehmeria praestabilis,Boehmeria dura,4099280,1
Opulaster tanakae,Neillia tanakae,2987948,1
Crataegus villipes,Pomaderris phillyraefolia,8338937,0
Colubrina excelsa,Reynosia microphylla,3875222,0
Rhamnus leprosa,Sageretia leprosa,3876541,1
Ceanothus zeylanicus,Scutia myrtina,8317476,1
Sorbus croceocarpa,Karpatiosorbus croceocarpa,9629033,1
Rhamnella mairei,Rhamnella martini,3874883,1
Ziziphus heterogenea,Dendrocnide meyeniana,4098765,0
Pouzolzia spinosobracteata,Pouzolzia niveotomentosa,4099714,1
Acaena obtusiloba,Acaena magellanica,5370832,1
Oxyacantha pallasii,Crataegus pallasii,3013600,1
Rhamnus henryi,Frangula henryi,3874488,1
Rhamnus umbellata,Forsskaolea viridis,8040520,0
Sponia lamarckiana,Trema lamarckianum,2984506,1
Azarolus hybrida,Aronia arbutifolia,5363629,0
Streblus banksii,Potentilla multifida,8416400,0
Sorbus auriculata,Hedlundia hybrida,9245228,1
Phylica stipularis,Trichocephalus stipularis,5602927,1
Gouania chrysophylla,Gouania latifolia,5603000,1
Elatostematoides thibaudiifolium,Acaena magellanica,5370832,0
Gouania lehmannii,Spyridium phlebophyllum,3877282,0
Planera americana,Planera aquatica,5361858,1
Elatostema australe,Elatostematoides australe,10790833,1
Ulmus longicaudata,Ulmus hollandica,7141604,1
Rhamnidium revolutum,Krugiodendron ferreum,3039518,1
Abelicea sibirica,Zelkova carpinifolia,7467231,1
Sorbus quernea,Hedlundia mougeotii,9312105,1
Zizyphus incurva,Dorstenia yambuyaensis,3762609,0
Zizyphus sonorensis,Sarcomphalus amole,9008095,1
Covellia composita,Celtis tessmannii,4160195,0
Artocarpus rotundus,Pouzolzia zeylanica,2984383,0
Maclura thorelii,Maclura cochinchinensis,7262552,1
Macrorhamnus sphaerocarpa,Spyridium lawrencii,3877551,0
Sorbus leyana,Hedlundia leyana,9439176,1
Opulaster australis,Artocarpus lacucha,7873234,0
Adicea capitellata,Sorbaronia sorbifolia,2987868,0
Ceanothus azureus,Pourthiaea bergerae,3000458,0
Dendrocnide pulus,Dendrocnide sinuata,4098506,1
Parartocarpus excelsa,Parartocarpus venenosa,3766049,1
Ramium ramiflorum,Dendrocnide meyeniana,4098765,0
Pygeum pubescens,Prunus marsupialis,3022286,1
Elaeagnus epitricha,Prunus arborea,3021654,0
Phenax ballotaefolius,Hijmania scaphigera,8829092,0
Sorbus andreanszkyana,Karpatiosorbus andreanszkyana,9507936,1
Urera gaudichaudiana,Gonostegia triandra,4100795,0
Rhamnus ferruginea,Colubrina arborescens,5372463,1
Elatostema daveauana,Procris repens,7916114,1
Ulmus obesifolia,Celtis philippensis,7303643,0
Lasiodiscus klainei,Lasiodiscus mannii,5602741,1
Ficus skytinoderma,Ficus elastica,7835333,1
Ulmus wentworthii-pendula,Potentilla pedata,8327079,0
Fatoua cordata,Maclura brasiliensis,7262554,0
Photinia lancilimba,Pourthiaea benthamiana,3000344,1
Rhamnus ellipsoidea,Frangula betulifolia,3039465,1
Photinia magnoliifolia,Pourthiaea arguta,2988149,1
Alphitonia excelsa,Shepherdia rotundifolia,5372428,0
Freirea laxiflora,Ficus globosa,5571079,0
Bollwilleria malifolia,Brosimum glaucum,3763190,0
Artocarpus bracteata,Parartocarpus bracteatus,8190094,1
Elatostema gagnepainianum,Boehmeria cylindrica,2984345,0
Gymnartocarpus venenosa,Parartocarpus venenosa,3766049,1
Aruncus vulgaris,Aruncus dioicus,5362136,1
Ceanothus vestitus,Potentilla multifida,8416400,0
Ramium hamiltonianum,Boehmeria hamiltoniana,4098770,1
Solenostigma sumatranum,Celtis rigescens,4159994,1
Sorbus kusnetzovii,Hedlundia kuznetzovii,10813232,1
Ziziphus sororia,Boehmeria caudata,7610513,0
Aflatunia ulmifolia,Prunus ulmifolia,3023601,1
Dorstenia rhomboidea,Pyracantha coccinea,2988188,0
Crataegus cicur,Crataegus pruinosa,7790552,1
Pouzolzia tenuis,Pouzolzia zeylanica,2984383,1
Oreoherzogia libanotica,Celtis brasiliensis,7303606,0
Streblus malayanus,Bleekrodea insignis,3763823,1
Ziziphus vulgaris,Ziziphus jujuba,3039423,1
Berchemia fagifolia,Colletia hystrix,7273656,0
Condaliopsis velutina,Condalia velutina,5602822,1
Ulmus ciliata,Trilepisium madagascariense,3766911,0
Discaria magellanica,Discaria chacaye,5602883,1
Pygeum sumatranum,Aronia prunifolia,5363613,0
Artocarpus incisus,Prunus sargentii,3020955,0
Hulthemosa hardyi,Acaena sericea,5370716,0
Celtis lamarckiana,Trema lamarckianum,2984506,1
Sorbus hybrida,Stenanthemum pimeleoides,3876610,0
Pourouma umbellata,Hedlundia roopiana,9356550,0
Urtica cylindrica,Ficus globosa,5571079,0
Poikilospermum subscaber,Crataegus pruinosa,7790552,0
Potentilla tergloviensis,Potentilla nitida,5367673,1
Urtica japonica,Boehmeria japonica,7300501,1
Amygdalus fruticosa,Amygdalus fructicosa,5371344,1
Ceanothus mogollonicus,Ceanothus integerrimus,3039382,1
Sorbus eximia,Karpatiosorbus eximia,9369846,1
Acaena grossifolia,Allaeanthus greveanus,3765669,0
Leucosyke magallanensis,Leucosyke hispidissima,4102382,1
Debregeasia obovata,Artocarpus altilis,2984573,0
Hyrtanandra ternata,Gonostegia pentandra,4100866,1
Cecropia steyermarkii,Oemleria cerasiformis,2988485,0
Sorbus admonitor,Scepocarpus trinervis,11543475,0
Pyrus grandifolia,Rhamnella rubrinervis,9039596,0
Anemone pusilla,Pilea melastomoides,5670477,0
Dorstenia nipensis,Hedlundia motleyi,9265670,0
Cudrania poilanei,Maclura andamanica,3764424,1
Clarisia panamensis,Poikilospermum borneense,4013281,0
Sorbus takhtajanii,Hedlundia takhtajanii,10742423,1
Celtis cordata,Celtis occidentalis,2984481,1
Ramium australe,Pouzolzia australis,4100976,1
Planera japonica,Zelkova serrata,2984532,1
Cudrania spinosa,Pourthiaea parviflora,3000446,0
Sorbus parumlobata,Kageneckia oblonga,3016219,0
Elatostema baviensis,Cecropia concolor,7316398,0
Photinia eugeniaefolia,Debregeasia wallichiana,7300572,0
Potentilla multifidiformis,Potentilla multifida,8416400,1
Rhamnus zonulata,Ziziphus talanae,8027203,1
Boehmeria pseudosieboldiana,Scepocarpus acuminatus,11851100,0
Gouania incisa,Gouania mauritiana,5602974,1
Aria nivea,Aria edulis,8411755,1
Crataegus calva,Crataegus senta,3013958,1
Barcena guanajuatensis,Prunus schlechteri,3022025,0
Crataegus flava,Crataegus punctata,3014805,1
Crataegus alutacea,Crataegus laciniata,8240558,1
Trymatococcus guanabarinus,Leucosyke capitellata,4102514,0
Rhamnus martini,Rhamnella martini,3874883,1
