oldSpeciesCanonicalName,species,key,label
Telecrates streptogramma,Narosoideus vulpina,5734560,0
Onebala cyclopodes,Cophomantella cyclopodes,1837683,1
Procometis orthosema,Achlya flavicornis,1952229,0
Xylina mirabilis,Palirisa mosoensis,1869063,0
Choerotricha glandulosa,Chrysoclista linneela,4529248,0
Diurnea novembris,Cophomantella cyclopodes,1837683,0
Arugisa watsoni,Janomima dannfelti,1868866,0
Choerotricha enunciativoides,Choerotricha atrosquama,11412164,1
Scieropepla typicola,Plectophila discalis,1839604,0
Spilosoma syra,Diaphora mendica,6097214,1
Lichenaula eucrines,Stephensia cedronellae,8816100,0
Parasa mirza,Aergina mirza,11846555,1
Auzatella micronioides,Ditrigona micronioides,1952569,1
Syntomactis tephronota,Trachydora tephronota,11418844,1
Eupterote adolphaei,Eupterote flavicollis,1868909,1
Clerarcha procellosa,Hypsidia australica,10569928,0
Onebala bythota,Macrocneme adonis,1805193,0
Pseudovipsania melanois,Vipsania melanois,1753538,1
Bethura minax,Jana tantalus,1869278,0
Oreta hypocalla,Donuca spectabilis,5109786,0
Eupterote petosiris,Eupterote hibisci,1868942,1
Stenoglene aequidistans,Stenoglene obtusus,6114660,1
Phiala incurva,Alphaea imbuta,10040888,0
Eupterote acinea,Epicampoptera marantica,1951902,0
Ptochoryctis illuvialis,Telecrates laetiorella,1838084,0
Antaeotricha ovata,Chrysoclista lathamella,1853081,0
Gymnelia scintillans,Metathrinca intacta,1833418,0
Thyatira derosea,Thyatira batis,5142870,1
Leucanopsis fassli,Lophotavia incivilis,1784391,0
Parasa xueshana,Melinaria campagnei,11532109,0
Lyclene bizonoides,Thymiatris cephalochra,4684910,0
Chrysoclista bimaculella,Chrysoclista lathamella,1853081,1
Lyclene intrita,Cyme reticulata,9852545,1
Lasiocampa theorini,Achrocerides theorini,6209497,1
Cyligramma raboudou,Cyligramma disturbens,1776271,1
Asura hilaris,Comana albibasis,1753906,0
Euproctis argyrorrhaea,Leucophobetron argyrorrhaea,1753456,1
Iridrepana examplata,Tridrepana examplata,1951861,1
Estigmene normalis,Alphaea imbuta,10040888,1
Eupterote rectifascia,Eupterote mollifera,1868907,1
Bombycia semicircularis,Euthyatira semicircularis,1951657,1
Dysschema nubila,Dysschema neda,5117468,1
Euclystis epulea,Euclystis isoa,1761677,1
Asura sexualis,Cyme sexualis,12177010,1
Odites pudica,Cyme triangularis,12255082,0
Lithacodes divergens,Cyme biagi,12181130,0
Iragoides lineofusca,Euclystis polyoperas,1761685,0
Argyresthia purpurascentella,Ditrigona inconspicua,1952567,0
Sangatissa triseriata,Sangatissa subcurvifera,1869008,1
Miniodes phaeosomella,Miniodes phaeosoma,1783306,1
Spilobasis circumdata,Negera bimaculata,1951690,0
Miltochrista simulans,Cyme quadrilineata,12203022,1
Asphalia rosea,Mimopsestis pseudomaculata,1951390,0
Pogonias heliotricha,Nordstromia vira,1951795,0
Mimoreta horishana,Heringocena andobo,6122755,0
Cryptolechia luteotactella,Ochropacha duplaris,1952532,0
Eupterote abnorminervis,Thymiatris allocrossa,4684912,0
Oegoconia isthmodes,Leptobelistis isthmodes,4686613,1
Thosea callidesma,Eloasa callidesma,9880359,1
Argyresthia ossea,Argyresthia curvella,1830147,1
Aphendala pseudocana,Avatara pseudocana,11563957,1
Phthonerodes leucomerata,Catoryctis leucomerata,4685340,1
Narosoideus micans,Ditrigona derocina,1952600,0
Dysschema mutata,Dysschema hilarina,5117489,1
Perittia bystropogonis,Stephensia cedronellae,8816100,1
Apoda infrequens,Andrenimorpha sephela,11969051,0
Parasa argentifascia,Circeida argentifascia,11825681,1
Miltochrista limbata,Tridrepana thermopasta,1951855,0
Asura insularis,Cyme insularis,12248556,1
Asura metascota,Cyme metascota,12263819,1
Phiala nivea,Cyme crocota,12209657,0
Calonotos tripunctatus,Stephensia integra,10304738,0
Drepana pallascens,Sabra harpagula,1952449,1
Latoia gentilis,Aergina gentilis,11599959,1
Leucodrepana lineata,Ditrigona lineata,1952584,1
Dysschema fulva,Nordstromia humerata,1951793,0
Latoia shaanxiensis,Panacela lewinae,1868998,0
Acrojana sanguineipes,Acrojana scutaea,1868859,1
Thyatira lorata,Euthyatira lorata,1951663,1
Asura effulgens,Cyme sexualis,12177010,1
Elysius aperta,Elysius disciplaga,1811293,1
Callindra gigantea,Euclea cippus,5105393,0
Arctia mendica,Callindra principalis,10615154,0
Cobanilla cardinalis,Metalobosia anitras,1807885,0
Cotana albaserrati,Metathrinca illuvialis,1833413,0
Marisba basivitta,Pilostibes basivitta,4685465,1
Cophomantis osphrantica,Hindothosea cervina,11722467,0
Lophotavia prunicolora,Eloasa acrata,10274901,0
Albara humerata,Nordstromia humerata,1951793,1
Asphalia rosea,Achlya flavicornis,1952229,1
Chrysoclista gemmatella,Chrysoclista linneela,4529248,1
Narosoideus flavissima,Oreta cervina,1951447,0
Parasa campagnei,Melinaria campagnei,11532109,1
Cyligramma concors,Cyligramma disturbens,1776271,1
Oglasa ozela,Oglasa separata,1781328,1
Cryptolechia muscerdella,Zauclophora muscerdella,1838117,1
Eupterote cupreipennis,Eupterote undata,1868952,1
Phalaena dicolon,Euclea dicolon,5105356,1
Dysschema albisarta,Dysschema tricolor,5117458,1
Argyresthia denudatella,Argyresthia curvella,1830147,1
Albarracina deundulata,Albarracina warionis,1819050,1
Eupterote contaminata,Eupterote mollifera,1868907,1
Teinorhyncha auribasalis,Ochropacha duplaris,1952532,0
Bleptina inconspicua,Bertula inconspicua,1793648,1
Eupterote discordens,Bertula hadenalis,1793635,0
Antispila major,Stephensia major,9910191,1
Ectothyris semisecta,Cyme celebensis,12178615,0
Urogonodes inconspicua,Urogonodes scintillans,1951772,1
Eupterote plumipes,Eupterote orientalis,1868946,1
Cotana grandis,Cotana kebeae,1869193,1
Ptochoryctis ceromorpha,Mursa phtisialis,1789820,0
Perittia bullatella,Stephensia calpella,8962018,1
Neviasca tespilalis,Hypertrocta brunnea,9975968,0
Dysschema tibesis,Dysschema lycaste,5117506,1
Zigera lichenosa,Gogana tenera,11759998,0
Oecophora electella,Aphendala ferreogrisea,11859388,0
Cotana occidentalis,Cotana lunulata,1869207,1
Ptochoryctis tsugensis,Metathrinca tsugensis,1833425,1
Tinea brunnichella,Eupterote undata,1868952,0
Euchera nivea,Phiala cunina,5125187,1
Lichenaula inscripta,Neidalia bifasciata,9851033,0
Togaria suzukiana,Hadraphe aprica,1752143,0
Poloma janula,Poloma angulata,1869043,1
Tortricidia fiskeana,Lithacodes fiskeana,5105602,1
Hemijana ruberrima,Hemijana subrosea,1869296,1
Heterogenea invitabilis,Parapluda invitabilis,1752327,1
Agnoea panzerella,Agnoea subochreella,9717507,1
Psiloreta paki,Oreta paki,1951508,1
Ommatothelxis grandis,Cyanocrates grandis,1839444,1
Cophomantis aphanozona,Cophomantella aphanozona,1837692,1
Paryphanta tessmanni,Catoryctis subparallela,1838978,0
Asura feminina,Cyme feminina,12202544,1
Paryphanta tessmanni,Anilina tessmanni,1752988,1
Drepana aqua,Euclystis metagona,1761704,0
Glaucopis aterrima,Calonotos helymus,1811138,1
Dysschema parnassiodes,Chalcocelis castanica,1752900,0
Pallene serratilinea,Cyme serratilinea,12207674,1
Thyatira rubrescens,Thyatira batis,5142870,1
Bertula ruptistigma,Bertula hadenalis,1793635,1
Perittia bystropogonis,Acantharctia latifusca,1814733,0
Achlya fuscomaculata,Eupterote patula,11612269,0
Poloma janula,Bertula abjudicalis,1793631,0
Pseudatemelia filiella,Agnoea filiella,10253603,1
Tantaliana signifera,Jana tantalus,1869278,1
Asura sexualis,Avatara plethoneura,11868974,0
Focilla facunda,Mimopsestis circumdata,1951389,0
Falcaria conjuncta,Falcaria lacertinaria,1952014,1
Dysschema inclusa,Dysschema trapeziata,5117516,0
Pusiola nyassana,Cyme multidentata,12213852,0
Diurnea phryganella,Diurnea lipsiella,4528593,1
Cobanilla hepatica,Circeida liangdiana,11520288,0
Haemolytis miniana,Agonoxena miniana,1853139,1
Callimorpha principalis,Callindra principalis,10615154,1
Chrysopoloma nivea,Adiopa disgrega,1796488,0
Scopelodes lutea,Amphitorna olga,11760268,0
Barsine vivida,Chalcocelis castanica,1752900,0
Gracilanja polymorpha,Jana gracilis,1869289,1
Eupterote khasiana,Phiala marshalli,5125183,0
Oreta rufula,Gogana integra,11518256,0
Arctia imbuta,Cyme quadrilineata,12203022,0
Cimatophora duplaris,Plectophila discalis,1839604,0
Miltochrista cancellata,Cyme sexualis,12177010,1
Elysius deleta,Chalcocelis albiguttatus,1752903,0
Teinorhyncha vericrux,Euclea diversa,5105399,1
Iridrepana pervasata,Bertula centralis,1793646,0
Cymatophora obscurata,Trachydora pygaea,11481805,0
Miltochrista pica,Cabardites pica,10794987,1
Barsine placens,Cyme reticulata,9852545,1
Mursa subrufa,Dysschema trapeziata,5117516,0
Tubuliferola subochreella,Agnoea subochreella,9717507,1
Miltochrista coccineotermen,Cyme coccineotermen,12249034,1
Polyplaca clausa,Achlya flavicornis,1952229,1
Toxoides emphloius,Oreta carnea,1951453,0
Dysschema crassifascia,Cyligramma fluctuosa,1776265,0
Onebala bifrenata,Heterochyta aprepta,4684831,0
Asura floridensis,Chrysoclista linneela,4529248,0
Polyploca semifascia,Gomphoscopa catoryctopsis,1836858,0
Roeslertammia aurocapitella,Epipsestis dubia,1951919,0
Latoia mutifascia,Circeida mutifascia,11887892,1
Tubuliferola flavifrontella,Agnoea flavifrontella,9768838,1
Cyligramma importuna,Cyligramma limacina,1776247,1
Telecrates nigricansella,Cophomantella furnaria,1837689,0
Susica fusca,Susica sinensis,1752373,1
Trichogyia circulifera,Sansarea circulifera,11427127,1
Narosa penicillata,Narosa nigrisigna,1753432,1
Bombyx binotata,Ochropacha duplaris,1952532,1
Urogonodes seminigra,Urogonodes macrura,1951759,1
Trotothyris abnormalis,Chrysoclista linneela,4529248,0
Creatonotos pallida,Creatonotos gangis,1814913,1
Argyresthia semifasciella,Argyresthia pygmaeella,1830243,1
Euprepia equitalis,Callindra equitalis,12231350,1
Dysschema salvatoris,Anilina plebeia,1752990,0
Bombyx sicula,Sabra harpagula,1952449,1
Zigera suvarnadivpae,Diomea lignicolora,10743044,1
Thyatira indecorata,Euclea plugma,5105379,0
Eupterote affinis,Creatonotos gangis,1814913,0
Parasa argentilinea,Thysiarcha ecclesiastis,1837750,0
Miresa nobilior,Ctenolita nobilior,1752223,1
Latoia xueshana,Epijana cosmia,11877841,0
Lemmatophila salicella,Dasystoma salicella,5880147,1
Oreta fuscopurpurea,Oreta fuscopurpurea,1951522,1
Cyclidia ociferaria,Jana strigina,1869288,0
Bleptina micealis,Hibrildes crawshayi,1869147,0
Holoreta rubicunda,Narosa corusca,1753435,0
Teinorhyncha auribasalis,Ctenolita auribasalis,1752230,1
Tridrepana elegans,Dysschema eurocilia,5117424,0
Parasa grandis,Chalcocelis albiguttatus,1752903,0
Iridrepana obliquitaenia,Nordstromia duplicata,1951792,0
Eupterote discordens,Eupterote fabia,1868929,1
Pseudatemelia subgilvida,Agnoea subgilvida,10009691,1
Albara olivacea,Nordstromia duplicata,1951792,1
Euagra interclusa,Narosa corusca,1753435,0
Drepana albonotata,Zusidava tortricaria,1952206,0
Stenoglene elgonae,Gymnelia nigricornis,1805637,0
Miresa fumifera,Chalcocelis albiguttatus,1752903,1
Asura suffusa,Cyme metascota,12263819,1
Trachydora holochorda,Trachydora centromela,1843671,1
Argyresthia purpurascentella,Argyresthia curvella,1830147,1
Oreta pusilla,Lichenaula laniata,4686882,0
Stenoglene bithynia,Stenoglene hilaris,6114710,1
Spilobasis pseudomaculata,Mimopsestis pseudomaculata,1951390,1
Parasa brevipennis,Eloasa brevipennis,10332523,1
Thyatira albopunctata,Eupterote flavicollis,1868909,0
Hypocrita septemmaculata,Cyme sexualis,12177010,0
Lemmatophila phryganella,Diurnea lipsiella,4528593,1
Limacodes querceti,Cyme miltochristaemorpha,12172840,0
Metaphoenia metarhoda,Pilostibes basivitta,4685465,0
Erruca sephela,Urogonodes colorata,1951766,0
Euclea punctata,Leucophobetron punctata,1753454,1
Bida crambella,Oreta subvinosa,1951490,0
Tethea bifasciata,Tetheella fluctuosa,1951649,1
Euprepia equitalis,Gogana cottrillii,11859507,0
Borkhausenia elsae,Oreta singapura,1951501,0
Neviasca tespilalis,Bertula tespilalis,1793650,1
Barsine intrita,Cyme quadrilineata,12203022,0
Gonojana tenuis,Palirisa mosoensis,1869063,0
Holstia unipunctella,Stephensia unipunctella,5119802,1
Asura avernalis,Comana albibasis,1753906,0
Phiala xanthosoma,Cyme metascota,12263819,0
Euclystis sublineata,Euclystis metagona,1761704,1
Narosoideus aurisoma,Macrocilix mysticata,1952177,0
Miresa auribasalis,Cyme biagi,12181130,0
Limacodes querceti,Euclea delphinii,5105365,1
Parasa dilucida,Argyresthia curvella,1830147,0
Spilobasis minor,Stephensia cedronellae,8816100,0
Mursa calisalis,Neospastis encryphias,1835651,0
Asura fasciolata,Adites unilinea,12183571,0
Euproctis argentiflua,Leucophobetron argentiflua,1753457,1
Anaxidea integer,Eloasa liosarca,10502026,1
Parasa liangdiana,Circeida liangdiana,11520288,1
Cotana diluta,Adites unilinea,12183571,0
Hibrildes albescens,Stephensia calpella,8962018,0
Thosea barikoti,Stephensia major,9910191,0
Toelgyfaloca albogrisea,Tridrepana sera,1951871,0
Corycia mytylata,Ditrigona mytylata,1952579,1
Striginiana nobilis,Xylorycta stereodesma,4686298,0
Metadrepana andersoni,Epicampoptera andersoni,1951897,1
Thosea erecta,Eloasa bombycoides,9937933,1
Hildala miniacea,Bertula hadenalis,1793635,0
Pilostibes trachyptera,Xylomimetes trachyptera,1837768,1
Epijana velutonia,Eupterote undata,1868952,0
Dysschema thetis,Dysschema mariamne,5117422,1
Dysschema parnassiodes,Dysschema subapicalis,5117531,1
Eupterote sinuata,Nordstromia duplicata,1951792,0
Asura analogus,Cyme analogus,12261288,1
Nayaca imbuta,Diaphora mendica,6097214,0
Mursa marica,Eloasa acrata,10274901,0
Oreta hepatica,Bertula momusalis,11447869,0
Elysius demaculata,Elysius cingulata,1811317,1
Eloasa liasarca,Eloasa liosarca,10502026,1
Dysschema noctuites,Dysschema subapicalis,5117531,1
Nayaca imbuta,Alphaea imbuta,10040888,1
Nisaga modesta,Chrysoclista flavicaput,1853079,0
Empretia paenulata,Euclea delphinii,5105365,1
Hypoblechra andamanensis,Mambara andamanensis,5105245,1
Monoleuca spadicis,Euclea spadicis,5105406,1
Drepana pallascens,Cyme serratilinea,12207674,0
Calligenia pyraula,Cyme pyraula,12216332,1
Onebala eremota,Cophomantella eremota,1837684,1
Palimpsestis obscura,Oreta sublustris,1951499,0
