oldSpeciesCanonicalName,species,key,label
Megalaima nuchalis,Selenidera piperivora,5789359,0
Dryobates lignarius,Veniliornis lignarius,5789380,1
Calorhamphus fuliginosus,Psilopogon rubricapillus,7522803,0
Hypopicus hyperythrus,Dendrocopos hyperythrus,2478150,1
Bucco rubecula,Selenidera piperivora,5789359,0
Mesopicos griseocephalus,Dendrocoptes auriceps,8916767,0
Celeus brachyurus,Micropternus brachyurus,5844053,1
Picus striatus,Melanerpes striatus,2478123,1
Dendrocopos scalaris,Lybius melanopterus,2479026,0
Pogonornis melanopterus,Lybius melanopterus,2479026,1
Pogonornis melanopterus,Psilopogon flavifrons,8129458,0
Bucco zeylanicus,Dendrocoptes medius,8773033,0
Picus borealis,Dendrocoptes auriceps,8916767,0
Picus arcticus,Picoides arcticus,2477774,1
Picus principalis,Celeus flavus,5228966,0
Dendropicos xantholophus,Picus sharpei,9029556,0
Hypopicus hyperythrus,Lybius dubius,2479027,0
Dryobates callonotus,Monasa nigrifrons,2475187,0
Galbula lugubris,Veniliornis mixtus,7340156,0
Aulacorhamphus caeruleogularis,Veniliornis lignarius,5789380,0
Picus lewis,Psilopogon asiaticus,7528533,0
Picus galeatus,Colaptes auratus,2478259,0
Megalaima incognita,Dryobates pubescens,9149595,0
Centurus carolinus,Melanerpes carolinus,2478106,1
Picus kirkii,Veniliornis nigriceps,2478341,0
Picoides ramsayi,Celeus undatus,5228955,0
Campethera nivosa,Dryocopus pileatus,5228824,0
Megalaima chrysopogon,Psilopogon chrysopogon,7497537,1
Picoides villosus,Psilopogon corvinus,7471066,0
Dryobates fumigatus,Leuconotopicus fumigatus,9000455,1
Picus syriacus,Nonnula rubecula,2475122,0
Picoides albolarvatus,Leuconotopicus stricklandi,8862287,0
Picoides maculatus,Psilopogon asiaticus,7528533,0
Nystactes noanamae,Gecinulus rafflesii,11049618,0
Picoides arizonae,Leuconotopicus albolarvatus,9128444,0
Centurus superciliaris,Melanerpes superciliaris,2478075,1
Picus candidus,Melanerpes candidus,2478144,1
Picus grammicus,Dryobates cathpharius,9090105,0
Picus canicapillus,Yungipicus canicapillus,9045043,1
Picus flavus,Celeus flavus,5228966,1
Picoides obsoletus,Aulacorhynchus prasinus,5229012,0
Picoides maculatus,Yungipicus maculatus,8854301,1
Picumnus micromegas,Veniliornis kirkii,2478367,0
Chloropicoides rafflesii,Dendrocoptes auriceps,8916767,0
Verreauxia africana,Sasia africana,2478210,1
Pogonornis bidentatus,Lybius bidentatus,2479015,1
Trachyphonus europeus,Capitonides europeus,11175558,1
Dendrocopos pubescens,Aulacorhynchus sulcatus,5229028,0
Dendrocopos cathpharius,Dryobates cathpharius,9090105,1
Dendropicos namaquus,Psilopogon faber,7501799,0
Picus mineaceus,Veniliornis chocoensis,2478339,0
Picus miniaceus,Chrysophlegma miniaceum,6101205,1
Picus percussus,Xiphidiopicus percussus,2478165,1
Thereiceryx zeylanicus,Buccanodon duchaillui,2478790,0
Dendrocopos minor,Yungipicus kizuki,9178169,0
Bathoceleus hyphalus,Aulacorhynchus prasinus,5229012,0
Megalaima haemacephala,Psilopogon haemacephalus,7691806,1
Dryobates maculifrons,Veniliornis maculifrons,2478340,1
Megalaima pulcherrima,Psilopogon pulcherrimus,8114638,1
Dryocopus galeatus,Celeus galeatus,8868834,1
Dryobates comminutus,Dryobates minor,9015784,1
Barbatula duchaillui,Buccanodon duchaillui,2478790,1
Trachylaemus purpuratus,Trachyphonus purpuratus,2478850,1
Alcedo dea,Galbula dea,5228256,1
Picus punctigula,Psilopogon rubricapillus,7522803,0
Cuculus auratus,Dendrocopos noguchii,5789375,0
Centurus aurifrons,Sasia africana,2478210,0
Picoides ramsayi,Yungipicus ramsayi,8951546,1
Centurus carolinus,Melanerpes erythrocephalus,2478130,0
Picus mixtus,Veniliornis mixtus,7340156,1
Mesopicus cassini,Veniliornis cassini,2478356,1
Picus mahrattensis,Leiopicus mahrattensis,8908559,1
Picoides stricklandi,Psilopogon franklinii,7381546,0
Dendrocopos obsoletus,Dendropicos obsoletus,2478385,1
Megalaima corvina,Psilopogon corvinus,7471066,1
Campethera caroli,Trachyphonus purpuratus,2478850,0
Chrysocolaptes validus,Reinwardtipicus validus,2478588,1
Dendrocopos moluccensis,Sphyrapicus ruber,2478597,0
Picoides temminckii,Yungipicus temminckii,8875463,1
Picoides kizuki,Yungipicus kizuki,9178169,1
Megalaima faber,Psilopogon haemacephalus,7691806,0
Picus chrysochloros,Piculus chrysochloros,5228906,1
Picus carolinus,Leuconotopicus fumigatus,9000455,0
Bucco chacuru,Celeus undatus,5228955,0
Dryobates arizonae,Leuconotopicus arizonae,8721784,1
Picus elegans,Psilopogon australis,8110522,0
Bucco fuscus,Leuconotopicus fumigatus,9000455,0
Dendrocopos temminckii,Yungipicus temminckii,8875463,1
Megalaima rubricapillus,Psilopogon rubricapillus,7522803,1
Bucco dubius,Psilopogon australis,8110522,0
Piculus auricularis,Aulacorhynchus sulcatus,5229028,0
Baillonius bailloni,Pteroglossus bailloni,5789361,1
Dinopium rafflesii,Gecinulus rafflesii,11049618,1
Picoides mixtus,Veniliornis mixtus,7340156,1
Dendrocopos kizuki,Yungipicus kizuki,9178169,1
Megalaima oorti,Leuconotopicus fumigatus,9000455,0
Dryobates stricklandi,Dryocopus martius,2477872,0
Selenidera culik,Selenidera piperivora,5789359,1
Hylatomus galeatus,Colaptes punctigula,2478237,0
Dendropicos pyrrhogaster,Chloropicus pyrrhogaster,8841297,1
Gecinus sharpei,Picus sharpei,9029556,1
Picoides villosus,Leuconotopicus villosus,9192501,1
Picus arcticus,Lybius melanopterus,2479026,0
Geopicus chrysoides,Dryobates cathpharius,9090105,0
Picus callonotus,Veniliornis callonotus,2478357,1
Thripias pyrrhogaster,Chloropicus pyrrhogaster,8841297,1
Megalaima rafflesii,Psilopogon rafflesii,7443473,1
Dryobates affinis,Veniliornis affinis,2478373,1
Pteroglossus albivitta,Aulacorhynchus albivitta,6101211,1
Megalaima henricii,Celeus galeatus,8868834,0
Dendrocopos villosus,Leuconotopicus villosus,9192501,1
Dryobates kirkii,Veniliornis kirkii,2478367,1
Sapheopipo noguchii,Dendrocopos noguchii,5789375,1
Bucco niger,Lybius bidentatus,2479015,0
Picus lineatus,Dryocopus lineatus,5228831,1
Picus concretus,Hemicircus concretus,2478593,1
Thripias xantholophus,Leuconotopicus borealis,9046711,0
Dendropicos namaquus,Chloropicus namaquus,8818908,1
Dendropicos medius,Dendrocoptes medius,8773033,1
Megalaima franklinii,Pteroglossus aracari,2478828,0
Picoides minor,Dendrocopos noguchii,5789375,0
Ramphastos aracari,Melanerpes lewis,2478142,0
Megalaima lineata,Psilopogon lineatus,7934047,1
Picus arizonae,Psilopogon lagrandieri,8205724,0
Megalaima australis,Yungipicus kizuki,9178169,0
Dendrocopos dorae,Dendrocoptes dorae,8860705,1
Picus mentalis,Celeus undatus,5228955,0
Picus flavigula,Piculus flavigula,5228869,1
Verreauxia africana,Campephilus principalis,2478561,0
Picus rubiginosus,Colaptes rubiginosus,7340161,1
Hylatomus schulzii,Micropternus brachyurus,5844053,0
Picus pileatus,Dendrocoptes medius,8773033,0
Megalaima rafflesii,Chloropicus namaquus,8818908,0
Dryobates villosus,Leuconotopicus villosus,9192501,1
Cuculus ater,Monasa atra,2475190,1
Leiopicus medius,Dendrocoptes medius,8773033,1
Pteroglossus albivitta,Leuconotopicus borealis,9046711,0
Dryobates major,Dendrocopos major,2477968,1
Megalaima oorti,Psilopogon oorti,8006809,1
Galbula lugubris,Brachygalba lugubris,2475040,1
Picus lewis,Melanerpes lewis,2478142,1
Bucco macrorhynchos,Notharchus macrorhynchos,2475102,1
Picus punctigula,Colaptes punctigula,2478237,1
Selenidera culik,Psilopogon armillaris,7666111,0
Picus percussus,Chrysophlegma miniaceum,6101205,0
Centurus aurifrons,Melanerpes aurifrons,2478081,1
Neanis kistneri,Piculus chrysochloros,5228906,0
Megalaima lagrandieri,Psilopogon lagrandieri,8205724,1
Picus canicapillus,Leuconotopicus fumigatus,9000455,0
Picus martius,Dryocopus martius,2477872,1
Dryobates chocoensis,Psilopogon faiostrictus,7360840,0
Picus lecotos,Campephilus melanoleucos,2478564,0
Nystactes noanamae,Bucco noanamae,5228275,1
Cyphos macrodactylus,Capitonides europeus,11175558,0
Dryobates major,Dendropicos griseocephalus,2478411,0
Nystactes tamatia,Bucco tamatia,5228270,1
Mesopicus cassini,Gecinulus rafflesii,11049618,0
Picoides nuttallii,Veniliornis chocoensis,2478339,0
Dryocopus major,Picumnus minutissimus,5228747,0
Dryobates frontalis,Veniliornis frontalis,2478366,1
Megalaima faiostricta,Psilopogon faiostrictus,7360840,1
Dendrocopos auriceps,Dendrocoptes auriceps,8916767,1
Dendrocopos mahrattensis,Colaptes auricularis,5789382,0
Picus sanguineus,Leiopicus mahrattensis,8908559,0
Cloronerpes frontalis,Pteroglossus viridis,2478827,0
Megalaima corvina,Dendrocoptes dorae,8860705,0
Pincus canus,Picus canus,2478548,1
Picus villosus,Leuconotopicus villosus,9192501,1
Pteroglossus culik,Picumnus exilis,5228733,0
Hylatomus pileatus,Aulacorhynchus atrogularis,5844042,0
Ramphastos viridis,Pteroglossus viridis,2478827,1
Dendrocopos villosus,Dendrocopos syriacus,2478031,0
Dryobates arizonae,Melanerpes herminieri,2478097,0
Picus superciliaris,Dendrocopos major,2477968,0
Picus syriacus,Dendrocopos syriacus,2478031,1
Picus leucotos,Dendrocopos leucotos,2477927,1
Dendropicos xantholophus,Chloropicus xantholophus,9215800,1
Picus flavinucha,Yungipicus temminckii,8875463,0
Picus grammicus,Celeus grammicus,5228935,1
Dendropicos dorae,Colaptes rivolii,7340159,0
Pteroglossus prasinus,Aulacorhynchus prasinus,5229012,1
Picus minor,Psilopogon oorti,8006809,0
Veniliornis fumigatus,Leuconotopicus fumigatus,9000455,1
Asyndesmus lewis,Melanerpes lewis,2478142,1
Picus kirkii,Veniliornis kirkii,2478367,1
Picus minutissimus,Veniliornis mixtus,7340156,0
Piculus rubiginosus,Colaptes rubiginosus,7340161,1
Megalaima zeylanica,Veniliornis maculifrons,2478340,0
Dryobates villosus,Dendrocopos major,2477968,0
Picus maculifrons,Veniliornis passerinus,2478345,0
Megalaima franklinii,Psilopogon franklinii,7381546,1
Bucco tectus,Melanerpes superciliaris,2478075,0
Leiopicus auriceps,Chloropicus xantholophus,9215800,0
Ramphastos piperivorus,Aulacorhynchus prasinus,5229012,0
Megalaima eximia,Psilopogon eximius,7385758,1
Dendrocopos albolarvatus,Leuconotopicus albolarvatus,9128444,1
Picoides medius,Dendrocoptes medius,8773033,1
Picus campestris,Colaptes campestris,2478233,1
Dryobates fumigatus,Selenidera piperivora,5789359,0
Picus medius,Dendrocoptes medius,8773033,1
Ramphastos piperivorus,Selenidera piperivora,5789359,1
Picoides albolarvatus,Leuconotopicus albolarvatus,9128444,1
Picus medius,Dryobates scalaris,8959883,0
Picus tridactylus,Picoides tridactylus,2477804,1
Picus torquatus,Campephilus melanoleucos,2478564,0
Hylatomus schulzii,Dryocopus schulzii,5228823,1
Dinopium rafflesii,Yungipicus temminckii,8875463,0
Picus arizonae,Leuconotopicus arizonae,8721784,1
Dendrocopos medius,Dendrocoptes medius,8773033,1
Bucco fuscus,Malacoptila fusca,2475157,1
Picus noguchii,Dendropicos obsoletus,2478385,0
Dendrocopos borealis,Leuconotopicus borealis,9046711,1
Picoides pubescens,Yungipicus temminckii,8875463,0
Picus pileatus,Dryocopus pileatus,5228824,1
Picus galeatus,Celeus galeatus,8868834,1
Megalaima javensis,Psilopogon javensis,7395391,1
Pteroglossus spec,Xiphidiopicus percussus,2478165,0
Picus varius,Psilopogon rafflesii,7443473,0
Picus nigriceps,Pteroglossus viridis,2478827,0
Dryocopus galeatus,Dendrocoptes medius,8773033,0
Picus passerinus,Capitonides europeus,11175558,0
Cryptolybia olivacea,Jacamerops aureus,2475080,0
Dryobates dignus,Dryobates minor,9015784,0
Dendrocopos minor,Dryobates minor,9015784,1
Dryobates spilogaster,Reinwardtipicus validus,2478588,0
Bucco dubius,Lybius dubius,2479027,1
Piculus rivolii,Melanerpes aurifrons,2478081,0
Trachyphonus protractus,Capitonides protractus,11123435,1
Dendrocopos nuttallii,Dryobates nuttallii,9088491,1
Picus rubiginosus,Capito niger,2479051,0
Picus aurulentus,Psilopogon zeylanicus,7760921,0
Picus erythrocephalus,Aulacorhynchus caeruleogularis,5229024,0
Dendrocopos cathpharius,Psilopogon eximius,7385758,0
Picus lignarius,Veniliornis mixtus,7340156,0
Veniliornis fumigatus,Chloropicus xantholophus,9215800,0
Dryobates mixtus,Dryobates pubescens,9149595,0
Picus concretus,Micropternus brachyurus,5844053,0
Dendrocopos albolarvatus,Buccanodon duchaillui,2478790,0
Dendrocopos mahrattensis,Leiopicus mahrattensis,8908559,1
Picus elegans,Celeus elegans,5228959,1
Picoides major,Leuconotopicus borealis,9046711,0
Centurus uropygialis,Bucco macrodactylus,5228265,0
Picus formicivorus,Veniliornis chocoensis,2478339,0
Barbatula duchaillui,Dryobates scalaris,8959883,0
Picus stricklandi,Veniliornis spilogaster,2478382,0
Bucco chacuru,Nystalus chacuru,2475192,1
Picumnus dorbygnianus,Dryocopus pileatus,5228824,0
Geopicus chrysoides,Colaptes chrysoides,2478248,1
Mesopicos griseocephalus,Dendropicos griseocephalus,2478411,1
Megalaima flavifrons,Psilopogon flavifrons,8129458,1
Aulacorhamphus whitelianus,Veniliornis mixtus,7340156,0
Bucco niger,Capito niger,2479051,1
Chloropicoides rafflesii,Gecinulus rafflesii,11049618,1
Ceophloeus pileatus,Dryocopus pileatus,5228824,1
Dendrocopos nuttallii,Psilopogon armillaris,7666111,0
Pogonornis dubius,Lybius dubius,2479027,1
Picus leucotos,Dendrocoptes medius,8773033,0
Centurus superciliaris,Xiphidiopicus percussus,2478165,0
Picoides minor,Dryobates minor,9015784,1
Dryobates lignarius,Monasa nigrifrons,2475187,0
Cyrilavis olsoni,Pteroglossus bailloni,5789361,0
Picus stricklandi,Leuconotopicus stricklandi,8862287,1
Picus lineatus,Yungipicus moluccensis,9104123,0
Picus candidus,Dendrocopos leucotos,2477927,0
Picus pubescens,Dryobates pubescens,9149595,1
Picus villosus,Yungipicus maculatus,8854301,0
Dryobates mixtus,Veniliornis mixtus,7340156,1
Megalaima mystacophanos,Leuconotopicus albolarvatus,9128444,0
Picus aurulentus,Piculus aurulentus,5228880,1
Dryobates kirkii,Melanerpes lewis,2478142,0
Bathoceleus hyphalus,Melanerpes superciliaris,2478075,1
Argicus macrodactylus,Bucco macrodactylus,5228265,1
Picus undatus,Celeus undatus,5228955,1
Cyrilavis olsoni,Primobucco olsoni,4966650,1
Aulacorhamphus whitelianus,Aulacorhynchus whitelianus,6101210,1
Cloronerpes frontalis,Veniliornis frontalis,2478366,1
Dryobates callonotus,Veniliornis callonotus,2478357,1
Picus mentalis,Chrysophlegma mentale,6101204,1
Dendropicos dorae,Dendrocoptes dorae,8860705,1
Picoides medius,Stactolaema olivacea,2478792,0
Leiopicus medius,Dendropicos griseocephalus,2478411,0
Cryptolybia olivacea,Stactolaema olivacea,2478792,1
Picoides arizonae,Leuconotopicus arizonae,8721784,1
Picus sanguineus,Veniliornis sanguineus,2478355,1
Cuculus tenebrosus,Chelidoptera tenebrosa,5228262,1
Dendropicos medius,Psilopogon incognitus,7484096,0
Alcedo spec,Dryobates minor,9015784,0
Thripias xantholophus,Chloropicus xantholophus,9215800,1
Picus lignarius,Veniliornis lignarius,5789380,1
Picoides scalaris,Nonnula rubecula,2475122,0
Megalaima mystacophanos,Psilopogon mystacophanos,7515275,1
Dryobates frontalis,Dryobates minor,9015784,0
Pteroglossus atrogularis,Leuconotopicus borealis,9046711,0
Pulchrapollia olsoni,Colaptes punctigula,2478237,0
Ramphastos aracari,Pteroglossus aracari,2478828,1
Pteroglossus prasinus,Dendrocoptes medius,8773033,0
Megalaima eximia,Pteroglossus aracari,2478828,0
Picus borealis,Leuconotopicus borealis,9046711,1
Pogonornis minor,Lybius minor,2478998,1
Thripias namaquus,Veniliornis lignarius,5789380,0
Megalaima viridis,Psilopogon viridis,7796884,1
Picus mineaceus,Chrysophlegma miniaceum,6101205,1
Dryobates borealis,Leuconotopicus borealis,9046711,1
Picus mixtus,Bucco macrodactylus,5228265,0
Megalaima zeylanica,Psilopogon zeylanicus,7760921,1
Picumnus dorbygnianus,Picumnus dorbignyanus,5228748,1
Dryobates nigriceps,Veniliornis nigriceps,2478341,1
Dryobates chocoensis,Veniliornis chocoensis,2478339,1
Picoides moluccensis,Psilopogon chrysopogon,7497537,0
Asyndesmus lewis,Lybius melanopterus,2479026,0
Megalaima henricii,Psilopogon henricii,7687489,1
Megalaima chrysopogon,Dendrocoptes auriceps,8916767,0
Picus affinis,Veniliornis affinis,2478373,1
Dendrocopos obsoletus,Chrysophlegma miniaceum,6101205,0
Alcedo spec,Galbula galbula,5228252,1
Picoides canicapillus,Chrysophlegma miniaceum,6101205,0
Dryobates maculifrons,Dryobates scalaris,8959883,0
Piculus auricularis,Colaptes auricularis,5789382,1
Picus miniaceus,Dryobates minor,9015784,0
Picoides obsoletus,Dendropicos obsoletus,2478385,1
Picus exilis,Picumnus exilis,5228733,1
Picoides scalaris,Dryobates scalaris,8959883,1
Picus minor,Dryobates minor,9015784,1
Pogonornis bidentatus,Dendrocopos major,2477968,0
Pteroglossus atrogularis,Aulacorhynchus atrogularis,5844042,1
Picus herminieri,Psilopogon faber,7501799,0
Megalaima pulcherrima,Dendrocoptes dorae,8860705,0
Picus minutissimus,Picumnus minutissimus,5228747,1
Picus ruber,Melanerpes superciliaris,2478075,0
Picoides canicapillus,Yungipicus canicapillus,9045043,1
Picus noguchii,Dendrocopos noguchii,5789375,1
Picoides lignarius,Veniliornis lignarius,5789380,1
Picus pubescens,Yungipicus kizuki,9178169,0
Megalaima monticola,Pteroglossus viridis,2478827,0
Dendrocopos anglicus,Nystalus chacuru,2475192,0
Thereiceryx zeylanicus,Psilopogon zeylanicus,7760921,1
Chloronerpes dignus,Psilopogon rafflesii,7443473,0
Picus flavus,Dendrocopos major,2477968,0
Thripias pyrrhogaster,Lybius minor,2478998,0
Leuconerpes albolarvatus,Yungipicus temminckii,8875463,0
Bucco rubecula,Nonnula rubecula,2475122,1
Megalaima nuchalis,Psilopogon nuchalis,7792756,1
Megalaima virens,Psilopogon virens,7982358,1
Dryobates passerinus,Chelidoptera tenebrosa,5228262,0
Megalaima lagrandieri,Psilopogon mystacophanos,7515275,0
Baillonius bailloni,Pteroglossus viridis,2478827,0
Bucco macrorhynchos,Bucco noanamae,5228275,0
Megalaima lineata,Primobucco olsoni,4966650,0
Chrysocolaptes validus,Galbula galbula,5228252,0
Venilornis fumigatus,Psilopogon javensis,7395391,0
Dendrocopos temminckii,Yungipicus moluccensis,9104123,0
Megalaima incognita,Psilopogon incognitus,7484096,1
Cuculus auratus,Colaptes auratus,2478259,1
Picus maculifrons,Veniliornis maculifrons,2478340,1
Calorhamphus fuliginosus,Caloramphus fuliginosus,2478987,1
Picus major,Veniliornis callonotus,2478357,0
Megalaima asiatica,Psilopogon asiaticus,7528533,1
Picumnus fulvescens,Chelidoptera tenebrosa,5228262,0
Dendrocopos canicapillus,Chrysophlegma miniaceum,6101205,0
Dryobates stricklandi,Leuconotopicus stricklandi,8862287,1
Picus spilogaster,Veniliornis spilogaster,2478382,1
Dendrocopos medius,Celeus galeatus,8868834,0
Pteroglossus culik,Selenidera piperivora,5789359,1
Picus melanoleucos,Veniliornis affinis,2478373,0
Alcedo aurea,Dendrocoptes medius,8773033,0
Dryobates passerinus,Veniliornis passerinus,2478345,1
Picus herminieri,Melanerpes herminieri,2478097,1
Megalaima monticola,Psilopogon monticola,7880953,1
Dryobates dignus,Veniliornis dignus,2478378,1
Picoides kizuki,Psilopogon flavifrons,8129458,0
Ceophloeus pileatus,Picus sharpei,9029556,0
Leuconerpes albolarvatus,Leuconotopicus albolarvatus,9128444,1
Dendrocopos arizonae,Colaptes auricularis,5789382,0
Trachyphonus protractus,Leuconotopicus fumigatus,9000455,0
Dryobates spilogaster,Veniliornis spilogaster,2478382,1
Picoides borealis,Psilopogon nuchalis,7792756,0
Dendrocopos maculatus,Dryobates scalaris,8959883,0
Bucco collaris,Bucco capensis,5228276,1
Dendrocopos canicapillus,Yungipicus canicapillus,9045043,1
Picus tridactylus,Gecinulus rafflesii,11049618,0
Centurus uropygialis,Melanerpes uropygialis,2478112,1
Dendrocopos dorae,Leuconotopicus stricklandi,8862287,0
Picus affinis,Pardipicus caroli,10975405,0
Piculus rivolii,Colaptes rivolii,7340159,1
Asyndesmus lewisi,Chloropicus namaquus,8818908,0
Bucco nigrifrons,Leuconotopicus fumigatus,9000455,0
Dendrocopos scalaris,Dryobates scalaris,8959883,1
Gecinus sharpei,Yungipicus kizuki,9178169,0
Pogonornis minor,Dryobates pubescens,9149595,0
Celeus brachyurus,Veniliornis spilogaster,2478382,0
Cyphos macrodactylus,Bucco macrodactylus,5228265,1
Picus ruber,Sphyrapicus ruber,2478597,1
Hylatomus lineatus,Veniliornis nigriceps,2478341,0
Picus passerinus,Veniliornis passerinus,2478345,1
Megalaima javensis,Psilopogon monticola,7880953,0
Thripias namaquus,Chloropicus namaquus,8818908,1
Megalaima haemacephala,Psilopogon eximius,7385758,0
Megalaima armillaris,Psilopogon armillaris,7666111,1
Argicus macrodactylus,Dryobates pubescens,9149595,0
Picus melanoleucos,Campephilus melanoleucos,2478564,1
Picus flavinucha,Chrysophlegma flavinucha,6101206,1
Neanis kistneri,Primobucco kistneri,4966654,1
Picus nigriceps,Veniliornis nigriceps,2478341,1
Dryobates borealis,Nystalus chacuru,2475192,0
Bucco tectus,Notharchus tectus,2475098,1
Ramphastos viridis,Pardipicus nivosus,11007905,0
Picoides moluccensis,Yungipicus moluccensis,9104123,1
Picus flavigula,Psilopogon lagrandieri,8205724,0
Megalaima viridis,Dryobates cathpharius,9090105,0
Pulchrapollia olsoni,Primobucco olsoni,4966650,1
Dryobates cassini,Chelidoptera tenebrosa,5228262,0
Megalaima flavifrons,Dendrocoptes dorae,8860705,0
Megalaima australis,Psilopogon australis,8110522,1
Dendrocopos auriceps,Stactolaema olivacea,2478792,0
Dryobates nigriceps,Dryocopus schulzii,5228823,0
Piculus rubiginosus,Chloropicus xantholophus,9215800,0
Dendrocopos borealis,Melanerpes candidus,2478144,0
Pteroglossus sulcatus,Chelidoptera tenebrosa,5228262,0
Picus exilis,Dendrocoptes dorae,8860705,0
Picus lecotos,Dendrocopos leucotos,2477927,1
Picoides nuttallii,Dryobates nuttallii,9088491,1
Dendrocopos anglicus,Dendrocopos major,2477968,1
Picus mahrattensis,Leuconotopicus albolarvatus,9128444,0
Picoides borealis,Leuconotopicus borealis,9046711,1
Dryobates comminutus,Leiopicus mahrattensis,8908559,0
Picus superciliaris,Melanerpes superciliaris,2478075,1
Megalaima virens,Veniliornis mixtus,7340156,0
Picus striatus,Colaptes rubiginosus,7340161,0
Bucco zeylanicus,Psilopogon zeylanicus,7760921,1
Trachylaemus purpuratus,Psilopogon javensis,7395391,0
Hylatomus pileatus,Dryocopus pileatus,5228824,1
Nystactes tamatia,Yungipicus moluccensis,9104123,0
Dendrocopos moluccensis,Yungipicus moluccensis,9104123,1
Picus principalis,Campephilus principalis,2478561,1
Campethera nivosa,Pardipicus nivosus,11007905,1
Picoides stricklandi,Leuconotopicus stricklandi,8862287,1
Picoides temminckii,Psilopogon corvinus,7471066,0
Picus fumigatus,Dendrocoptes auriceps,8916767,0
Megalaima armillaris,Xiphidiopicus percussus,2478165,0
Picus fumigatus,Leuconotopicus fumigatus,9000455,1
