species,oldSpeciesCanonicalName,similarity,prediction,model,threshold
Labrocerus vestitus,Labrocerus flavicornis,0.9034,synonym,allenai/scibert_scivocab_cased,0.7
Attagenus australis,Trinodes australis,0.9093,synonym,allenai/scibert_scivocab_cased,0.7
Attagenus brunneus,Attagenus elongatulus,0.8998,synonym,allenai/scibert_scivocab_cased,0.7
Attagenus brunneus,Attagenus elongatus,0.8818,synonym,allenai/scibert_scivocab_cased,0.7
Attagenus brunneus,Attagenus marginicollis,0.8993,synonym,allenai/scibert_scivocab_cased,0.7
Attagenus fasciatus,Attagenus anulifer,0.8664,synonym,allenai/scibert_scivocab_cased,0.7
Attagenus fasciatus,Attagenus gloriosae,0.8248,synonym,allenai/scibert_scivocab_cased,0.7
Attagenus fasciatus,Attagenus gloriosus,0.8625,synonym,allenai/scibert_scivocab_cased,0.7
Attagenus quadrimaculatus,Attagenus 4-maculatus,0.8371,synonym,allenai/scibert_scivocab_cased,0.7
Attagenus trifasciatus,Attagenus 3-fasciatus,0.8112,synonym,allenai/scibert_scivocab_cased,0.7
Attagenus undulatus,Aethriostoma undulata,0.7976,synonym,allenai/scibert_scivocab_cased,0.7
Attagenus unicolor,Attagenus megatoma,0.8271,synonym,allenai/scibert_scivocab_cased,0.7
Attagenus unicolor,Attagenus piceus,0.9157,synonym,allenai/scibert_scivocab_cased,0.7
Thaumaglossa anthrenoides,Pseudothaumaglossa anthrenoides,0.9711,synonym,allenai/scibert_scivocab_cased,0.7
Orphinus fulvipes,Cryptorhopalum brevicorne,0.8452,synonym,allenai/scibert_scivocab_cased,0.7
Orphinus fulvipes,Orphinus brevicorne,0.9244,synonym,allenai/scibert_scivocab_cased,0.7
Orphinus fulvipes,Orphinus brevicornis,0.9449,synonym,allenai/scibert_scivocab_cased,0.7
Orphinus fulvipes,Trogoderma fulvipes,0.851,synonym,allenai/scibert_scivocab_cased,0.7
Thorictodes heydeni,Thaumaphrastus heydeni,0.8586,synonym,allenai/scibert_scivocab_cased,0.7
Thorictodes heydeni,Thorictodes karanisensis,0.8978,synonym,allenai/scibert_scivocab_cased,0.7
Megatoma alpina,Globicornis alpina,0.8815,synonym,allenai/scibert_scivocab_cased,0.7
Heterocerus crinitus,Augyles crinitus,0.9022,synonym,allenai/scibert_scivocab_cased,0.7
Heterocerus fenestratus,Heterocerus pulchellus,0.9077,synonym,allenai/scibert_scivocab_cased,0.7
Heterocerus flindersi,Heterocerus caledoniae,0.8992,synonym,allenai/scibert_scivocab_cased,0.7
Heterocerus maritimus,Augyles britannicus,0.8101,synonym,allenai/scibert_scivocab_cased,0.7
Heterocerus maritimus,Heterocerus basalis,0.849,synonym,allenai/scibert_scivocab_cased,0.7
Heterocerus maritimus,Heterocerus britannicus,0.9045,synonym,allenai/scibert_scivocab_cased,0.7
Heterocerus maritimus,Heterocerus burchanensis,0.9154,synonym,allenai/scibert_scivocab_cased,0.7
Augyles aureolus,Heterocerus aureolus,0.8497,synonym,allenai/scibert_scivocab_cased,0.7
Pastillodes areolatus,Cybocephalus areolatus,0.8703,synonym,allenai/scibert_scivocab_cased,0.7
Cybocephalus binotatus,Cybocephalus aeneonittens,0.935,synonym,allenai/scibert_scivocab_cased,0.7
Cybocephalus membranaceus,Dissia membranaceus,0.8369,synonym,allenai/scibert_scivocab_cased,0.7
Cybocephalus politissimus,Cybocephalus flavicapitus,0.9477,synonym,allenai/scibert_scivocab_cased,0.7
Cybocephalus politissimus,Cybocephalus flavocapitis,0.9419,synonym,allenai/scibert_scivocab_cased,0.7
Cybocephalus amplus,Dissia ampla,0.6827,not synonym,allenai/scibert_scivocab_cased,0.7
Cybocephalus sublucidus,Brachypterus sublucidus,0.7937,synonym,allenai/scibert_scivocab_cased,0.7
Pacicephalus gressitti,Cybocephalus gressitti,0.9317,synonym,allenai/scibert_scivocab_cased,0.7
Amedissia argentinus,Pycnocephalus argentinus,0.7871,synonym,allenai/scibert_scivocab_cased,0.7
Theticephalus aurocupreus,Cybocephalus aurocupreus,0.9181,synonym,allenai/scibert_scivocab_cased,0.7
Theticephalus decamerus,Cybocephalus decamerus,0.9269,synonym,allenai/scibert_scivocab_cased,0.7
Theticephalus mesopotamicus,Cybocephalus mesopatamicus,0.8646,synonym,allenai/scibert_scivocab_cased,0.7
Theticephalus mesopotamicus,Cybocephalus mesopotamicus,0.933,synonym,allenai/scibert_scivocab_cased,0.7
Theticephalus mesopotamicus,Theticephalus mesopatamicus,0.9665,synonym,allenai/scibert_scivocab_cased,0.7
Theticephalus nigriceps,Dissia nigriceps,0.7953,synonym,allenai/scibert_scivocab_cased,0.7
Theticephalus salsus,Cybocephalus salsus,0.9081,synonym,allenai/scibert_scivocab_cased,0.7
Cycloderma deplanatum,Critoderma deplanatum,0.9216,synonym,allenai/scibert_scivocab_cased,0.7
Micromalthus debilis,Micromalthus anansi,0.9086,synonym,allenai/scibert_scivocab_cased,0.7
Eurymeloe baudueri,Meloe baudueri,0.8796,synonym,allenai/scibert_scivocab_cased,0.7
Eurymeloe ganglbaueri,Meloe ganglbaueri,0.8408,synonym,allenai/scibert_scivocab_cased,0.7
Eurymeloe mediterraneus,Meloe mediterraneus,0.8909,synonym,allenai/scibert_scivocab_cased,0.7
Eurymeloe murinus,Meloe murinus,0.8877,synonym,allenai/scibert_scivocab_cased,0.7
Eurymeloe scabriusculus,Meloe scabriusculus,0.926,synonym,allenai/scibert_scivocab_cased,0.7
Palaestra guerini,Telephorus guerinii,0.8099,synonym,allenai/scibert_scivocab_cased,0.7
Palaestra guerini,Zonitis guerini,0.9138,synonym,allenai/scibert_scivocab_cased,0.7
Hycleus polymorphus,Mylabris polymorpha,0.8127,synonym,allenai/scibert_scivocab_cased,0.7
Hycleus phaleratus,Meloe phalerata,0.8604,synonym,allenai/scibert_scivocab_cased,0.7
Hycleus phaleratus,Mylabris phalerata,0.8943,synonym,allenai/scibert_scivocab_cased,0.7
Hycleus brevetarsalis,Mylabris brevetarsalis,0.9382,synonym,allenai/scibert_scivocab_cased,0.7
Cantharis lithophilus,Lytta lithophila,0.856,synonym,allenai/scibert_scivocab_cased,0.7
Zonitis chrysomeloides,Cantharis chrysomeloides,0.8684,synonym,allenai/scibert_scivocab_cased,0.7
Zonitis melanoptera,Zonitis nigripennis,0.8362,synonym,allenai/scibert_scivocab_cased,0.7
Cerocoma schaefferi,Cerocoma viridis,0.8169,synonym,allenai/scibert_scivocab_cased,0.7
Meloe brevicollis,Meloe cephalotes,0.7482,synonym,allenai/scibert_scivocab_cased,0.7
Meloe brevicollis,Meloe laticollis,0.8978,synonym,allenai/scibert_scivocab_cased,0.7
Meloe brevicollis,Meloe puncticollis,0.8679,synonym,allenai/scibert_scivocab_cased,0.7
Meloe brevicollis,Meloe splendens,0.8716,synonym,allenai/scibert_scivocab_cased,0.7
Meloe cicatricosus,Meloe cicatricosus,1.0,synonym,allenai/scibert_scivocab_cased,0.7
Meloe cicatricosus,Meloe punctatoradiatus,0.8547,synonym,allenai/scibert_scivocab_cased,0.7
Meloe rugosus,Meloe autumnalis,0.8543,synonym,allenai/scibert_scivocab_cased,0.7
Meloe rugosus,Meloe punctatus,0.8775,synonym,allenai/scibert_scivocab_cased,0.7
Meloe rugosus,Meloe rugulosus,0.9081,synonym,allenai/scibert_scivocab_cased,0.7
Strongylites stygius,Strongulites stygicus,0.9306,synonym,allenai/scibert_scivocab_cased,0.7
Trachypachus gibbsii,Trachypachus alticola,0.8756,synonym,allenai/scibert_scivocab_cased,0.7
Trachypachus gibbsii,Trachypachus californicus,0.9066,synonym,allenai/scibert_scivocab_cased,0.7
Trachypachus inermis,Trachypachus holmbergi,0.8965,synonym,allenai/scibert_scivocab_cased,0.7
Trachypachus inermis,Trachypachus oregonus,0.8677,synonym,allenai/scibert_scivocab_cased,0.7
Trachypachus inermis,Trachypachus specularis,0.9246,synonym,allenai/scibert_scivocab_cased,0.7
Trachypachus zetterstedtii,Trachypachus laticollis,0.7138,synonym,allenai/scibert_scivocab_cased,0.7
Trachypachus zetterstedtii,Trachypachus transversicollis,0.7676,synonym,allenai/scibert_scivocab_cased,0.7
Systolosoma breve,Notioxenus bilunulatus,0.6746,not synonym,allenai/scibert_scivocab_cased,0.7
Systolosoma breve,Systolosoma bilunulatum,0.8799,synonym,allenai/scibert_scivocab_cased,0.7
Necronectulus avus,Necronetulus avus,0.9825,synonym,allenai/scibert_scivocab_cased,0.7
Ademosynoides asiatica,Petrodromeus asiaticus,0.8825,synonym,allenai/scibert_scivocab_cased,0.7
Ademosynoides chinatica,Toksunius chinaticus,0.8899,synonym,allenai/scibert_scivocab_cased,0.7
Ademosynoides juxta,Dzeregia juxta,0.846,synonym,allenai/scibert_scivocab_cased,0.7
Gyrinites minimus,Phaulogyrinus minimus,0.8382,synonym,allenai/scibert_scivocab_cased,0.7
Epicerastes exstans,Epicerastes extans,0.8441,synonym,allenai/scibert_scivocab_cased,0.7
Epicerastes viridescens,Epicerastes viridanus,0.9435,synonym,allenai/scibert_scivocab_cased,0.7
Protaedus butoniensis,Protaedus butoniense,0.9384,synonym,allenai/scibert_scivocab_cased,0.7
Protaedus frontaltus,Protaedus fontaltus,0.8858,synonym,allenai/scibert_scivocab_cased,0.7
Protaedus matertera,Protaedus materta,0.9664,synonym,allenai/scibert_scivocab_cased,0.7
Protaedus robusticornis,Protaedus robusticorne,0.9731,synonym,allenai/scibert_scivocab_cased,0.7
Bothrus taiwanus,Physopterus taiwanus,0.928,synonym,allenai/scibert_scivocab_cased,0.7
Hucus numatus,Hucus numatus,1.0,synonym,allenai/scibert_scivocab_cased,0.7
Exillis aeruginosus,Exillis aeroginosus,0.9056,synonym,allenai/scibert_scivocab_cased,0.7
Dolichocera harmandi,Dolichocera hermandi,0.9151,synonym,allenai/scibert_scivocab_cased,0.7
Dolichocera schanus,Dolichocera schanus,1.0,synonym,allenai/scibert_scivocab_cased,0.7
Dolichocera tessellata,Dolichocera tessellatus,0.9703,synonym,allenai/scibert_scivocab_cased,0.7
Tophoderes depontanus,Syntophoderes depontanus,0.9206,synonym,allenai/scibert_scivocab_cased,0.7
Tophoderes sinuatocollis,Tophoderes sinuaticollis,0.9518,synonym,allenai/scibert_scivocab_cased,0.7
Anthribus moussonii,Anthribus moussoni,0.9636,synonym,allenai/scibert_scivocab_cased,0.7
Anthribus nebulosus,Anthribus minimus,0.8333,synonym,allenai/scibert_scivocab_cased,0.7
Anthribus nebulosus,Anthribus tesselatus,0.8476,synonym,allenai/scibert_scivocab_cased,0.7
Anthribus nebulosus,Anthribus variegatus,0.7787,synonym,allenai/scibert_scivocab_cased,0.7
Anthribus nebulosus,Brachytarsus kusteri,0.6813,not synonym,allenai/scibert_scivocab_cased,0.7
Anthribus scapularis,Brachytarsus rosae,0.8466,synonym,allenai/scibert_scivocab_cased,0.7
Deropygus chaerilus,Deropygus cherilus,0.9328,synonym,allenai/scibert_scivocab_cased,0.7
Electranthribus zherikhini,Glaesotropis zherikhini,0.8824,synonym,allenai/scibert_scivocab_cased,0.7
Sympaector revocans,Sympaector revocanus,0.9465,synonym,allenai/scibert_scivocab_cased,0.7
Phytocerum cayennense,Cerophytum cayennense,0.9415,synonym,allenai/scibert_scivocab_cased,0.7
Idiomerus brevicornis,Necromera brevicornis,0.8691,synonym,allenai/scibert_scivocab_cased,0.7
Idiomerus inflatus,Necromera inflata,0.7548,synonym,allenai/scibert_scivocab_cased,0.7
Idiomerus intermedius,Necromera intermedia,0.7489,synonym,allenai/scibert_scivocab_cased,0.7
Idiomerus latissimus,Necromera latissima,0.8238,synonym,allenai/scibert_scivocab_cased,0.7
Idiomerus longicornis,Necromera longicornis,0.8419,synonym,allenai/scibert_scivocab_cased,0.7
Idiomerus musculus,Necromera muscula,0.789,synonym,allenai/scibert_scivocab_cased,0.7
Leptocnemus longus,Necromera longa,0.7054,synonym,allenai/scibert_scivocab_cased,0.7
Baissophytum amplus,Baissopsis amplus,0.9384,synonym,allenai/scibert_scivocab_cased,0.7
Dolichocis laricinus,Ennearthron laricinum,0.8404,synonym,allenai/scibert_scivocab_cased,0.7
Sulcacis bidentulus,Cis alpinus,0.7278,synonym,allenai/scibert_scivocab_cased,0.7
Sulcacis curtulus,Cis criddlei,0.7827,synonym,allenai/scibert_scivocab_cased,0.7
Sulcacis curtulus,Cis cylindricus,0.7335,synonym,allenai/scibert_scivocab_cased,0.7
Sulcacis curtulus,Cis montana,0.7989,synonym,allenai/scibert_scivocab_cased,0.7
Sulcacis curtulus,Cis sorror,0.5835,not synonym,allenai/scibert_scivocab_cased,0.7
Sulcacis curtulus,Sulcacis criddlei,0.7822,synonym,allenai/scibert_scivocab_cased,0.7
Sulcacis curtulus,Sulcacis cylindricus,0.9145,synonym,allenai/scibert_scivocab_cased,0.7
Sulcacis curtulus,Sulcacis montana,0.8408,synonym,allenai/scibert_scivocab_cased,0.7
Sulcacis curtulus,Sulcacis niger,0.8928,synonym,allenai/scibert_scivocab_cased,0.7
Sulcacis curtulus,Sulcacis sorror,0.779,synonym,allenai/scibert_scivocab_cased,0.7
Sulcacis fronticornis,Cis fronticornis,0.8709,synonym,allenai/scibert_scivocab_cased,0.7
Sulcacis fronticornis,Rhopalodontus fronticornis,0.7579,synonym,allenai/scibert_scivocab_cased,0.7
Sulcacis nitidus,Cis nitidus,0.8724,synonym,allenai/scibert_scivocab_cased,0.7
Sulcacis nitidus,Ennearthron affine,0.6817,not synonym,allenai/scibert_scivocab_cased,0.7
Sulcacis nitidus,Ennearthron affinis,0.791,synonym,allenai/scibert_scivocab_cased,0.7
Sulcacis nitidus,Entypus affinis,0.7794,synonym,allenai/scibert_scivocab_cased,0.7
Sulcacis nitidus,Sulcacis affinis,0.8499,synonym,allenai/scibert_scivocab_cased,0.7
Strigocis bicornis,Entypus bicornis,0.9043,synonym,allenai/scibert_scivocab_cased,0.7
Strigocis bicornis,Strigocis fronticornis,0.8537,synonym,allenai/scibert_scivocab_cased,0.7
Strigocis bilimeki,Cis bilimeka,0.8472,synonym,allenai/scibert_scivocab_cased,0.7
Strigocis opalescens,Strigocis davisi,0.7725,synonym,allenai/scibert_scivocab_cased,0.7
Strigocis opalescens,Xestocis davisi,0.7091,synonym,allenai/scibert_scivocab_cased,0.7
Strigocis opalescens,Xestocis opalescens,0.8918,synonym,allenai/scibert_scivocab_cased,0.7
Wagaicis wagae,Wagaicis wagai,0.9418,synonym,allenai/scibert_scivocab_cased,0.7
Malacocis brevicollis,Brachycis brevicollis,0.8512,synonym,allenai/scibert_scivocab_cased,0.7
Cis miles,Xestocis miles,0.8494,synonym,allenai/scibert_scivocab_cased,0.7
Cis krausi,Cis bicolor,0.7104,synonym,allenai/scibert_scivocab_cased,0.7
Cis krausi,Cis bimaculatus,0.6354,not synonym,allenai/scibert_scivocab_cased,0.7
Cis krausi,Cis duryi,0.8408,synonym,allenai/scibert_scivocab_cased,0.7
Cis striatulus,Hadraule striatulus,0.928,synonym,allenai/scibert_scivocab_cased,0.7
Cis tetracentrum,Cis arizonae,0.7967,synonym,allenai/scibert_scivocab_cased,0.7
Cis maritimus,Xestocis maritimus,0.903,synonym,allenai/scibert_scivocab_cased,0.7
Cis ephippiatus,Cis ephippium,0.8954,synonym,allenai/scibert_scivocab_cased,0.7
Cis ephippiatus,Cis moznettei,0.5726,not synonym,allenai/scibert_scivocab_cased,0.7
Cis ephippiatus,Xestocis moznettei,0.6274,not synonym,allenai/scibert_scivocab_cased,0.7
Cis castaneus,Cis alter,0.6791,not synonym,allenai/scibert_scivocab_cased,0.7
Cis castaneus,Kateretes castaneus,0.8223,synonym,allenai/scibert_scivocab_cased,0.7
Cis tristis,Cis falli,0.8339,synonym,allenai/scibert_scivocab_cased,0.7
Cis tristis,Cis setulosus,0.7766,synonym,allenai/scibert_scivocab_cased,0.7
Cis festivus,Orthocis festivus,0.8914,synonym,allenai/scibert_scivocab_cased,0.7
Cis levettei,Cis levellei,0.8124,synonym,allenai/scibert_scivocab_cased,0.7
Cis levettei,Xestocis levettei,0.8594,synonym,allenai/scibert_scivocab_cased,0.7
Cis castlei,Xestocis castlei,0.9084,synonym,allenai/scibert_scivocab_cased,0.7
Octotemnus laevis,Octotemnus denudatus,0.9285,synonym,allenai/scibert_scivocab_cased,0.7
Hadraule elongatula,Ennearthron striata,0.848,synonym,allenai/scibert_scivocab_cased,0.7
Hadraule elongatula,Hadraule coarctata,0.9039,synonym,allenai/scibert_scivocab_cased,0.7
Hadraule elongatula,Hadraule striata,0.8973,synonym,allenai/scibert_scivocab_cased,0.7
Hadraule elongatula,Pityocis coarctata,0.8342,synonym,allenai/scibert_scivocab_cased,0.7
Porculus dufaui,Cis dufaui,0.8832,synonym,allenai/scibert_scivocab_cased,0.7
Ceracis bicornis,Ennearthron bicornis,0.8765,synonym,allenai/scibert_scivocab_cased,0.7
Ceracis californicus,Ceracis coloradensis,0.846,synonym,allenai/scibert_scivocab_cased,0.7
Ceracis californicus,Ceracis convergens,0.8423,synonym,allenai/scibert_scivocab_cased,0.7
Ceracis californicus,Ceracis discolor,0.8391,synonym,allenai/scibert_scivocab_cased,0.7
Ceracis californicus,Ceracis grossulus,0.811,synonym,allenai/scibert_scivocab_cased,0.7
Ceracis californicus,Ceracis oregonus,0.836,synonym,allenai/scibert_scivocab_cased,0.7
Ceracis californicus,Ennearthron californicus,0.8808,synonym,allenai/scibert_scivocab_cased,0.7
Ceracis californicus,Ennearthron coloradensis,0.7714,synonym,allenai/scibert_scivocab_cased,0.7
Ceracis californicus,Ennearthron convergens,0.7558,synonym,allenai/scibert_scivocab_cased,0.7
Ceracis californicus,Ennearthron discolor,0.7516,synonym,allenai/scibert_scivocab_cased,0.7
Ceracis californicus,Ennearthron grossulus,0.7262,synonym,allenai/scibert_scivocab_cased,0.7
Ceracis californicus,Ennearthron oregonus,0.7744,synonym,allenai/scibert_scivocab_cased,0.7
Ceracis castaneipennis,Ceracis ater,0.5727,not synonym,allenai/scibert_scivocab_cased,0.7
Ceracis castaneipennis,Ceracis rufipes,0.7581,synonym,allenai/scibert_scivocab_cased,0.7
Ceracis cornifer,Ceracis cylindricus,0.8693,synonym,allenai/scibert_scivocab_cased,0.7
Ceracis cornifer,Ceracis simplicicornis,0.8287,synonym,allenai/scibert_scivocab_cased,0.7
Ceracis cornifer,Ennearthron corniferum,0.8684,synonym,allenai/scibert_scivocab_cased,0.7
Ceracis cornifer,Ennearthron cylindricum,0.8316,synonym,allenai/scibert_scivocab_cased,0.7
Ceracis cornifer,Ennearthron simplicicorne,0.7228,synonym,allenai/scibert_scivocab_cased,0.7
Ceracis cucullatus,Ennearthron cucullatum,0.8869,synonym,allenai/scibert_scivocab_cased,0.7
Ceracis curtus,Ceracis compactus,0.9052,synonym,allenai/scibert_scivocab_cased,0.7
Ceracis curtus,Ceracis obesus,0.8683,synonym,allenai/scibert_scivocab_cased,0.7
Ceracis curtus,Cis obesus,0.7682,synonym,allenai/scibert_scivocab_cased,0.7
Ceracis curtus,Ennearthron compactus,0.8125,synonym,allenai/scibert_scivocab_cased,0.7
Ceracis curtus,Ennearthron curtus,0.8398,synonym,allenai/scibert_scivocab_cased,0.7
Ceracis dixiensis,Octotemnus dixiensis,0.6925,not synonym,allenai/scibert_scivocab_cased,0.7
Ceracis furcifer,Ennearthron furcifer,0.8715,synonym,allenai/scibert_scivocab_cased,0.7
Ceracis militaris,Ennearthron militaris,0.8402,synonym,allenai/scibert_scivocab_cased,0.7
Ceracis minutissimus,Cis minutissimus,0.8838,synonym,allenai/scibert_scivocab_cased,0.7
Ceracis monocerus,Ceracis unicorne,0.7868,synonym,allenai/scibert_scivocab_cased,0.7
Ceracis monocerus,Ceracis unicornis,0.8714,synonym,allenai/scibert_scivocab_cased,0.7
Ceracis monocerus,Ennearthron unicorne,0.7868,synonym,allenai/scibert_scivocab_cased,0.7
Ceracis monocerus,Ennearthron unicornis,0.8383,synonym,allenai/scibert_scivocab_cased,0.7
Ceracis multipunctatus,Ennearthron multipunctatus,0.9069,synonym,allenai/scibert_scivocab_cased,0.7
Ceracis nigricans,Ennearthron nigricans,0.8717,synonym,allenai/scibert_scivocab_cased,0.7
Ceracis pullulus,Ennearthron pullulus,0.8392,synonym,allenai/scibert_scivocab_cased,0.7
Ceracis sallei,Ceracis sellei,0.8908,synonym,allenai/scibert_scivocab_cased,0.7
Ceracis sallei,Ennearthron sallei,0.8151,synonym,allenai/scibert_scivocab_cased,0.7
Ceracis singularis,Xestocis singularis,0.8956,synonym,allenai/scibert_scivocab_cased,0.7
Ceracis thoracicornis,Ceracis bifoveatus,0.9349,synonym,allenai/scibert_scivocab_cased,0.7
Ceracis thoracicornis,Ceracis laminifrons,0.8809,synonym,allenai/scibert_scivocab_cased,0.7
Ceracis thoracicornis,Ceracis mellyi,0.8967,synonym,allenai/scibert_scivocab_cased,0.7
Ceracis thoracicornis,Ceracis oblongus,0.8636,synonym,allenai/scibert_scivocab_cased,0.7
Ceracis thoracicornis,Ceracis piceus,0.8632,synonym,allenai/scibert_scivocab_cased,0.7
Ceracis thoracicornis,Ceracis pumicatus,0.9163,synonym,allenai/scibert_scivocab_cased,0.7
Ceracis thoracicornis,Ceracis thoracicinus,0.9382,synonym,allenai/scibert_scivocab_cased,0.7
Ceracis thoracicornis,Ceracis thoracicus,0.9417,synonym,allenai/scibert_scivocab_cased,0.7
Ceracis thoracicornis,Ceracis unicolor,0.8911,synonym,allenai/scibert_scivocab_cased,0.7
Ceracis thoracicornis,Cis thoracicornis,0.8614,synonym,allenai/scibert_scivocab_cased,0.7
Ceracis thoracicornis,Ennearthron laminifrons,0.8003,synonym,allenai/scibert_scivocab_cased,0.7
Ceracis thoracicornis,Ennearthron mellyi,0.8382,synonym,allenai/scibert_scivocab_cased,0.7
Ceracis thoracicornis,Ennearthron oblongus,0.8539,synonym,allenai/scibert_scivocab_cased,0.7
Ceracis thoracicornis,Ennearthron piceus,0.8535,synonym,allenai/scibert_scivocab_cased,0.7
Ceracis thoracicornis,Ennearthron unicolor,0.8567,synonym,allenai/scibert_scivocab_cased,0.7
Rhopalodontus baudueri,Ropalodontus baudueri,0.9531,synonym,allenai/scibert_scivocab_cased,0.7
Rhopalodontus perforatus,Ropalodontus perforatus,0.9656,synonym,allenai/scibert_scivocab_cased,0.7
Rhopalodontus strandi,Ropalodontus strandi,0.9443,synonym,allenai/scibert_scivocab_cased,0.7
Orthocis coluber,Orthocis latifrons,0.709,synonym,allenai/scibert_scivocab_cased,0.7
Orthocis linearis,Cis perrisi,0.7245,synonym,allenai/scibert_scivocab_cased,0.7
Orthocis linearis,Orthocis perrisi,0.8366,synonym,allenai/scibert_scivocab_cased,0.7
Orthocis punctatus,Cis punctatus,0.9326,synonym,allenai/scibert_scivocab_cased,0.7
Orthocis punctatus,Orthocis aterrimus,0.7752,synonym,allenai/scibert_scivocab_cased,0.7
Orthocis testaceofasciatus,Cis testaceofasciatus,0.9092,synonym,allenai/scibert_scivocab_cased,0.7
Orthocis transversatus,Ennearthron pallidus,0.7201,synonym,allenai/scibert_scivocab_cased,0.7
Orthocis transversatus,Ennearthron transversatus,0.8832,synonym,allenai/scibert_scivocab_cased,0.7
Orthocis transversatus,Orthocis pallidus,0.8347,synonym,allenai/scibert_scivocab_cased,0.7
Ennearthron cornutum,Cis cornutus,0.7993,synonym,allenai/scibert_scivocab_cased,0.7
Ennearthron cornutum,Ennearthron concinnum,0.9288,synonym,allenai/scibert_scivocab_cased,0.7
Ennearthron palmi,Cis filum,0.7221,synonym,allenai/scibert_scivocab_cased,0.7
Ennearthron palmi,Ennearthron filum,0.9199,synonym,allenai/scibert_scivocab_cased,0.7
Ennearthron spenceri,Plesiocis spenceri,0.8038,synonym,allenai/scibert_scivocab_cased,0.7
Xylographus corpulentus,Xylographus lemoulti,0.8158,synonym,allenai/scibert_scivocab_cased,0.7
Xylographus corpulentus,Xylographus richardi,0.8902,synonym,allenai/scibert_scivocab_cased,0.7
Xylographus subsinuatus,Xylographus rufescens,0.9309,synonym,allenai/scibert_scivocab_cased,0.7
Ooides denudatus,Ooidellus denudatus,0.931,synonym,allenai/scibert_scivocab_cased,0.7
Zherikhinia distylia,Nanophyes formosensis,0.737,synonym,allenai/scibert_scivocab_cased,0.7
Zherikhinia distylia,Zherikhinia formosensis,0.7938,synonym,allenai/scibert_scivocab_cased,0.7
Pseudorobitis axeli,Temnalysis axeli,0.7835,synonym,allenai/scibert_scivocab_cased,0.7
Pseudorobitis miwai,Nanophyes miwai,0.8559,synonym,allenai/scibert_scivocab_cased,0.7
Nanomimus hemisphaericus,Nanophyes hemisphaericus,0.895,synonym,allenai/scibert_scivocab_cased,0.7
Kantohia taiwana,Shiva taiwanus,0.8896,synonym,allenai/scibert_scivocab_cased,0.7
Dieckmanniellus chevrieri,Dieckmanniellus helveticus,0.878,synonym,allenai/scibert_scivocab_cased,0.7
Dieckmanniellus gracilis,Dieckmaniellus gracilis,0.9831,synonym,allenai/scibert_scivocab_cased,0.7
Dieckmanniellus gracilis,Nanodes gracilis,0.8254,synonym,allenai/scibert_scivocab_cased,0.7
Chibizo formosensis,Nanophyes basilineatus,0.7743,synonym,allenai/scibert_scivocab_cased,0.7
