species,oldSpeciesCanonicalName,similarity,prediction,model,threshold
Arignota stercorata,Xylorycta stercorata,0.9693,synonym,microsoft/BiomedNLP-BiomedBERT-base-uncased-abstract,0.7
Zauclophora metaphaeella,Safra metaphaeella,0.9815,synonym,microsoft/BiomedNLP-BiomedBERT-base-uncased-abstract,0.7
Zauclophora muscerdella,Cryptolechia muscerdella,0.984,synonym,microsoft/BiomedNLP-BiomedBERT-base-uncased-abstract,0.7
Zauclophora pelodes,Xylorycta cirrhodes,0.9718,synonym,microsoft/BiomedNLP-BiomedBERT-base-uncased-abstract,0.7
Zauclophora procellosa,Clerarcha procellosa,0.9862,synonym,microsoft/BiomedNLP-BiomedBERT-base-uncased-abstract,0.7
Scieropepla orthosema,Procometis orthosema,0.9735,synonym,microsoft/BiomedNLP-BiomedBERT-base-uncased-abstract,0.7
Scieropepla reversella,Cryptolechia abrosella,0.9328,synonym,microsoft/BiomedNLP-BiomedBERT-base-uncased-abstract,0.7
Scieropepla reversella,Cryptolechia reversella,0.957,synonym,microsoft/BiomedNLP-BiomedBERT-base-uncased-abstract,0.7
Scieropepla serica,Tanyzancla serica,0.9683,synonym,microsoft/BiomedNLP-BiomedBERT-base-uncased-abstract,0.7
Scieropepla serina,Procometis trispora,0.9559,synonym,microsoft/BiomedNLP-BiomedBERT-base-uncased-abstract,0.7
Scieropepla typhicola,Scieropepla typicola,0.9778,synonym,microsoft/BiomedNLP-BiomedBERT-base-uncased-abstract,0.7
Pilostibes basivitta,Marisba basivitta,0.9662,synonym,microsoft/BiomedNLP-BiomedBERT-base-uncased-abstract,0.7
Pilostibes basivitta,Pilostibes enchidias,0.9769,synonym,microsoft/BiomedNLP-BiomedBERT-base-uncased-abstract,0.7
Thysiarcha ecclesiastis,Cryptophasa ecclesiastis,0.9845,synonym,microsoft/BiomedNLP-BiomedBERT-base-uncased-abstract,0.7
Paralypusa chinensis,Pseudatemelia chinensis,0.9803,synonym,microsoft/BiomedNLP-BiomedBERT-base-uncased-abstract,0.7
Diurnea fagella,Chimabacche fagella,0.9657,synonym,microsoft/BiomedNLP-BiomedBERT-base-uncased-abstract,0.7
Diurnea fagella,Chimabacche nolckenella,0.9351,synonym,microsoft/BiomedNLP-BiomedBERT-base-uncased-abstract,0.7
Diurnea fagella,Diurnea dormoyella,0.9793,synonym,microsoft/BiomedNLP-BiomedBERT-base-uncased-abstract,0.7
Diurnea fagella,Diurnea nolckenella,0.973,synonym,microsoft/BiomedNLP-BiomedBERT-base-uncased-abstract,0.7
Diurnea fagella,Tinea fagella,0.9673,synonym,microsoft/BiomedNLP-BiomedBERT-base-uncased-abstract,0.7
Diurnea fumida,Dasystoma fumida,0.9699,synonym,microsoft/BiomedNLP-BiomedBERT-base-uncased-abstract,0.7
Diurnea fumida,Sciaphila fumida,0.9771,synonym,microsoft/BiomedNLP-BiomedBERT-base-uncased-abstract,0.7
Diurnea lipsiella,Chimabacche phryganella,0.9628,synonym,microsoft/BiomedNLP-BiomedBERT-base-uncased-abstract,0.7
Diurnea lipsiella,Diurnea lipsiella,1.0,synonym,microsoft/BiomedNLP-BiomedBERT-base-uncased-abstract,0.7
Diurnea lipsiella,Diurnea novembris,0.9095,synonym,microsoft/BiomedNLP-BiomedBERT-base-uncased-abstract,0.7
Diurnea lipsiella,Diurnea phryganella,0.98,synonym,microsoft/BiomedNLP-BiomedBERT-base-uncased-abstract,0.7
Diurnea lipsiella,Lemmatophila phryganella,0.9699,synonym,microsoft/BiomedNLP-BiomedBERT-base-uncased-abstract,0.7
Dasystoma kurentzovi,Cheimophila kurentzovi,0.9662,synonym,microsoft/BiomedNLP-BiomedBERT-base-uncased-abstract,0.7
Dasystoma salicella,Cheimophila salicella,0.9654,synonym,microsoft/BiomedNLP-BiomedBERT-base-uncased-abstract,0.7
Dasystoma salicella,Hercyna rufocrinitalis,0.9597,synonym,microsoft/BiomedNLP-BiomedBERT-base-uncased-abstract,0.7
Dasystoma salicella,Lemmatophila salicella,0.9749,synonym,microsoft/BiomedNLP-BiomedBERT-base-uncased-abstract,0.7
Agnoea aeneella,Borkhausenia aeneella,0.9594,synonym,microsoft/BiomedNLP-BiomedBERT-base-uncased-abstract,0.7
Agnoea colurnella,Borkhausenia colurnella,0.9581,synonym,microsoft/BiomedNLP-BiomedBERT-base-uncased-abstract,0.7
Agnoea colurnella,Borkhausenia pulverosella,0.9534,synonym,microsoft/BiomedNLP-BiomedBERT-base-uncased-abstract,0.7
Agnoea colurnella,Pseudatemelia colurnella,0.9618,synonym,microsoft/BiomedNLP-BiomedBERT-base-uncased-abstract,0.7
Agnoea detrimentella,Borkhausenia detrimentella,0.9523,synonym,microsoft/BiomedNLP-BiomedBERT-base-uncased-abstract,0.7
Agnoea detrimentella,Pseudatemelia detrimentella,0.9565,synonym,microsoft/BiomedNLP-BiomedBERT-base-uncased-abstract,0.7
Agnoea elsae,Borkhausenia elsae,0.9522,synonym,microsoft/BiomedNLP-BiomedBERT-base-uncased-abstract,0.7
Agnoea elsae,Pseudatemelia elsae,0.9587,synonym,microsoft/BiomedNLP-BiomedBERT-base-uncased-abstract,0.7
Agnoea filiella,Borkhausenia filiella,0.9575,synonym,microsoft/BiomedNLP-BiomedBERT-base-uncased-abstract,0.7
Agnoea filiella,Pseudatemelia filiella,0.9584,synonym,microsoft/BiomedNLP-BiomedBERT-base-uncased-abstract,0.7
Agnoea flavifrontella,Borkhausenia flavifrontella,0.9697,synonym,microsoft/BiomedNLP-BiomedBERT-base-uncased-abstract,0.7
Agnoea flavifrontella,Pseudatemelia flavifrontella,0.9599,synonym,microsoft/BiomedNLP-BiomedBERT-base-uncased-abstract,0.7
Agnoea flavifrontella,Tubuliferola flavifrontella,0.963,synonym,microsoft/BiomedNLP-BiomedBERT-base-uncased-abstract,0.7
Agnoea fuscifrontella,Agnoea evanescens,0.9718,synonym,microsoft/BiomedNLP-BiomedBERT-base-uncased-abstract,0.7
Agnoea fuscifrontella,Blastobasis evanescens,0.9619,synonym,microsoft/BiomedNLP-BiomedBERT-base-uncased-abstract,0.7
Agnoea fuscifrontella,Borkhausenia fuscifrontella,0.9693,synonym,microsoft/BiomedNLP-BiomedBERT-base-uncased-abstract,0.7
Agnoea fuscifrontella,Pseudatemelia fuscifrontella,0.9676,synonym,microsoft/BiomedNLP-BiomedBERT-base-uncased-abstract,0.7
Agnoea josephinae,Pseudatemelia josephinae,0.9675,synonym,microsoft/BiomedNLP-BiomedBERT-base-uncased-abstract,0.7
Agnoea langohri,Pseudatemelia langohri,0.9587,synonym,microsoft/BiomedNLP-BiomedBERT-base-uncased-abstract,0.7
Agnoea latipennella,Pseudatemelia latipennella,0.9761,synonym,microsoft/BiomedNLP-BiomedBERT-base-uncased-abstract,0.7
Agnoea lavandulae,Borkhausenia ardosiella,0.9422,synonym,microsoft/BiomedNLP-BiomedBERT-base-uncased-abstract,0.7
Agnoea lavandulae,Borkhausenia lavandulae,0.9692,synonym,microsoft/BiomedNLP-BiomedBERT-base-uncased-abstract,0.7
Agnoea lavandulae,Borkhausenia pulverisquamis,0.9393,synonym,microsoft/BiomedNLP-BiomedBERT-base-uncased-abstract,0.7
Agnoea lavandulae,Oecophora ardosiella,0.9647,synonym,microsoft/BiomedNLP-BiomedBERT-base-uncased-abstract,0.7
Agnoea lavandulae,Pseudatemelia lavandulae,0.9555,synonym,microsoft/BiomedNLP-BiomedBERT-base-uncased-abstract,0.7
Agnoea pallidella,Borkhausenia pallidella,0.9478,synonym,microsoft/BiomedNLP-BiomedBERT-base-uncased-abstract,0.7
Agnoea pallidella,Pseudatemelia pallidella,0.9556,synonym,microsoft/BiomedNLP-BiomedBERT-base-uncased-abstract,0.7
Agnoea semifuscata,Pseudatemelia semifuscata,0.9697,synonym,microsoft/BiomedNLP-BiomedBERT-base-uncased-abstract,0.7
Agnoea subgilvida,Pseudatemelia subgilvida,0.9547,synonym,microsoft/BiomedNLP-BiomedBERT-base-uncased-abstract,0.7
Agnoea subgilvida,Tubuliferola subgilvida,0.9612,synonym,microsoft/BiomedNLP-BiomedBERT-base-uncased-abstract,0.7
Agnoea subochreella,Agnoea panzerella,0.9749,synonym,microsoft/BiomedNLP-BiomedBERT-base-uncased-abstract,0.7
Agnoea subochreella,Pseudatemelia panzerella,0.9548,synonym,microsoft/BiomedNLP-BiomedBERT-base-uncased-abstract,0.7
Agnoea subochreella,Pseudatemelia subochreella,0.9765,synonym,microsoft/BiomedNLP-BiomedBERT-base-uncased-abstract,0.7
Agnoea subochreella,Tubuliferola subochreella,0.9787,synonym,microsoft/BiomedNLP-BiomedBERT-base-uncased-abstract,0.7
Agnoea synchrozella,Pseudatemelia synchrozella,0.9683,synonym,microsoft/BiomedNLP-BiomedBERT-base-uncased-abstract,0.7
Agnoea xanthosoma,Pseudatemelia xanthosoma,0.9635,synonym,microsoft/BiomedNLP-BiomedBERT-base-uncased-abstract,0.7
Atosia doenia,Parasa doenia,0.9814,synonym,microsoft/BiomedNLP-BiomedBERT-base-uncased-abstract,0.7
Eukarschia mitis,Gephyrophora mitis,0.9696,synonym,microsoft/BiomedNLP-BiomedBERT-base-uncased-abstract,0.7
Euphlyctina phaeopasta,Araeogyia phaeopasta,0.9784,synonym,microsoft/BiomedNLP-BiomedBERT-base-uncased-abstract,0.7
Lithacodes fasciola,Limacodes fasciola,0.9953,synonym,microsoft/BiomedNLP-BiomedBERT-base-uncased-abstract,0.7
Lithacodes fasciola,Lithacodes belfragei,0.9631,synonym,microsoft/BiomedNLP-BiomedBERT-base-uncased-abstract,0.7
Lithacodes fasciola,Lithacodes divergens,0.9614,synonym,microsoft/BiomedNLP-BiomedBERT-base-uncased-abstract,0.7
Lithacodes fasciola,Lithacodes laticlavia,0.9629,synonym,microsoft/BiomedNLP-BiomedBERT-base-uncased-abstract,0.7
Lithacodes fiskeana,Tortricidia fiskeana,0.9836,synonym,microsoft/BiomedNLP-BiomedBERT-base-uncased-abstract,0.7
Parapluda incincta,Apluda incincta,0.9751,synonym,microsoft/BiomedNLP-BiomedBERT-base-uncased-abstract,0.7
Parapluda incincta,Apluda schaliphlebia,0.9651,synonym,microsoft/BiomedNLP-BiomedBERT-base-uncased-abstract,0.7
Parapluda incincta,Parapluda schaliphlebia,0.9673,synonym,microsoft/BiomedNLP-BiomedBERT-base-uncased-abstract,0.7
Parapluda invitabilis,Apluda similis,0.9616,synonym,microsoft/BiomedNLP-BiomedBERT-base-uncased-abstract,0.7
Parapluda invitabilis,Heterogenea invitabilis,0.9813,synonym,microsoft/BiomedNLP-BiomedBERT-base-uncased-abstract,0.7
Parapluda invitabilis,Parapluda similis,0.9796,synonym,microsoft/BiomedNLP-BiomedBERT-base-uncased-abstract,0.7
Parapluda monogramma,Apluda monogramma,0.9801,synonym,microsoft/BiomedNLP-BiomedBERT-base-uncased-abstract,0.7
Parapluda syngrapha,Apluda syngrapha,0.9802,synonym,microsoft/BiomedNLP-BiomedBERT-base-uncased-abstract,0.7
Euclea aemilia,Bombyx aemilia,0.9346,synonym,microsoft/BiomedNLP-BiomedBERT-base-uncased-abstract,0.7
Euclea aemilia,Euclea discolor,0.9842,synonym,microsoft/BiomedNLP-BiomedBERT-base-uncased-abstract,0.7
Euclea bidiscalis,Miresa doriens,0.9783,synonym,microsoft/BiomedNLP-BiomedBERT-base-uncased-abstract,0.7
Euclea byrne,Metraga byrne,0.9649,synonym,microsoft/BiomedNLP-BiomedBERT-base-uncased-abstract,0.7
Euclea cippus,Bombyx cippus,0.9487,synonym,microsoft/BiomedNLP-BiomedBERT-base-uncased-abstract,0.7
Euclea cippus,Phalaena cippus,0.9821,synonym,microsoft/BiomedNLP-BiomedBERT-base-uncased-abstract,0.7
Euclea copac,Neomiresa copac,0.9793,synonym,microsoft/BiomedNLP-BiomedBERT-base-uncased-abstract,0.7
Euclea delphinii,Empretia paenulata,0.9716,synonym,microsoft/BiomedNLP-BiomedBERT-base-uncased-abstract,0.7
Euclea delphinii,Euclea bifida,0.9529,synonym,microsoft/BiomedNLP-BiomedBERT-base-uncased-abstract,0.7
Euclea delphinii,Euclea elliotii,0.9843,synonym,microsoft/BiomedNLP-BiomedBERT-base-uncased-abstract,0.7
Euclea delphinii,Euclea ferruginea,0.974,synonym,microsoft/BiomedNLP-BiomedBERT-base-uncased-abstract,0.7
Euclea delphinii,Euclea interjecta,0.9662,synonym,microsoft/BiomedNLP-BiomedBERT-base-uncased-abstract,0.7
Euclea delphinii,Euclea mira,0.9844,synonym,microsoft/BiomedNLP-BiomedBERT-base-uncased-abstract,0.7
Euclea delphinii,Euclea monitor,0.9715,synonym,microsoft/BiomedNLP-BiomedBERT-base-uncased-abstract,0.7
Euclea delphinii,Euclea strigata,0.982,synonym,microsoft/BiomedNLP-BiomedBERT-base-uncased-abstract,0.7
Euclea delphinii,Euclea viridiclava,0.9716,synonym,microsoft/BiomedNLP-BiomedBERT-base-uncased-abstract,0.7
Euclea delphinii,Limacodes argentata,0.9624,synonym,microsoft/BiomedNLP-BiomedBERT-base-uncased-abstract,0.7
Euclea delphinii,Limacodes delphinii,0.9783,synonym,microsoft/BiomedNLP-BiomedBERT-base-uncased-abstract,0.7
Euclea delphinii,Limacodes querceti,0.9738,synonym,microsoft/BiomedNLP-BiomedBERT-base-uncased-abstract,0.7
