species,oldSpeciesCanonicalName,similarity,prediction,model,threshold,label
Leucosyke ochroneura,Urtica ochroneura,0.6794,not synonym,BAAI/bge-large-zh-v1.5,0.7,1
Ficus fulva,Ficus chlorocarpa,0.7339,synonym,BAAI/bge-large-zh-v1.5,0.7,1
Achudemia subpubera,Pilea subpubera,0.621,not synonym,BAAI/bge-large-zh-v1.5,0.7,1
Celtis bungeana,Celtis yangquanensis,0.5765,not synonym,BAAI/bge-large-zh-v1.5,0.7,1
Poikilospermum suaveolens,Maoutia aspera,0.3725,not synonym,BAAI/bge-large-zh-v1.5,0.7,0
Physocarpus opulifolius,Spiraea pauciflora,0.5016,not synonym,BAAI/bge-large-zh-v1.5,0.7,1
Obetia carruthersiana,Dorstenia penduliflora,0.394,not synonym,BAAI/bge-large-zh-v1.5,0.7,0
Prunus avium,Sorbus heterophylla,0.4281,not synonym,BAAI/bge-large-zh-v1.5,0.7,0
Rhaphiolepis bengalensis,Eriobotrya bengalensis,0.7026,synonym,BAAI/bge-large-zh-v1.5,0.7,1
Adolphia infesta,Colletia infesta,0.6666,not synonym,BAAI/bge-large-zh-v1.5,0.7,1
Sageretia filiformis,Cecropia digitata,0.5739,not synonym,BAAI/bge-large-zh-v1.5,0.7,0
Elatostema goudotianum,Elatostema afrikanum,0.7588,synonym,BAAI/bge-large-zh-v1.5,0.7,1
Dendrocnide sinuata,Urera gigantea,0.4119,not synonym,BAAI/bge-large-zh-v1.5,0.7,1
Aria evansii,Pyrus evansii,0.684,not synonym,BAAI/bge-large-zh-v1.5,0.7,1
Colubrina elliptica,Pyrus hookeriana,0.4918,not synonym,BAAI/bge-large-zh-v1.5,0.7,0
Phylica rigida,Ziziphus sativa,0.3753,not synonym,BAAI/bge-large-zh-v1.5,0.7,0
Spyridium vexilliferum,Spyridium diffusum,0.7836,synonym,BAAI/bge-large-zh-v1.5,0.7,1
Aronia prunifolia,Aronia floribunda,0.7282,synonym,BAAI/bge-large-zh-v1.5,0.7,1
Argentina sericophylla,Tylosperma sericophylla,0.67,not synonym,BAAI/bge-large-zh-v1.5,0.7,1
Trema angustifolium,Sponia acuminatissima,0.4582,not synonym,BAAI/bge-large-zh-v1.5,0.7,1
Paratrophis insignis,Oblixilis divaricatus,0.4702,not synonym,BAAI/bge-large-zh-v1.5,0.7,0
Gonostegia triandra,Morus alpina,0.4173,not synonym,BAAI/bge-large-zh-v1.5,0.7,0
Pourthiaea benthamiana,Crataegus canescens,0.4086,not synonym,BAAI/bge-large-zh-v1.5,0.7,0
Frangula rupestris,Rhamnus rupestris,0.602,not synonym,BAAI/bge-large-zh-v1.5,0.7,1
Trema orientale,Trema bracteolatum,0.6718,not synonym,BAAI/bge-large-zh-v1.5,0.7,1
Pseudolmedia spuria,Cerasus incana,0.3705,not synonym,BAAI/bge-large-zh-v1.5,0.7,0
Petrophytum acuminatum,Petrophyton acuminatum,0.8109,synonym,BAAI/bge-large-zh-v1.5,0.7,1
Morus celtidifolia,Armeniaca malus,0.4446,not synonym,BAAI/bge-large-zh-v1.5,0.7,0
Crataegus pruinosa,Crataegus brownii,0.6539,not synonym,BAAI/bge-large-zh-v1.5,0.7,0
Physocarpus monogynus,Parietaria judaica,0.3108,not synonym,BAAI/bge-large-zh-v1.5,0.7,0
Pouzolzia zeylanica,Ariosorbus hybrida,0.4033,not synonym,BAAI/bge-large-zh-v1.5,0.7,0
Sarcomphalus parvifolius,Ziziphus urbanii,0.4145,not synonym,BAAI/bge-large-zh-v1.5,0.7,1
Crataegus pruinosa,Elaeagnus dactyliformis,0.5436,not synonym,BAAI/bge-large-zh-v1.5,0.7,0
Pouzolzia sanguinea,Rubus microphyllus,0.2265,not synonym,BAAI/bge-large-zh-v1.5,0.7,0
Dendrocnide stimulans,Laportea sinuata,0.3114,not synonym,BAAI/bge-large-zh-v1.5,0.7,1
Crataegus macracantha,Crataegus sanguinea,0.6834,not synonym,BAAI/bge-large-zh-v1.5,0.7,1
Aria eminentoides,Pyrus eminentoides,0.637,not synonym,BAAI/bge-large-zh-v1.5,0.7,1
Ulmus glabra,Ulmus communis,0.6773,not synonym,BAAI/bge-large-zh-v1.5,0.7,1
Urtica mexicana,Urtica praetermissa,0.6874,not synonym,BAAI/bge-large-zh-v1.5,0.7,1
Rhamnus japonica,Dorstenia debeerstii,0.3518,not synonym,BAAI/bge-large-zh-v1.5,0.7,0
Colubrina macrocarpa,Ceanothus macrocarpus,0.6549,not synonym,BAAI/bge-large-zh-v1.5,0.7,1
Trema angustifolium,Crataegus heldebergensis,0.4132,not synonym,BAAI/bge-large-zh-v1.5,0.7,0
Boehmeria aspera,Ramium asperum,0.4525,not synonym,BAAI/bge-large-zh-v1.5,0.7,1
Debregeasia longifolia,Spiraea caroliniana,0.465,not synonym,BAAI/bge-large-zh-v1.5,0.7,0
Poikilospermum amboinense,Acaena leptophylla,0.4266,not synonym,BAAI/bge-large-zh-v1.5,0.7,0
Parietaria pensylvanica,Freirea pensylvanica,0.7972,synonym,BAAI/bge-large-zh-v1.5,0.7,1
Acaena sericea,Crataegus arbutifolia,0.4632,not synonym,BAAI/bge-large-zh-v1.5,0.7,0
Rubus vigoi,Rubus weberanus,0.6802,not synonym,BAAI/bge-large-zh-v1.5,0.7,1
Dendrocnide stimulans,Colletia doniana,0.3133,not synonym,BAAI/bge-large-zh-v1.5,0.7,0
Phylica oleifolia,Soulangia orientalis,0.4616,not synonym,BAAI/bge-large-zh-v1.5,0.7,1
Elatostematoides hirtum,Elatostema hirtum,0.8515,synonym,BAAI/bge-large-zh-v1.5,0.7,1
Chaenomeles japonica,Berchemia omeiensis,0.3948,not synonym,BAAI/bge-large-zh-v1.5,0.7,0
Spyridium obcordatum,Cryptandra obcordata,0.5395,not synonym,BAAI/bge-large-zh-v1.5,0.7,1
Elatostematoides vittatum,Rosa novae-angliae,0.3202,not synonym,BAAI/bge-large-zh-v1.5,0.7,0
Holodiscus fissus,Conocephalus suaveolens,0.4686,not synonym,BAAI/bge-large-zh-v1.5,0.7,0
Discocnide mexicana,Brosimum caloxylon,0.4084,not synonym,BAAI/bge-large-zh-v1.5,0.7,0
Torminalis glaberrima,Ficus suringarii,0.4023,not synonym,BAAI/bge-large-zh-v1.5,0.7,0
Boehmeria caudata,Boehmeria petiolaris,0.7465,synonym,BAAI/bge-large-zh-v1.5,0.7,1
Pouzolzia zeylanica,Elaeagnus cuprea,0.3606,not synonym,BAAI/bge-large-zh-v1.5,0.7,0
Trema micranthum,Prunus vana,0.2809,not synonym,BAAI/bge-large-zh-v1.5,0.7,0
Ulmus hollandica,Ulmus rhombifolia,0.7145,synonym,BAAI/bge-large-zh-v1.5,0.7,1
Rhaphiolepis philippinensis,Eriobotrya philippinensis,0.7258,synonym,BAAI/bge-large-zh-v1.5,0.7,1
Taxotrophis macrophylla,Spiraea lucida,0.4208,not synonym,BAAI/bge-large-zh-v1.5,0.7,0
Elaeagnus conferta,Urtica fruticosa,0.455,not synonym,BAAI/bge-large-zh-v1.5,0.7,0
Pouzolzia zeylanica,Boehmeria nana,0.5077,not synonym,BAAI/bge-large-zh-v1.5,0.7,1
Cecropia peltata,Ulmus latifolia,0.4701,not synonym,BAAI/bge-large-zh-v1.5,0.7,0
Karpatiosorbus meierottii,Sorbus meierottii,0.8216,synonym,BAAI/bge-large-zh-v1.5,0.7,1
Phylica polifolia,Phylica thymifolia,0.8616,synonym,BAAI/bge-large-zh-v1.5,0.7,1
Dorstenia contrajerva,Dorstenia maculata,0.6995,not synonym,BAAI/bge-large-zh-v1.5,0.7,1
Sorbaronia sorbifolia,Rhamnus billardii,0.5079,not synonym,BAAI/bge-large-zh-v1.5,0.7,0
Aruncus dioicus,Trichocephalus callosus,0.4649,not synonym,BAAI/bge-large-zh-v1.5,0.7,0
Procris curtisii,Pellionia curtisii,0.7039,synonym,BAAI/bge-large-zh-v1.5,0.7,1
Scutia myrtina,Rhamnus capensis,0.3799,not synonym,BAAI/bge-large-zh-v1.5,0.7,1
Rhaphiolepis crassifolia,Laportea diffusa,0.4796,not synonym,BAAI/bge-large-zh-v1.5,0.7,0
Dorstenia bahiensis,Dorstenia bahiensis,1.0,synonym,BAAI/bge-large-zh-v1.5,0.7,1
Urera simplex,Cecropia strigilosa,0.3055,not synonym,BAAI/bge-large-zh-v1.5,0.7,0
Smythea lanceata,Morus tinctoria,0.3996,not synonym,BAAI/bge-large-zh-v1.5,0.7,0
Spyridium ulicinum,Stenodiscus ulicinus,0.63,not synonym,BAAI/bge-large-zh-v1.5,0.7,1
Karpatiosorbus ratisbonensis,Crataegus tomentosa,0.5319,not synonym,BAAI/bge-large-zh-v1.5,0.7,0
Pouzolzia zeylanica,Pyrus vertesica,0.4046,not synonym,BAAI/bge-large-zh-v1.5,0.7,0
Pyracantha atalantioides,Broussonetia cordata,0.4512,not synonym,BAAI/bge-large-zh-v1.5,0.7,0
Atadinus fallax,Tylanthus willdenowianus,0.4787,not synonym,BAAI/bge-large-zh-v1.5,0.7,0
Prainea scandens,Saccus peduncularis,0.2876,not synonym,BAAI/bge-large-zh-v1.5,0.7,0
Colubrina arborescens,Colubrina colubrinus,0.7736,synonym,BAAI/bge-large-zh-v1.5,0.7,1
Aronia melanocarpa,Aria pseudovestita,0.5456,not synonym,BAAI/bge-large-zh-v1.5,0.7,0
Fragaria daltoniana,Fragaria sikkimensis,0.639,not synonym,BAAI/bge-large-zh-v1.5,0.7,1
Endotropis standleyana,Rhamnus standleyana,0.6732,not synonym,BAAI/bge-large-zh-v1.5,0.7,1
Photinia integrifolia,Ambaiba nivea,0.4263,not synonym,BAAI/bge-large-zh-v1.5,0.7,0
Spiraea decumbens,Zizyphus floribunda,0.3552,not synonym,BAAI/bge-large-zh-v1.5,0.7,0
Pourthiaea zhejiangensis,Photinia zhejiangensis,0.7786,synonym,BAAI/bge-large-zh-v1.5,0.7,1
Elaeagnus umbellata,Elatostema scriptum,0.5626,not synonym,BAAI/bge-large-zh-v1.5,0.7,0
Holodiscus argenteus,Padus emarginata,0.4585,not synonym,BAAI/bge-large-zh-v1.5,0.7,0
Serichonus gracilipes,Poikilospermum tangaum,0.3668,not synonym,BAAI/bge-large-zh-v1.5,0.7,0
Pseudoziziphus parryi,Condaliopsis parryi,0.6755,not synonym,BAAI/bge-large-zh-v1.5,0.7,1
Pouzolzia conglobata,Boehmeria conglobata,0.7666,synonym,BAAI/bge-large-zh-v1.5,0.7,1
Ulmus parvifolia,Ulmus coreana,0.5921,not synonym,BAAI/bge-large-zh-v1.5,0.7,1
Boehmeria splitgerbera,Urtica bifida,0.4793,not synonym,BAAI/bge-large-zh-v1.5,0.7,1
Ficus mollior,Rhamnus revoluta,0.3783,not synonym,BAAI/bge-large-zh-v1.5,0.7,0
Hedlundia anglica,Pyrus anglica,0.6528,not synonym,BAAI/bge-large-zh-v1.5,0.7,1
Rhamnella martini,Rhamnus acuminata,0.6001,not synonym,BAAI/bge-large-zh-v1.5,0.7,0
Myriocarpa longipes,Myriocarpa yzabalensis,0.7029,synonym,BAAI/bge-large-zh-v1.5,0.7,1
Olmedia aspera,Boehmeria velutina,0.3922,not synonym,BAAI/bge-large-zh-v1.5,0.7,0
Morus alba,Cerasus emarginata,0.354,not synonym,BAAI/bge-large-zh-v1.5,0.7,0
Holodiscus discolor,Schizonotus discolor,0.696,not synonym,BAAI/bge-large-zh-v1.5,0.7,1
Hippophae salicifolia,Drimopogon rosea,0.4425,not synonym,BAAI/bge-large-zh-v1.5,0.7,0
Pyracantha crenulata,Pyracantha crenulata,1.0,synonym,BAAI/bge-large-zh-v1.5,0.7,1
Heteromeles arbutifolia,Ranunculus hybrida,0.4345,not synonym,BAAI/bge-large-zh-v1.5,0.7,0
Pouzolzia zeylanica,Boehmeria hirta,0.4947,not synonym,BAAI/bge-large-zh-v1.5,0.7,1
Prunus cerasus,Cerasus sargentii,0.7202,synonym,BAAI/bge-large-zh-v1.5,0.7,0
Elatostema rostratum,Sorbus tauricola,0.4227,not synonym,BAAI/bge-large-zh-v1.5,0.7,0
Ventilago denticulata,Ventilago sulphurea,0.6974,not synonym,BAAI/bge-large-zh-v1.5,0.7,1
Celtis laevigata,Artocarpus varians,0.3707,not synonym,BAAI/bge-large-zh-v1.5,0.7,0
Ziziphus xylopyrus,Urera schimperi,0.2966,not synonym,BAAI/bge-large-zh-v1.5,0.7,0
Elatostematoides pictum,Pellionia picta,0.4339,not synonym,BAAI/bge-large-zh-v1.5,0.7,1
Holodiscus discolor,Dorstenia gracilis,0.3677,not synonym,BAAI/bge-large-zh-v1.5,0.7,0
Aria obtusifolia,Broussonetia tinctoria,0.4828,not synonym,BAAI/bge-large-zh-v1.5,0.7,0
Argentina polyphylla,Celtis rhamnoides,0.3557,not synonym,BAAI/bge-large-zh-v1.5,0.7,0
Ficus racemosa,Urostigma leucocarpum,0.3816,not synonym,BAAI/bge-large-zh-v1.5,0.7,1
Celtis trinervia,Crataegus crocata,0.3705,not synonym,BAAI/bge-large-zh-v1.5,0.7,0
Spyridium vexilliferum,Pyrus maximowicziana,0.5209,not synonym,BAAI/bge-large-zh-v1.5,0.7,0
Ochetophila trinervis,Elaeagnus cyanea,0.3634,not synonym,BAAI/bge-large-zh-v1.5,0.7,0
Karwinskia potrerilloana,Urticastrum vrieseanum,0.421,not synonym,BAAI/bge-large-zh-v1.5,0.7,0
Ulmus hollandica,Ulmus serratifrons,0.6368,not synonym,BAAI/bge-large-zh-v1.5,0.7,1
Trema micranthum,Spiraea zuccarinii,0.2744,not synonym,BAAI/bge-large-zh-v1.5,0.7,0
Colletia spinosissima,Rhamnus microcarpus,0.4015,not synonym,BAAI/bge-large-zh-v1.5,0.7,0
Ceanothus cuneatus,Boehmeria thailandica,0.3721,not synonym,BAAI/bge-large-zh-v1.5,0.7,0
Gillenia stipulata,Ficus bulbosa,0.4065,not synonym,BAAI/bge-large-zh-v1.5,0.7,0
Morus alba,Potentilla santalinoides,0.3502,not synonym,BAAI/bge-large-zh-v1.5,0.7,0
Rhaphiolepis hookeriana,Ficus mangiferoides,0.442,not synonym,BAAI/bge-large-zh-v1.5,0.7,0
Celtis australis,Celtis aspera,0.7923,synonym,BAAI/bge-large-zh-v1.5,0.7,1
Rhamnus parvifolia,Rhamnus owiakensis,0.6181,not synonym,BAAI/bge-large-zh-v1.5,0.7,1
Spiraea splendens,Spyridium scabridum,0.4768,not synonym,BAAI/bge-large-zh-v1.5,0.7,0
Pouzolzia laevis,Boehmeria laevis,0.7232,synonym,BAAI/bge-large-zh-v1.5,0.7,1
Pilea parietaria,Crataegus eamesii,0.3882,not synonym,BAAI/bge-large-zh-v1.5,0.7,0
Trema cannabina,Celtis virgata,0.4236,not synonym,BAAI/bge-large-zh-v1.5,0.7,1
Hedlundia pulchra,Smythea pacifica,0.464,not synonym,BAAI/bge-large-zh-v1.5,0.7,0
Rhamnidium elaeocarpum,Pseudomorus brunoniana,0.433,not synonym,BAAI/bge-large-zh-v1.5,0.7,0
Aria rupicola,Sorbus salicifolia,0.4635,not synonym,BAAI/bge-large-zh-v1.5,0.7,1
Urera baccifera,Urera baccifera,1.0,synonym,BAAI/bge-large-zh-v1.5,0.7,1
Ziziphus mauritiana,Ziziphus orthacantha,0.7095,synonym,BAAI/bge-large-zh-v1.5,0.7,1
Ficus fulva,Pyrus tsaii,0.311,not synonym,BAAI/bge-large-zh-v1.5,0.7,0
Pouzolzia poeppigiana,Pouzolzia aspera,0.8242,synonym,BAAI/bge-large-zh-v1.5,0.7,1
Procris repens,Stephanandra quadrifissa,0.3342,not synonym,BAAI/bge-large-zh-v1.5,0.7,0
Discaria americana,Notophaena andina,0.3663,not synonym,BAAI/bge-large-zh-v1.5,0.7,1
Sageretia thea,Rhamnus thea,0.6174,not synonym,BAAI/bge-large-zh-v1.5,0.7,1
Lecanthus petelotii,Pilea cuneifolia,0.4595,not synonym,BAAI/bge-large-zh-v1.5,0.7,0
Artocarpus altilis,Rhamnidium ferreum,0.3457,not synonym,BAAI/bge-large-zh-v1.5,0.7,0
Aphananthe cuspidata,Urtica ferox,0.3218,not synonym,BAAI/bge-large-zh-v1.5,0.7,0
Gonostegia triandra,Celtis caucasica,0.52,not synonym,BAAI/bge-large-zh-v1.5,0.7,0
Potentilla ornithopoda,Ivesia chandleri,0.3886,not synonym,BAAI/bge-large-zh-v1.5,0.7,0
Rhaphiolepis indica,Opa japonica,0.4078,not synonym,BAAI/bge-large-zh-v1.5,0.7,1
Trema orientale,Trema africanum,0.7047,synonym,BAAI/bge-large-zh-v1.5,0.7,1
Acaena pinnatifida,Acaena pectinata,0.7596,synonym,BAAI/bge-large-zh-v1.5,0.7,1
Rhamnus hybrida,Elatostema curtisiae,0.412,not synonym,BAAI/bge-large-zh-v1.5,0.7,0
Elaeagnus fruticosa,Octarillum fruticosum,0.5783,not synonym,BAAI/bge-large-zh-v1.5,0.7,1
Crataegus pallasii,Potentilla leucophylla,0.5608,not synonym,BAAI/bge-large-zh-v1.5,0.7,0
Celtis laevigata,Mespilus sorbifolia,0.4343,not synonym,BAAI/bge-large-zh-v1.5,0.7,0
Dendrocnide excelsa,Urera excelsa,0.57,not synonym,BAAI/bge-large-zh-v1.5,0.7,1
Prunus emarginata,Boehmeria lateriflora,0.4229,not synonym,BAAI/bge-large-zh-v1.5,0.7,0
Cecropia sciadophylla,Ceanothus multiflorus,0.606,not synonym,BAAI/bge-large-zh-v1.5,0.7,0
Naucleopsis pseudonaga,Artocarpus integrifolius,0.4698,not synonym,BAAI/bge-large-zh-v1.5,0.7,0
Prunus pseudocerasus,Physocarpus intermedius,0.6224,not synonym,BAAI/bge-large-zh-v1.5,0.7,0
Spiraea trilobata,Spiraea crataegifolia,0.7756,synonym,BAAI/bge-large-zh-v1.5,0.7,1
Elatostema parvum,Elatostema stracheyanum,0.7026,synonym,BAAI/bge-large-zh-v1.5,0.7,1
Sibiraea laevigata,Spiraea integrifolia,0.5269,not synonym,BAAI/bge-large-zh-v1.5,0.7,1
Margyricarpus alatus,Cryptandra obcordata,0.4319,not synonym,BAAI/bge-large-zh-v1.5,0.7,0
Cryptandra leucophracta,Stenanthemum leucophractum,0.5799,not synonym,BAAI/bge-large-zh-v1.5,0.7,1
Crataegus opaca,Anthomeles opaca,0.662,not synonym,BAAI/bge-large-zh-v1.5,0.7,1
Obetia radula,Obetia laciniata,0.7903,synonym,BAAI/bge-large-zh-v1.5,0.7,1
Pouzolzia sanguinea,Pouzolzia waitziana,0.7741,synonym,BAAI/bge-large-zh-v1.5,0.7,1
Rhamnus napalensis,Celastrus tristis,0.3643,not synonym,BAAI/bge-large-zh-v1.5,0.7,1
Ziziphus mauritiana,Cerasus griffithii,0.4822,not synonym,BAAI/bge-large-zh-v1.5,0.7,0
Retanilla stricta,Fleurya glomerata,0.5533,not synonym,BAAI/bge-large-zh-v1.5,0.7,0
Taxotrophis taxoides,Taxotrophis taxoides,1.0,synonym,BAAI/bge-large-zh-v1.5,0.7,1
Zelkova serrata,Acaena pinnatifida,0.3803,not synonym,BAAI/bge-large-zh-v1.5,0.7,0
Prunus tomentosa,Laportea gigas,0.3394,not synonym,BAAI/bge-large-zh-v1.5,0.7,0
Parartocarpus venenosa,Artocarpus forbesii,0.589,not synonym,BAAI/bge-large-zh-v1.5,0.7,1
Argentina stenophylla,Elaeagnus spinosa,0.5236,not synonym,BAAI/bge-large-zh-v1.5,0.7,0
Phylica nitida,Phylica mauritiana,0.7302,synonym,BAAI/bge-large-zh-v1.5,0.7,1
Ficus punctata,Lasiodiscus mildbraedii,0.3496,not synonym,BAAI/bge-large-zh-v1.5,0.7,0
Spyridium subochreatum,Trymalium subochreatum,0.7254,synonym,BAAI/bge-large-zh-v1.5,0.7,1
Shepherdia rotundifolia,Lepargyrea rotundifolia,0.6763,not synonym,BAAI/bge-large-zh-v1.5,0.7,1
Celtis toka,Pyrus prionophylla,0.3114,not synonym,BAAI/bge-large-zh-v1.5,0.7,0
Spyridium spadiceum,Gouania eriocarpa,0.2618,not synonym,BAAI/bge-large-zh-v1.5,0.7,0
Brosimum longifolium,Urtica cymosa,0.3429,not synonym,BAAI/bge-large-zh-v1.5,0.7,0
Paliurus ramosissimus,Cerasus decumana,0.4046,not synonym,BAAI/bge-large-zh-v1.5,0.7,0
Frangula sphaerosperma,Celtis canescens,0.3248,not synonym,BAAI/bge-large-zh-v1.5,0.7,0
Morus indica,Amygdalus spartioides,0.4214,not synonym,BAAI/bge-large-zh-v1.5,0.7,0
Pilea inaequalis,Urtica inaequalis,0.7186,synonym,BAAI/bge-large-zh-v1.5,0.7,1
Ziziphus spina-christi,Ziziphus sphaerocarpa,0.7272,synonym,BAAI/bge-large-zh-v1.5,0.7,1
Prunus emarginata,Padus prunifolia,0.6473,not synonym,BAAI/bge-large-zh-v1.5,0.7,1
Hovenia trichocarpa,Hovenia merrilliana,0.6813,not synonym,BAAI/bge-large-zh-v1.5,0.7,1
Crataegus pruinosa,Crataegus kellermanii,0.6796,not synonym,BAAI/bge-large-zh-v1.5,0.7,1
Aria cucullifera,Pyrus cucullifera,0.6337,not synonym,BAAI/bge-large-zh-v1.5,0.7,1
Crataegus punctata,Celtis asperula,0.4042,not synonym,BAAI/bge-large-zh-v1.5,0.7,0
Maillardia montana,Rhamnus vitiensis,0.4017,not synonym,BAAI/bge-large-zh-v1.5,0.7,0
Dendrocnide photiniphylla,Urticastrum photoniphylla,0.5294,not synonym,BAAI/bge-large-zh-v1.5,0.7,1
Spiraea japonica,Spiraea zuccarinii,0.6412,not synonym,BAAI/bge-large-zh-v1.5,0.7,1
Ceanothus tardivus,Ceanothus tardivus,1.0,synonym,BAAI/bge-large-zh-v1.5,0.7,1
Ziziphus xylopyrus,Horkelia congdonis,0.3715,not synonym,BAAI/bge-large-zh-v1.5,0.7,0
Helinus lanceolatus,Stephanandra flexuosa,0.3418,not synonym,BAAI/bge-large-zh-v1.5,0.7,0
Pouzolzia nudiflora,Coussapoa oligoneura,0.5531,not synonym,BAAI/bge-large-zh-v1.5,0.7,0
